IPI,UniProt,Name,Log[Intensity],NumPeptides,Mito,ER,Golgi,ERGDV,EE,RE/TGN,PM,PS,Cyto,Notes
IPI00387524,Q9DBF9,"malic enzyme, supernatant, full insert sequence ",4.82675695329045,5,,Probably,,,,,,,Yes,Cytoplasmic
IPI00387528,Q9DBM4,"3-hydroxy-3-methylglutaryl- Coenzyme A synthase 2, full insert sequence ",5.141868437,5,Yes,,,,,,,,,
IPI00395139,Q91X42,"Akr1c12 protein ",4.56301354530929,5,,,,,,,,,Probably,
IPI00395140,Q91X52,"L-xylulose reductase ",4.37418238303606,5,,,,,,,,,Yes,"Soluble protein"
IPI00396671,Q6P542,"ATP-binding cassette, sub-family F (GCN20), member 1 ",3.54622273983848,3,Probably,,,,,,No,,,"Associating with mitochondrial ribosomes?"
IPI00396707,Q8VC20,"Serine ",5.05319851333166,5,,Yes,,Yes,,,Probably,,Probably,"Secretory pathway"
IPI00399591,XP_147228,"myosin heavy chain 11, smooth muscle ",3.78512193805654,3,,,,,,Probably,,,,Cytoskeleton
IPI00399806,P97351,"40S ribosomal protein S3a ",4.69104151393663,5,No,,,Yes,,,Co-migrating,,,
IPI00399900,Q91XH4,"Catechol-O-methyltransferase ",4.87615451836348,5,,Yes,,,,,Probably,,No,"Secretory pathway"
IPI00399943,Q9CPW4,"actin related protein 2/3 complex, subunit 5 ",3.66264140738501,2,,,,Probably,,Probably,,,Probably,
IPI00400015,Q9CWQ7,"ubiquitin fusion degradation 1 like, full insert sequence ",3.78821190014842,4,,,,,Probably,Probably,,,,"No annotated location"
IPI00400117,P97823,"Acyl-protein thioesterase 1 ",4.31503947025204,2,,,,,,,,,Yes,
IPI00400154,Q99KN9,"Epsin 4 ",4.59147591262785,5,,,,,,Yes,,,,
IPI00400163,Q6PGB6,"Mak3p homolog ",3.52197427534454,1,,,,,,Probably,Probably,,,"No annotated location"
IPI00400165,Q7TPP2,"Homogentisate 1, 2-dioxygenase ",5.1730901878172,5,,Probably,,,,Probably,,,,"No annotated location"
IPI00400301,P36552,"Coproporphyrinogen III oxidase, mitochondrial precursor ",3.956938562,2,Yes,,,,,,,,,
IPI00402766,P10159,"Eukaryotic translation initiation factor 5A ",4.03512500827515,3,,,,Probably,,Probably,,,,
IPI00403448,P47962,"60S ribosomal protein L5 ",4.67785583619759,5,No,Yes,,,No,Co-migrating,,,,
IPI00403509,Q9CX56,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8, full insert sequence ",4.29046080577616,5,,,,,,,,,Yes,
IPI00403579,Q8R135,"MGC59076 protein ",3.78558012201125,2,,,,,,,,,Probably,"No annotated location"
IPI00403749,O88701,"nucleosome assembly protein 1-like 4 ",3.46152140594022,2,,,,,,,,,Probably,"Nucleoplasm/cytoplasm partitioning"
IPI00403933,P05063,"Fructose-bisphosphate aldolase C ",3.72407788053062,3,,,,Probably,,,,,Yes,Membrane-associated?
IPI00404116,P19639,"Glutathione S-transferase Mu 3 ",5.87789066095618,5,,,,,,,Probably,,Yes,
IPI00404674,Q8C2J5,"adaptor protein complex AP-2, alpha 2 subunit, full insert sequence ",4.56135751746043,5,,,,,,,Yes,,,
IPI00405227,Q64727,"vinculin ",3.90144384317643,5,,,,,,,,,Yes,
IPI00405260,Q922I0,"U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2 ",3.20616574090945,2,,,,,,,,,Probably,"Nucleoplasm/cytoplasm partitioning"
IPI00405507,P35980,"60S ribosomal protein L18 ",4.7201633617937,5,,,No,,,Co-migrating,,,,
IPI00405588,P21550,"Beta enolase ",4.60963406725032,4,,,,,,,Probably,,Yes,"Associated with membrane?"
IPI00406193,Q8C9I3,"hypothetical Ras GTPase-activating proteins containing protein, full insert sequence. ",3.88950688371509,5,,,,,,Probably,,,Probably,"No annotated location"
IPI00406302,Q91XC1,"Serpina1a protein ",5.0779524489695,5,,Probably,,Probably,,,Probably,,Probably,
IPI00406442,Q9WUM5,"Succinyl-CoA ligase [GDP-forming] alpha-chain, mitochondrial precursor ",4.012828399,3,Yes,,,,,,,,,
IPI00406482,Q9CQ69,"Ubiquinol-cytochrome C reductase complex ubiquinone-binding protein QP-C ",3.842257835,2,Yes,,,,,,,,,
IPI00406504,P62242,"40S ribosomal protein S8 ",5.00104935766198,5,,Yes,,Yes,,Co-migrating,Co-migrating,,,
IPI00406756,Q811K4,"Alanine-glyoxylate aminotransferase 2-like 1 ",3.94587392878043,2,,,,,,,,,Probably,
IPI00407451,Q811L1,"IQ motif containing GTPase activating protein 2, similar to",4.01200934424122,5,,,,,,,,,Probably,"No annotated location"
IPI00407499,P61922,"4-aminobutyrate aminotransferase, mitochondrial precursor ",4.047071223,5,Yes,,,,,,,,,
IPI00407543,P18760,"Cofilin, non-muscle isoform ",4.68508892371829,5,,Probably,,,,,,,Yes,"Associated with membranes?"
IPI00407653,Q8CHF8,"MKIAA0384 protein ",3.53702190930107,3,,Probably,,,,,,,,"Membrane fraction"
IPI00407769,Q8CIU2,"Alcohol dehydrogenase PAN1B-like protein ",4.28117359385212,5,,Probably,,Probably,,Probably,Probably,,,
IPI00408103,Q8HWA9,"histocompatibility 13, full insert sequence ",4.02378334914016,1,,Yes,,,,,,,,
IPI00408265,Q7TQM8,"Cobl-related 1 ",3.070651843,2,Probably,,,,,,,,,
IPI00408378,P35216,"14-3-3 protein tau ",4.76829738031388,5,,,,,,,,,Yes,
IPI00408407,Q9DBJ1,"Phosphoglycerate mutase 1 ",4.75012632551688,5,,,,,,,,,Yes,
IPI00408421,Q9DBM3,"hydroxysteroid 17-beta dehydrogenase 4, full insert sequence ",4.34304735318665,5,Yes,,,,,No,,,,
IPI00408495,Q7TSC0,"Basigin 2 ",4.08646051367006,4,,,,No,,,,,,
IPI00408585,Q8C2S9,"major vault protein, full insert sequence ",5.21375575005377,5,,,,,,,,,Yes,
IPI00408892,P51150,"Ras-related protein Rab-7 ",4.14189405819796,5,,,,Yes,Yes,Yes,,,,
IPI00408895,Q62313,"Trans-Golgi network integral membrane protein 1 precursor ",2.94672869329436,2,,,,Yes,,,,,,
IPI00408961,Q78JT3,"Haao protein ",5.17039715666604,5,,,,,,,,,Yes,
IPI00409019,Q8BY91,"acetyl-Coenzyme A synthetase 1 (AMP forming), full insert sequence ",3.99562362270512,5,,,,,,,Probably,,Probably,
IPI00409148,Q61646,"Haptoglobin precursor ",4.02444538649202,5,,,,,,Probably,,,,"Bulk endocytosis"
IPI00409360,Q8BW35,"acyl-Coenzyme A oxidase 1, palmitoyl, full insert sequence. ",4.753761555,5,Yes,,,,,,,,,
IPI00409800,Q6XVG2,"Cytochrome P450 ",4.87163420193061,5,,Yes,,,,Probably,,,,"No annotated localization"
IPI00409918,P10630,"Eukaryotic initiation factor 4A-II ",4.95859041152618,5,,,,,,,,Probably,Yes,"Associating with membranes?"
IPI00410827,Q8VDC3,"Cytoplasmic aconitase ",5.24175615592002,5,,,,,,,Probably,,Yes,"Membrane associated?"
IPI00410844,Q8R3A8,"ESOPHAGEAL CANCER ASSOCIATED PROTEIN homolog ",3.61862963210881,4,,,,,,Probably,,,,"No annotated localization"
IPI00410883,Q9EQU5,"SET protein ",3.78541918679257,3,,,,,,,,,Yes,
IPI00410981,P11589,"Major urinary protein 2 precursor ",5.36853488413012,5,,,,Yes,Probably,,,No,,
IPI00416918,Q7TQK5,"4633402D15Rik protein ",3.80101934506053,5,,,Probably,Probably,Probably,,,,,
IPI00420216,Q8VCQ9,"UDP glycosyltransferase 1 family polypeptide A12 ",4.9354657569274,5,,,,,,Yes,,,,"Microsomal membrane protein"
IPI00420295,Q6PHL9,"Acetyl-CoA carboxylase 1 ",3.86823829945424,5,,,,,,,Probably,,Probably,
IPI00420357,Q6P5E4,"UDP-glucose ceramide glucosyltransferase-like 1 ",3.9555296596598,5,,Probably,,,,,,,,"No annotated location"
IPI00420363,Q921Y3,"Ddx5 protein ",3.98606626576768,5,,,,Probably,,No,,,,"Nuclear protein - biosynthesis?"
IPI00420369,P28474,"Adh5 protein ",4.75423756492881,5,,,,,,,,,Yes,
IPI00420385,Q8C1B7,"Septin 11 ",3.84328044502405,2,,,,,,Probably,Probably,,,"No annotated location"
IPI00420480,Q99KY4,"Gak protein ",3.75307899399045,2,,,,,,,Yes,Probably,,
IPI00420562,Q6PFR0,"MKIAA0829 protein ",4.11745643648054,5,,No,,,,,No,,Probably,"Nucleoplasm/cytoplasm partitioning"
IPI00420601,P52479,"MKIAA0190 protein ",3.6561541076278,3,,,,,,Probably,,,,"No annotated location"
IPI00420706,Q6PB66,"Leucine-rich PPR motif-containing protein ",3.668132285,1,Yes,,,,,,,,,
IPI00420726,Q96EC0,"RIBOSOMAL PROTEIN S9, similar to",4.78037471223892,5,,,,Yes,,,Co-migrating,,,
IPI00420744,Q6ZWV7,"ribosomal protein L35, full insert sequence ",4.93194142605105,1,,Yes,,,No,Co-migrating,,,,
IPI00420745,Q6ZWV8,"proteasome ",4.57591305619305,5,,,,,,,,Yes,,
IPI00420772,Q6ZWZ4,"60S RIBOSOMAL PROTEIN L36 homolog ",3.72998558509381,5,,Yes,,,,Co-migrating,,,,
IPI00420882,Q60597,"Ogdh protein ",3.977609522,1,Yes,,,,,,,,,
IPI00420949,Q6PHQ5,"Rent1 protein ",3.62594990521954,5,,,,,,Probably,Probably,,,"No annotation location"
IPI00421019,Q76MZ3,"PR65 ",3.75699888676199,5,,,,,,,,,Yes,
IPI00421157,Q6NY10,"Hypothetical protein A130072J07 ",3.61885809005486,1,,Probably,,,,,,,,"No annotated location"
IPI00421179,Q6NZJ6,"Eif4g1 protein ",3.95431345807821,5,,Yes,Yes,Yes,,Co-migrating,Co-migrating,,Yes,
IPI00421218,Q71LX4,"Talin 2 ",3.71954531182527,2,,,,,,,Probably,,,Cytoskeleton
IPI00421241,Q6JIZ0,"acetyl-Coenzyme A carboxylase beta ",3.61950530881252,5,Probably,,,,,Probably,Probably,,Probably,
IPI00453499,Q8BIJ0,"MITOCHONDRIAL ISOLEUCINE TRNA SYNTHETASE, similar to",3.348496913,2,Yes,,,,,,,,,
IPI00453539,Q8BLZ4,"BLEOMYCIN HYDROLASE (EC 3.4.22.40) (BLM HYDROLASE) (BMH) (BH) homolog ",4.3574423832638,3,,,,,,,,,Yes,
IPI00453581,Q8BQL0,"unknown EST, full insert sequence ",3.89666574398088,3,No,,,Yes,,,Probably,,,"Secretory pathway. Associated with external membrane?"
IPI00453589,O70404,"Endobrevin ",3.94451058617963,3,,,,,,,Yes,,,
IPI00453658,Q8VDK1,"Nitrilase homolog 1 ",3.56946873908538,1,,,,,,Probably,Probably,,Probably,"No annotated location"
IPI00453732,Q91X90,"Apolipoprotein A-V ",3.24576510314962,1,,,,Yes,,,,,,
IPI00453768,Q9CPR4,"60S ribosomal protein L17 ",4.5451803089312,5,,,,,,,Co-migrating,,,
IPI00453776,Q8BL66,"early endosome antigen 1 ",3.45592042075258,5,,,,No,Yes,,,,,
IPI00453777,Q9D0J2,"ATP SYNTHASE DELTA CHAIN, MITOCHONDRIAL (EC 3.6.3.14) homolog ",4.551230119,1,Yes,,,,,,,,,
IPI00453818,Q6ZPS9,"MKIAA1375 protein ",3.90441642874259,5,,,,,,,,,Yes,
IPI00453867,Q6ZQK9,"MKIAA0018 protein ",3.70134983469118,3,,Yes,,Yes,,,,,,"Secretory pathway"
IPI00453951,Q9JHI5,"Isovaleryl dehydrogenase precursor ",3.75461439333711,5,Yes,,,,,,,,,
IPI00453981,Q6PG98,"Fdxr protein ",3.10726988,3,Yes,,,,,,,,,
IPI00453987,Q6PGH3,"Butyrate-induced transcript 1 ",3.95737916562651,2,,Probably,,,Probably,,,,,"Integral membrane protein"
IPI00453990,Q6T929,"RTN3-A ",3.37130406159869,2,,,,Probably,,,,,,"Membrane protein"
IPI00454042,Q6NSU0,"D6Wsu176e protein ",3.59558888737886,4,,,Probably,Probably,,,,,,"Extracellular - secretory pathway?"
IPI00454064,Q6GQV5,"Eif4g3 protein ",3.47073614098225,2,,,,Yes,,Co-migrating,Co-migrating,,Yes,
IPI00454074,Q7TQD8,"Hspa1a protein ",4.56833159923633,5,,,,,,Probably,Probably,,Yes,
IPI00454141,Q71KT5,"C-14 sterol reductase ",3.83830813037142,1,,,,Probably,,,Probably,,,"Integral membrane protein"
IPI00454201,Q71RI9,"Kynurenine aminotransferase III ",4.79056276301357,5,,,,,,,,,Probably,"No annotated location"
IPI00458074,Q8BNL1,"CG8014-PA, similar to",3.50424109639546,2,,,,,,Probably,,,,
IPI00461456,P29316,"60S ribosomal protein L23a ",4.64943710552829,5,,,,Yes,,Co-migrating,,,,
IPI00461496,XP_138403,"Aldo-keto reductase family 1 member C13, similar to",4.08306287586271,5,,,,,,,,,Yes,
IPI00462072,,"alpha enolase",5.3852080679588,5,,,,,,,Probably,,Probably,
IPI00473763,XP_139705,"60S RIBOSOMAL PROTEIN L13, similar to",4.56877380845252,2,,,,Yes,,Co-migrating,,,,
IPI00474241,XP_354579,"Cis-retinol/3alpha hydroxysterol short-chain dehydrogenase-like, similar to",3.94891747029897,5,,Probably,,Probably,,,,,Probably,"No annotated location"
IPI00480429,,"UDP GLUCURONOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A1",4.72279658413944,5,Probably,,,,,,,,Probably,
"IPI00551246 ",Q9R137,"Peptidyl-prolyl cis-trans isomerase A (PPIase) (Rotamase) (Cyclophilin A) (Cyclosporin A-binding protein) (SP18), similar to",5.70979652291569,5,,,,,,,,Probably,Probably,"No annotated location"
IPI00554845,Q8CAQ8,"Mitochondrial inner membrane protein ",3.922767083,4,Yes,,,,,,,,,
IPI00554989,XP_193275,"Peptidyl-prolyl cis-trans isomerase A (PPIase) (Rotamase) (Cyclophilin A) (Cyclosporin A-binding protein) (SP18), similar to",4.79048947574814,3,,,,,,,,Probably,,"No annotated location"
IPI00608021,,"DNA-DAMAGE INDUCIBLE PROTEIN 2",3.92878873186918,2,,,,,,,,,Probably,
IPI00621028,XP_134284,"60S RIBOSOMAL PROTEIN L13, similar to",4.41709853447127,5,,,,,,Co-migrating,,,,
IPI00622786,Q6I9Q4,"Glutamine synthetase ",4.69319788806672,5,,,,,,Probably,,,,"Cytoplasmic localization"
IPI00624608,XP_193995,"60S ribosomal protein, similar to",4.0041703209069,3,,,No,Yes,,Co-migrating,,,,
IPI00624966,,"14 KDA PROTEIN",3.92654666725552,2,,,,Probably,,,,,,
"IPI00625088 ",,"SIMILAR TO 40S RIBOSOMAL PROTEIN S29",4.1450026879557,1,,,Probably,,,,,,,
IPI00626750,Q62452,"UDP-glucuronosyltransferase 1-7 precursor, microsomal ",4.8320509127478,5,,,,,,,,,Probably,"No annotated location"
IPI00652249,XP_144896,"PROBABLE UROCANATE HYDRATASE (EC 4.2.1.49) (UROCANASE)",5.16176776923073,5,,,,,,,,,Probably,"No annotated location"
IPI00658304,XP_141784,"mitochondrial stress-70 protein, similar to",3.98141983093099,3,Yes,,,,,Probably,Probably,,,"No annotated location"
IPI00663431,,"PREDICTED: SIMILAR TO 60S RIBOSOMAL PROTEIN L13A",4.10432652734578,5,,,,,Probably,,,,,
IPI00668274,XP_140325,"ribosomal protein L6, similar to",4.59740043252082,5,,Yes,,Yes,,Co-migrating,,,,
IPI00668490,XP_356675,"heterogeneous nuclear ribonucleoprotein K, similar to",5.00141961270261,5,,Probably,,,,,,,,"Cytoplasmic - de Hoog, Foster, Mann (2004) Cell 117(5):649-65"
IPI00671135,XP_142485,"60S RIBOSOMAL PROTEIN L3 (L4), similar to",3.95468789575597,5,,,,,,Co-migrating,Co-migrating,,,
IPI00677607,XP_140284,"glutamine synthetase, similar to",4.22642744811786,5,,,,,,Probably,Probably,,,"Cytoplasmic localization"
