Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,Marker,Min across,log H/L Con01_04K,log H/L Con01_10K,log H/L Con01_20K,log H/L Con01_40K,log H/L Con01_80K,log H/L Con02_04K,log H/L Con02_10K,log H/L Con02_20K,log H/L Con02_40K,log H/L Con02_80K,log H/L Pra01_04K,log H/L Pra01_10K,log H/L Pra01_20K,log H/L Pra01_40K,log H/L Pra01_80K,log H/L Pra02_04K,log H/L Pra02_10K,log H/L Pra02_20K,log H/L Pra02_40K,log H/L Pra02_80K,log H/L Tam01_04K,log H/L Tam01_10K,log H/L Tam01_20K,log H/L Tam01_40K,log H/L Tam01_80K,log H/L Tam02_04K,log H/L Tam02_10K,log H/L Tam02_20K,log H/L Tam02_40K,log H/L Tam02_80K
Q91V41,Q91V41,Ras-related protein Rab-14,Rab14,sp|Q91V41|RAB14_MOUSE Ras-related protein Rab-14 OS=Mus musculus OX=10090 GN=Rab14 PE=1 SV=3,Endosome,12,0.289882926,-0.387396211,-0.685109517,-0.512671203,0.095782643,0.228018075,-0.2909689,-0.559362273,-0.330527348,0.421027978,0.180550939,-0.332982344,-0.630171506,-0.356724188,0.11712905,0.030655572,-0.319511671,-0.418907725,-0.229159888,0.884842468,0.194446121,-0.264069012,-0.749795866,-0.616547663,-0.167049387,0.138792356,-0.434695553,-0.793268347,-0.518749305,0.632123466
Q91W86,Q91W86,Vacuolar protein sorting-associated protein 11 homolog,Vps11,sp|Q91W86|VPS11_MOUSE Vacuolar protein sorting-associated protein 11 homolog OS=Mus musculus OX=10090 GN=Vps11 PE=1 SV=3,Endosome,5,0.470626882,-0.394404187,-0.630106053,-0.517715909,-0.465388505,0.539480399,-0.316194281,-0.749429266,-0.617171613,-0.562929539,0.299907361,-0.292805759,-0.399670117,-0.316472769,-0.519604665,0.427310677,-0.088911028,-0.234596886,-0.413563323,-0.326046736,0.01461765,-0.313749309,-0.438325103,-0.382942535,-0.093407944,0.328592213,-0.537654291,-0.640432671,-0.716263494,-0.118057592
Q920Q4;Q920Q4-2,Q920Q4;Q920Q4-2,Vacuolar protein sorting-associated protein 16 homolog,Vps16,sp|Q920Q4|VPS16_MOUSE Vacuolar protein sorting-associated protein 16 homolog OS=Mus musculus OX=10090 GN=Vps16 PE=1 SV=3;sp|Q920Q4-2|VPS16_MOUSE Isoform 2 of Vacuolar protein sorting-associated protein 16 homolog OS=Mus musculus OX=10090 GN=Vps16,Endosome,5,0.779973014,-0.315407654,-0.761920182,-0.575846738,-0.229286211,0.448022107,-0.43193527,-0.795943818,-0.67402624,-0.705089961,0.423524496,-0.27258855,-0.320665357,-0.384705597,-0.475049334,0.551891976,-0.156469894,-0.295618127,-0.642773286,-0.234690956,0.123114528,-0.371736291,-0.430181123,-0.465977331,-0.296251611,0.263645585,-0.614306197,-0.744618415,-0.838900804,-0.272939777
Q9CR51,Q9CR51,V-type proton ATPase subunit G 1,Atp6v1g1,sp|Q9CR51|VATG1_MOUSE V-type proton ATPase subunit G 1 OS=Mus musculus OX=10090 GN=Atp6v1g1 PE=1 SV=3,Endosome,2,0.051049357,-0.86005591,0.118078961,0.79894781,1.197299113,0.128346803,-0.689369325,0.059370344,0.705600141,0.770974486,-0.48578184,-0.826399069,-0.422429786,0.343704623,0.937596988,-0.044680868,-0.505525971,-0.089114287,0.415129044,1.044024147,-0.768242253,-0.61628813,0.071054833,0.404727503,1.016852248,-0.227080189,-1.388294707,-0.598716996,0.044561219,0.865251001
Q9CWK8,Q9CWK8,Sorting nexin-2,Snx2,sp|Q9CWK8|SNX2_MOUSE Sorting nexin-2 OS=Mus musculus OX=10090 GN=Snx2 PE=1 SV=2,Endosome,22,-0.326736278,-0.09825157,0.009108156,0.117802497,0.094333912,-0.261464117,0.083956102,0.100842764,0.302102634,0.313917604,0.016805025,0.069669044,0.063503102,0.052762311,-0.1035035,-0.714952129,-0.44810229,0.140924035,0.392408967,0.821255784,-0.244117104,-0.109069163,-0.419336942,-0.634786863,-0.646553288,-0.526033143,-0.299324662,-0.22911245,-0.272735898,0.069500647
Q9D2N9,Q9D2N9,Vacuolar protein sorting-associated protein 33A,Vps33a,sp|Q9D2N9|VP33A_MOUSE Vacuolar protein sorting-associated protein 33A OS=Mus musculus OX=10090 GN=Vps33a PE=1 SV=2,Endosome,3,0.663671108,-0.312004771,-0.683790258,-0.390594562,-0.401995287,0.644763018,-0.307279251,-0.529861212,-0.745320279,-0.676690428,0.505161217,-0.384048586,-0.368510318,-0.236186889,-0.349088641,0.703690387,-0.089264266,-0.343128143,-0.336192034,-0.517532582,0.034193188,-0.314778841,-0.61727632,-0.51102134,-0.253944075,0.216508507,-0.489681503,-0.772886356,-0.732420147,-0.054138994
Q9D620;G3XA57;G3XA57-2,Q9D620,Rab11 family-interacting protein 1,Rab11fip1,sp|Q9D620|RFIP1_MOUSE Rab11 family-interacting protein 1 OS=Mus musculus OX=10090 GN=Rab11fip1 PE=1 SV=2,Endosome,4,0.494534421,-0.214071797,-0.893212271,-0.738153088,-0.540056423,0.416940884,0.027075727,-0.60139041,-0.786339216,-0.790316824,0.348414795,-0.444368007,-0.692540715,-0.795460334,-0.526809687,0.552968775,-0.056192009,-0.663151496,-0.902229218,-0.610929384,0.393526534,-0.222316913,-0.738884288,-0.733418713,-0.492392913,0.181330162,-0.449577281,-1.372229871,-0.971280916,-0.708959166
Q9D8U8,Q9D8U8,Sorting nexin-5,Snx5,sp|Q9D8U8|SNX5_MOUSE Sorting nexin-5 OS=Mus musculus OX=10090 GN=Snx5 PE=1 SV=1,Endosome,8,-0.355123178,-0.096195228,0.464883692,0.822807797,0.70071743,-0.358406845,0.156513734,0.441961221,0.945931779,1.060949034,-0.112974082,0.190074949,0.577659908,0.702918822,0.67982879,-0.890835086,-0.624468004,0.189896249,0.731737934,1.094442168,-0.264259713,-0.018838677,-0.102213378,-0.234080215,-0.226936911,-0.558199705,-0.222511039,-0.138124156,0.092846288,0.558106845
Q9EQH3,Q9EQH3,Vacuolar protein sorting-associated protein 35,Vps35,sp|Q9EQH3|VPS35_MOUSE Vacuolar protein sorting-associated protein 35 OS=Mus musculus OX=10090 GN=Vps35 PE=1 SV=1,Endosome,18,0.190555755,-0.361625866,-0.684449737,-0.365627847,-0.063694317,0.17451912,-0.420906963,-0.879998075,-0.626150007,-0.204389055,0.024185164,-0.684810395,-0.898259575,-0.514299747,-0.081979665,-0.188956762,-0.30715043,-0.391964943,0.00237827,0.782443713,0.221666468,-0.312914568,-0.731175628,-0.52619391,-0.158456777,0.081334443,-0.551668708,-0.842956924,-0.810188535,-0.127700882
Q9EQP2,Q9EQP2,EH domain-containing protein 4,Ehd4,sp|Q9EQP2|EHD4_MOUSE EH domain-containing protein 4 OS=Mus musculus OX=10090 GN=Ehd4 PE=1 SV=1,Endosome,2,0.142090381,-0.275075787,-0.753772581,-0.1809763,0.205866185,0.327638114,-0.121389507,-0.378935524,-0.200907137,0.170484516,0.260436207,-0.17860071,-0.473416296,-0.293063365,0.048275729,0.0362566,-0.632593118,-0.400751725,-0.360825196,-0.083029904,-0.022835594,-0.384650397,-0.519697055,-0.065338178,0.501529232,0.074464036,-0.373768206,-0.642924506,-0.573911382,0.185453857
Q9ER00,Q9ER00,Syntaxin-12,Stx12,sp|Q9ER00|STX12_MOUSE Syntaxin-12 OS=Mus musculus OX=10090 GN=Stx12 PE=1 SV=1,Endosome,5,1.372150456,-0.179158375,-1.19606785,-1.412421174,-0.888643961,1.227258561,-0.149026214,-0.936275868,-1.321103057,-0.859677455,0.842135946,-0.299160902,-1.020389526,-1.008170156,-0.693799211,0.955628581,0.08167585,-0.865396066,-1.057207406,-0.243748141,0.711560939,-0.23597779,-1.281555773,-1.324808102,-1.162231222,0.717843984,-0.537182745,-1.477673794,-1.541150039,-0.587503446
Q9ERN0,Q9ERN0,Secretory carrier-associated membrane protein 2,Scamp2,sp|Q9ERN0|SCAM2_MOUSE Secretory carrier-associated membrane protein 2 OS=Mus musculus OX=10090 GN=Scamp2 PE=1 SV=1,Endosome,2,0.80421086,-0.522824887,-1.096202393,-0.891265275,-0.396553202,0.915550309,-0.536191952,-1.27357383,-1.081819933,-0.522863003,0.561306243,-0.162679209,-0.767721645,-0.420907932,-0.291407618,0.782279654,-0.225338475,-0.858807638,-0.779793292,0,0.663564707,-0.291168807,-1.197332433,-1.119165215,-0.889295663,0.688599514,-0.526602359,-1.574204057,-1.446480048,-0.677816876
Q9QZ88;Q9QZ88-2,Q9QZ88;Q9QZ88-2,Vacuolar protein sorting-associated protein 29,Vps29,sp|Q9QZ88|VPS29_MOUSE Vacuolar protein sorting-associated protein 29 OS=Mus musculus OX=10090 GN=Vps29 PE=1 SV=1;sp|Q9QZ88-2|VPS29_MOUSE Isoform 2 of Vacuolar protein sorting-associated protein 29 OS=Mus musculus OX=10090 GN=Vps29,Endosome,3,0.220882494,-0.342960531,-0.735770432,-0.241286419,0.057436332,0.204156568,-0.373456845,-0.763693073,-0.536631541,0.011549555,0.042823675,-0.668470656,-0.827812332,-0.398318573,0.13846209,-0.172009055,-0.340035234,-0.382821377,0.032407237,0.645933458,0.324589414,-0.309522338,-0.81307621,-0.499745719,-0.053031381,0.07966369,-0.443315821,-0.855740671,-0.730100946,-0.00189051
Q9WVK4,Q9WVK4,EH domain-containing protein 1,Ehd1,sp|Q9WVK4|EHD1_MOUSE EH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ehd1 PE=1 SV=1,Endosome,9,0.214498877,-0.383097548,-0.594182403,-0.247150703,0.364357082,0.454418436,-0.050786332,-0.309449318,0.013359074,0.483518013,0.089641576,-0.515277946,-0.662620647,-0.386875887,-0.145089149,0.060324983,-0.497635558,-0.22386645,-0.013813282,0.560377952,0.129404627,-0.180481636,-0.167384194,0.209810568,0.648408515,0.319452694,-0.217213698,-0.304227817,-0.169626324,0.710631136
Q9Z1G3;Q99L60-3;Q99L60;Q99L60-2,Q9Z1G3,V-type proton ATPase subunit C 1,Atp6v1c1,sp|Q9Z1G3|VATC1_MOUSE V-type proton ATPase subunit C 1 OS=Mus musculus OX=10090 GN=Atp6v1c1 PE=1 SV=4,Endosome,8,0.022943116,-0.506533889,0.286567206,0.73648134,0.4793719,0.129295722,-0.407403124,0.241306712,0.563806733,0.434524635,-0.233563554,-0.522181029,-0.050779062,0.437219116,0.607572701,-0.029659833,-0.409196932,0.27821713,0.587797682,0.849726881,-0.625475814,-0.476459101,0.242520202,0.640223931,0.831944799,-0.174067796,-0.937626383,-0.219189833,0.236789626,0.767436655
Q9Z1T1;Q9JME5,Q9Z1T1,AP-3 complex subunit beta-1,Ap3b1,sp|Q9Z1T1|AP3B1_MOUSE AP-3 complex subunit beta-1 OS=Mus musculus OX=10090 GN=Ap3b1 PE=1 SV=2,Endosome,11,0.053665056,0.012455791,0.231528443,-0.285794198,-0.926024177,-0.032725026,0.027444039,0.301972025,-0.127986815,-0.777530609,0.04094715,0.165452502,0.269206569,-0.049418643,-0.82860283,-0.381113304,0.024622898,0.354038117,-0.016866638,-0.337430332,-0.130800639,0.178673276,0.327285496,0.03042881,-0.454524168,-0.34836541,-0.275608386,0.251634878,0.098196841,-0.386124183
P16546;REV__Q6NZJ6-2;REV__Q6NZJ6,P16546,"Spectrin alpha chain, non-erythrocytic 1",Sptan1,"sp|P16546|SPTN1_MOUSE Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptan1 PE=1 SV=4",Actin binding proteins,45,-0.368699167,-0.419544535,0.398741973,0.876624278,0.123509246,-0.553130075,-0.503124616,0.23368518,0.70498662,0.020699994,-0.198642669,-0.581669984,0.08724432,0.688070722,0.085569596,-1.046653133,-0.523988857,0.662841396,0.835249577,0.202508089,-0.289378469,-0.469714838,0.066982496,0.961161798,0.733891942,-0.583339799,-0.526736087,0.359787639,0.702965741,0.452221518
P26039,P26039,Talin-1,Tln1,sp|P26039|TLN1_MOUSE Talin-1 OS=Mus musculus OX=10090 GN=Tln1 PE=1 SV=2,Actin binding proteins,120,-0.38521674,-0.433263809,0.132721086,1.053865155,1.391231376,0.006713592,0.187870827,0.640118183,1.45545057,1.896931451,-0.009205373,-0.195445269,0.084706265,0.87942649,1.394331309,-0.489500551,-0.546039119,0.458518448,1.381206232,2.009299985,0.098189427,0.582799715,0.888951769,1.153659621,1.245724046,-0.031931341,0.399834519,1.147274473,1.60212684,1.82828794
P57780,P57780,Alpha-actinin-4,Actn4,sp|P57780|ACTN4_MOUSE Alpha-actinin-4 OS=Mus musculus OX=10090 GN=Actn4 PE=1 SV=1,Actin binding proteins,39,-0.741350109,-0.034561194,1.614758281,2.572686351,2.656816614,-0.969930236,-0.091342988,1.596159134,2.275214677,2.64843574,-0.394664661,0.219732019,1.421827372,2.179956548,2.720523272,-1.686894884,-0.998153055,1.28762583,1.915055849,1.805643195,0.270407281,1.143746252,2.068425256,2.246695811,2.382923463,-0.504654148,0.766490008,2.009333761,2.175925471,2.140929126
P63260,P63260,"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed",Actg1,"sp|P63260|ACTG_MOUSE Actin, cytoplasmic 2 OS=Mus musculus OX=10090 GN=Actg1 PE=1 SV=1",Actin binding proteins,145,-0.722077066,-0.320327041,1.120740306,1.743028427,1.592952442,-0.510466946,0.01097939,1.323537782,1.683451151,1.668103424,-0.325796885,0.026963129,1.194263023,1.580256429,1.728424043,-1.337998611,-1.344373179,0.594920444,1.322019639,1.176253837,0.169757171,1.109039467,1.846360534,1.561321915,1.440761111,-0.498579834,0.292007979,1.464395796,1.538246933,1.221852528
P97434-2;P97434-3;P97434;P97434-4,P97434-2;P97434-3;P97434;P97434-4,Myosin phosphatase Rho-interacting protein,Mprip,sp|P97434-2|MPRIP_MOUSE Isoform 2 of Myosin phosphatase Rho-interacting protein OS=Mus musculus OX=10090 GN=Mprip;sp|P97434-3|MPRIP_MOUSE Isoform 3 of Myosin phosphatase Rho-interacting protein OS=Mus musculus OX=10090 GN=Mprip;sp|P97434|MPRIP_MOUSE Myosin,Actin binding proteins,2,0.031767823,-0.262792678,0.583480552,0.124408518,-0.947389637,-0.348295252,-0.563641288,0.169154352,0.121312212,-0.469178975,0.127491537,-0.368182911,0.358962544,-0.023412034,-0.977261612,-0.212532604,-0.152644947,-0.223564121,1.377628743,-0.947128211,-0.081528768,-0.258582511,0.048656507,0.074238238,-0.256921964,-0.376636852,-0.707916205,-0.344506835,-0.109847995,-0.096182742
Q3THE2;Q9CQ19,Q3THE2;Q9CQ19,Myosin regulatory light chain 12B;Myosin regulatory light polypeptide 9,Myl12b;Myl9,sp|Q3THE2|ML12B_MOUSE Myosin regulatory light chain 12B OS=Mus musculus OX=10090 GN=Myl12b PE=1 SV=2;sp|Q9CQ19|MYL9_MOUSE Myosin regulatory light polypeptide 9 OS=Mus musculus OX=10090 GN=Myl9 PE=1 SV=3,Actin binding proteins,8,-0.296650989,0.111028616,0.935718778,0.186662525,-1.416103882,-0.246844979,0.301135413,1.01891429,0.020954088,-1.261119424,0.013340022,0.254534047,0.78297424,0.20388055,-1.360729587,-0.874732339,-0.299258216,0.502521009,-0.157397508,-1.269106742,0.073870133,0.270772979,0.447150183,0.245509222,-0.543108332,-0.360994196,0.075265576,0.215571634,-0.369395427,-1.168656205
Q3TJD7;Q3TJD7-3;Q3TJD7-2,Q3TJD7,PDZ and LIM domain protein 7,Pdlim7,sp|Q3TJD7|PDLI7_MOUSE PDZ and LIM domain protein 7 OS=Mus musculus OX=10090 GN=Pdlim7 PE=1 SV=1,Actin binding proteins,3,-0.654409588,-0.243561551,0.398606604,0.503724494,0.608394851,-0.721324433,-0.117775145,0.47026117,0.738648504,0.299618846,-0.345604808,-0.111117262,0.56063044,0.789666898,0.543885147,-1.150026958,-0.722717998,0.421302254,0.480343542,-0.181378554,-0.320058485,0.12266384,0.582019931,0.471356986,0.267250014,-0.694338844,-0.045531222,0.7375026,1.060848212,0.319138724
Q60605-2;Q60605,Q60605-2;Q60605,Myosin light polypeptide 6,Myl6,sp|Q60605-2|MYL6_MOUSE Isoform Smooth muscle of Myosin light polypeptide 6 OS=Mus musculus OX=10090 GN=Myl6;sp|Q60605|MYL6_MOUSE Myosin light polypeptide 6 OS=Mus musculus OX=10090 GN=Myl6 PE=1 SV=3,Actin binding proteins,11,-0.472587526,-0.12043354,0.777524297,0.498427359,-0.995509213,-0.324583695,0.341281136,0.932904372,0.316365544,-0.816131202,-0.122800405,0.175735352,0.866197935,0.517986154,-0.897132836,-1.056932886,-0.731992891,0.633339815,0.145948279,-0.834372753,0.072564999,0.536373403,0.685054964,0.597872517,-0.082123555,-0.402134498,0.1252859,0.571281731,0.075907375,-0.649850087
Q62261,Q62261,"Spectrin beta chain, non-erythrocytic 1",Sptbn1,"sp|Q62261|SPTB2_MOUSE Spectrin beta chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptbn1 PE=1 SV=2",Actin binding proteins,31,-0.39637204,-0.425967152,0.414760865,0.914404311,0.16421699,-0.537964736,-0.506392604,0.157102172,0.858523027,0.066608317,-0.195597547,-0.591741877,0.0593019,0.69150326,0.111957016,-1.001121656,-0.550853668,0.793201981,0.852252662,0.345704316,-0.303390975,-0.535876372,-0.001714005,0.928343551,0.74934735,-0.607976644,-0.509630845,0.381541892,0.778743753,0.309642902
Q7TPR4;O88990,Q7TPR4,Alpha-actinin-1,Actn1,sp|Q7TPR4|ACTN1_MOUSE Alpha-actinin-1 OS=Mus musculus OX=10090 GN=Actn1 PE=1 SV=1,Actin binding proteins,21,-0.79840338,0.037304792,1.592740043,2.549850006,2.721215056,-0.930467786,-0.015281821,1.698689835,2.360828637,2.692588678,-0.385345844,0.251118736,1.424946579,2.239892999,2.714703071,-1.649653557,-1.026991021,1.404564901,1.908324125,1.840342097,0.422911184,1.381830669,2.193346756,2.156468243,2.432987836,-0.443589827,0.83417871,2.111546863,2.256958625,2.071271843
Q8BQ30;Q8BQ30-2,Q8BQ30;Q8BQ30-2,Phostensin,Ppp1r18,sp|Q8BQ30|PPR18_MOUSE Phostensin OS=Mus musculus OX=10090 GN=Ppp1r18 PE=1 SV=1;sp|Q8BQ30-2|PPR18_MOUSE Isoform 2 of Phostensin OS=Mus musculus OX=10090 GN=Ppp1r18,Actin binding proteins,16,-0.630278138,-0.380232553,0.857311936,1.468940269,0.654082236,-0.295513826,0.04841589,1.211820793,1.647981656,0.746887481,-0.255303793,-0.19607915,0.71314395,1.598655048,0.664547332,-1.117112599,-0.905663845,0.984886294,1.318108569,0.969806917,-0.137445856,0.530003878,1.485704745,1.728245345,1.18821662,-0.467748175,0.497641472,1.929543532,1.657715629,1.038046823
Q8C0P5,Q8C0P5,Coronin-2A,Coro2a,sp|Q8C0P5|COR2A_MOUSE Coronin-2A OS=Mus musculus OX=10090 GN=Coro2a PE=2 SV=1,Actin binding proteins,6,0.198539561,-0.196275859,-0.129880412,-0.399549306,-1.62935791,0.202998139,-0.331505329,-0.168452914,-0.58023535,-1.505615465,0.332010602,-0.307839397,-0.098332643,-0.367806802,-1.45643644,-0.001327125,-0.067964255,0.008555338,-0.698558502,-1.401913267,0.267900623,-0.213866738,-0.367205909,-0.47533801,-1.232126737,0.041755278,-0.426916629,-0.388493847,-0.905310607,-1.204726132
Q8VDD5,Q8VDD5,Myosin-9,Myh9,sp|Q8VDD5|MYH9_MOUSE Myosin-9 OS=Mus musculus OX=10090 GN=Myh9 PE=1 SV=4,Actin binding proteins,163,-0.277421505,0.165930802,0.885212649,0.253302577,-1.331398265,-0.186563909,0.325982861,0.888171651,0.037812812,-1.215471027,0.056239849,0.271355505,0.852177644,0.255283136,-1.30599943,-0.839293484,-0.32936501,0.679564443,-0.072672953,-1.178507361,0.051123137,0.281224064,0.536015708,0.343046877,-0.407865548,-0.360842944,-0.018670331,0.369885667,-0.303848246,-1.027730087
Q9ET54-4;Q9ET54-6;Q9ET54-3;Q9ET54-2,Q9ET54-4;Q9ET54-6;Q9ET54-3;Q9ET54-2,Palladin,Palld,sp|Q9ET54-4|PALLD_MOUSE Isoform 4 of Palladin OS=Mus musculus OX=10090 GN=Palld;sp|Q9ET54-6|PALLD_MOUSE Isoform 6 of Palladin OS=Mus musculus OX=10090 GN=Palld;sp|Q9ET54-3|PALLD_MOUSE Isoform 3 of Palladin OS=Mus musculus OX=10090 GN=Palld;sp|Q9ET54-2|PALL,Actin binding proteins,15,-0.505526376,0.101422789,0.802398075,0.379684935,-0.137916223,-0.855337672,0.034257567,0.587384822,0.148566198,-0.691765985,-0.271928745,0.30810727,0.605859694,0.536645739,-0.306691837,-1.537308898,-1.13776344,-0.639364764,-0.96318349,-1.607931732,0.208536451,1.16543077,1.00097248,-0.31463385,-0.64467199,-0.687467238,0.211454878,0.485346057,0.015358857,-0.753791256
Q9QXS6;Q9QXS6-3;Q9QXS6-2,Q9QXS6;Q9QXS6-3;Q9QXS6-2,Drebrin,Dbn1,sp|Q9QXS6|DREB_MOUSE Drebrin OS=Mus musculus OX=10090 GN=Dbn1 PE=1 SV=4;sp|Q9QXS6-3|DREB_MOUSE Isoform E2 of Drebrin OS=Mus musculus OX=10090 GN=Dbn1;sp|Q9QXS6-2|DREB_MOUSE Isoform A2 of Drebrin OS=Mus musculus OX=10090 GN=Dbn1,Actin binding proteins,3,-0.759844297,-0.26239086,0.799837653,1.909215875,2.209149429,-0.715495748,-0.1956851,0.830803816,1.861737692,1.601731443,-0.417091502,-0.271487826,0.57676271,1.477883819,2.29498316,-1.512181565,-0.981921238,0.871198877,1.535755077,1.446831026,-0.390306405,-0.064473371,0.783801201,1.78548944,2.205128302,-0.732407613,-0.115325091,0.874944468,1.74683964,1.277904402
Q9WUM3,Q9WUM3,Coronin-1B,Coro1b,sp|Q9WUM3|COR1B_MOUSE Coronin-1B OS=Mus musculus OX=10090 GN=Coro1b PE=1 SV=1,Actin binding proteins,11,-0.551568705,-0.333424025,0.947241072,1.463796764,0.510047667,-0.397096195,-0.211085727,1.039844948,1.380460953,0.671527063,-0.085811189,-0.073136398,0.97719865,1.498130326,0.65432418,-1.043720163,-0.971493133,0.814914573,1.166554158,0.749974613,-0.100747435,0.275298172,0.934034388,0.941647409,0.218714246,-0.640103836,-0.127104182,1.091124811,0.927550415,0.594690863
Q9WUM4;Q920M5-3;Q920M5-2;Q920M5-4,Q9WUM4,Coronin-1C,Coro1c,sp|Q9WUM4|COR1C_MOUSE Coronin-1C OS=Mus musculus OX=10090 GN=Coro1c PE=1 SV=2,Actin binding proteins,13,-0.073925449,-0.138434407,0.771159839,0.450200019,-1.010560898,-0.085062731,-0.220059822,0.689205453,0.247535225,-0.869188405,0.197917707,-0.13429871,0.658221091,0.566435368,-0.92159044,-0.680047237,-0.672262016,0.602126301,-0.044201025,-0.710603307,0.359683726,0.404256586,0.528558014,0.075702923,-0.970570695,-0.211041049,0.002782143,0.620286455,-0.166157015,-0.637288232
A1L314,A1L314,Macrophage-expressed gene 1 protein,Mpeg1,sp|A1L314|MPEG1_MOUSE Macrophage-expressed gene 1 protein OS=Mus musculus OX=10090 GN=Mpeg1 PE=1 SV=1,,33,-0.168578368,-0.612470683,1.3205176,1.980406923,2.390031351,-0.289323823,-0.805777661,0.826603828,1.475674047,1.958320202,-0.539925322,-0.446984036,1.349406937,1.813491137,2.078095033,0.310815326,-0.451316584,1.095294547,1.524290171,1.952308631,-0.799064788,-0.215480258,1.41069033,1.802563665,2.087033827,-0.411301578,-1.140616603,0.500312012,1.045077991,1.902238644
A2A432;A2A432-2,A2A432;A2A432-2,Cullin-4B,Cul4b,sp|A2A432|CUL4B_MOUSE Cullin-4B OS=Mus musculus OX=10090 GN=Cul4b PE=1 SV=1;sp|A2A432-2|CUL4B_MOUSE Isoform 2 of Cullin-4B OS=Mus musculus OX=10090 GN=Cul4b,,5,-0.505769592,0.084216757,0.537623077,0.401960403,-0.443057944,-0.512833683,-0.124027214,0.148088301,0.067231654,-0.551588677,-0.519272341,-0.132691668,0.38866196,0.110624634,-0.293991664,-0.338158307,0.10710083,0.653936566,0.209874752,-0.346167759,-0.645118259,-0.467272138,0.17520936,0.053595048,-0.494932758,-0.407725957,-0.08355102,0.334901477,0.242332411,-0.345259315
A2A5R2,A2A5R2,Brefeldin A-inhibited guanine nucleotide-exchange protein 2,Arfgef2,sp|A2A5R2|BIG2_MOUSE Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Mus musculus OX=10090 GN=Arfgef2 PE=1 SV=1,,4,-0.072318541,0.083804578,0.294620863,-0.551012263,-1.271771655,0.078403433,-0.045917066,0.362564428,-0.2600332,-0.724331946,0.039538154,0.155636627,0.128421284,-0.364523986,-1.33317061,-0.386738898,-0.155070523,0.329258561,-0.046547088,-0.626711724,-0.223225664,-0.186442754,0.019075709,-0.210633108,-0.683573245,-0.174447497,-0.010247339,0.371853128,0.054737782,-0.747354544
A2AAY5;O89032-3;O89032-2;O89032,A2AAY5,SH3 and PX domain-containing protein 2B,Sh3pxd2b,sp|A2AAY5|SPD2B_MOUSE SH3 and PX domain-containing protein 2B OS=Mus musculus OX=10090 GN=Sh3pxd2b PE=1 SV=1,,12,-0.448504072,0.051426822,0.838673231,0.64755303,-0.095966329,-0.481102295,0.096552639,0.871032708,0.826446321,0.114999607,-0.692872741,-0.22912546,0.563124099,0.584799023,0.011543178,-0.401556547,-0.202746054,0.854113327,0.40237141,-0.114779814,-0.589555892,0.128106357,0.81923036,0.610900126,-0.05157217,-0.149020672,0.570397815,1.431078835,0.833512934,-0.024051428
A2AF47,A2AF47,Dedicator of cytokinesis protein 11,Dock11,sp|A2AF47|DOC11_MOUSE Dedicator of cytokinesis protein 11 OS=Mus musculus OX=10090 GN=Dock11 PE=1 SV=1,,35,0.159194333,-0.18183202,-0.14152618,-0.271640821,-0.172028423,0.126039685,-0.085719429,-0.00531624,0.023843189,-0.002109889,0.117954856,-0.246458163,-0.007313804,0.220811861,0.36171617,-0.033372172,-0.482245205,-0.319742952,-0.675395104,-1.038241014,0.276428223,0.101093995,0.037655265,-0.015700876,-0.3679918,0.167958874,0.027658791,0.14969735,-0.260221024,-0.644081296
