IPI accession no.,Protein name, MascotScore.1 , NbPeptides.1,NbQuantAC.1,NbQuantBD.1,AC114.1,AC115.1,AC116.1,AC117.1,BD114.1,BD115.1,BD116.1,BD117.1, MascotScore.2 , NbPeptides.2,NbQuantAC.2,NbQuantBD.2,AC114.2,AC115.2,AC116.2,AC117.2,BD114.2,BD115.2,BD116.2,BD117.2
IPI00584499.1,Hypothetical protein,202.49,4,5,3,0.177,0.127,0.214,0.481,0.315,0.199,0.204,0.282,90.37,2,5,3,0.198,0.170,0.237,0.396,0.206,0.135,0.312,0.347
IPI00584529.1,Hypothetical protein,528.3,9,46,82,0.087,0.301,0.316,0.296,0.089,0.445,0.221,0.244,368.06,6,65,43,0.194,0.469,0.205,0.131,0.124,0.197,0.379,0.299
IPI00584611.1,Similar to PDGF associated protein,93.93,2,2,4,0.270,0.185,0.274,0.272,0.295,0.211,0.209,0.285,101.43,2,2,1,0.208,0.212,0.217,0.363,0.175,0.135,0.329,0.362
IPI00584699.1,Hypothetical protein,165.53,3,31,17,0.038,0.058,0.094,0.810,0.110,0.174,0.221,0.495,160.68,3,31,17,0.091,0.132,0.061,0.715,0.059,0.091,0.400,0.450
IPI00584755.2,Hypothetical protein,763.13,14,24,26,0.067,0.133,0.268,0.532,0.150,0.132,0.254,0.463,255.47,5,6,7,0.153,0.206,0.259,0.382,0.145,0.113,0.403,0.339
IPI00584769.2,Serine/threonine-protein kinase TAO3,655.85,13,48,47,0.490,0.224,0.132,0.154,0.515,0.159,0.143,0.183,337.89,8,37,3,0.533,0.245,0.075,0.147,0.304,0.151,0.275,0.270
IPI00584809.1,Splicing factor 3a subunit 2,91.52,2,4,2,0.100,0.096,0.257,0.548,0.116,0.229,0.251,0.405,184.98,3,7,2,0.117,0.498,0.112,0.274,0.100,0.149,0.401,0.352
IPI00584818.1,Coiled-coil domain containing 12 ,103.69,2,3,9,0.190,0.300,0.383,0.127,0.218,0.347,0.228,0.208,75.58,2,6,3,0.203,0.339,0.321,0.138,0.162,0.245,0.322,0.272
IPI00584957.1,WD repeat protein 61,79.93,2,2,2,0.140,0.171,0.424,0.267,0.137,0.312,0.269,0.283,102.4,2,3,2,0.181,0.243,0.321,0.256,0.140,0.171,0.333,0.356
IPI00584970.1,Similar to Dhcr7,267.57,5,10,34,0.062,0.140,0.287,0.511,0.131,0.158,0.271,0.440,124.11,3,10,3,0.258,0.271,0.243,0.228,0.094,0.098,0.403,0.405
IPI00585001.3,Similar to GTPase Rab8b,450.66,8,38,59,0.314,0.203,0.161,0.323,0.435,0.173,0.148,0.243,493.26,10,49,30,0.486,0.240,0.110,0.163,0.294,0.127,0.307,0.272
IPI00585059.3,"Membrane protein, palmitoylated 1, 55kDa",446.53,8,15,23,0.478,0.212,0.177,0.133,0.469,0.176,0.157,0.198,387.7,8,35,9,0.517,0.235,0.118,0.130,0.370,0.161,0.240,0.229
IPI00585240.1,Spliceosome RNA helicase BAT1,932.27,16,104,163,0.121,0.176,0.393,0.310,0.112,0.336,0.269,0.283,953.99,19,90,120,0.174,0.375,0.195,0.256,0.107,0.221,0.370,0.302
IPI00585332.1,"GrpE-like 1, mitochondrial ",218.22,4,5,2,0.067,0.099,0.147,0.688,0.141,0.151,0.228,0.481,297.89,6,18,3,0.168,0.168,0.146,0.517,0.096,0.173,0.320,0.411
IPI00585349.3,Similar to CGI-86 protein,673.88,12,21,76,0.087,0.150,0.288,0.475,0.124,0.161,0.274,0.440,178.85,3,16,12,0.238,0.240,0.287,0.235,0.116,0.141,0.390,0.354
IPI00585388.2,BASH/BLNK N-terminal associated protein 1,169.94,3,16,7,0.089,0.161,0.308,0.442,0.121,0.175,0.294,0.410,94.64,2,7,5,0.193,0.264,0.296,0.247,0.087,0.124,0.415,0.373
IPI00585449.3,Similar to Conserved nuclear protein NHN1,418.15,7,5,11,0.098,0.138,0.353,0.411,0.107,0.259,0.294,0.340,128.36,3,8,5,0.089,0.131,0.309,0.471,0.093,0.156,0.345,0.406
IPI00585450.3,122 kDa protein,297.47,6,18,6,0.254,0.262,0.231,0.254,0.262,0.203,0.254,0.280,84.56,2,2,2,0.217,0.192,0.299,0.293,0.203,0.175,0.290,0.333
IPI00585486.3,Phosphoglycerate mutase 1,837.07,14,133,291,0.143,0.184,0.455,0.218,0.124,0.431,0.240,0.206,827.41,15,113,230,0.227,0.332,0.218,0.223,0.090,0.282,0.353,0.275
IPI00585507.3,Similar to Soat1-prov protein,309.62,6,18,4,0.090,0.142,0.244,0.524,0.260,0.164,0.213,0.364,154.4,3,4,5,0.262,0.276,0.193,0.270,0.106,0.113,0.403,0.379
IPI00585509.1,Actin-like protein 2,351.8,7,14,20,0.341,0.171,0.233,0.256,0.334,0.179,0.224,0.264,357.84,7,37,18,0.371,0.293,0.107,0.229,0.263,0.140,0.314,0.283
IPI00585567.1,"Protein phosphatase 2A, regulatory subunit B' ",157.99,3,6,19,0.149,0.211,0.385,0.255,0.143,0.328,0.263,0.266,92.5,2,5,3,0.196,0.307,0.325,0.172,0.171,0.234,0.313,0.281
IPI00585645.4,40S ribosomal protein S12,266.79,5,23,29,0.175,0.162,0.237,0.425,0.189,0.196,0.232,0.382,292.78,5,47,35,0.229,0.382,0.128,0.261,0.154,0.152,0.366,0.328
IPI00585747.2,Elongation factor 2,1867.35,34,199,414,0.159,0.136,0.325,0.380,0.175,0.257,0.257,0.311,2118.34,40,356,421,0.242,0.370,0.150,0.239,0.134,0.186,0.371,0.309
IPI00585924.1,Sphingosine-1-phosphate lyase 1,183.82,4,7,14,0.119,0.162,0.241,0.477,0.146,0.203,0.244,0.407,346.18,8,12,9,0.232,0.302,0.172,0.294,0.119,0.113,0.428,0.340
IPI00585946.1,T-complex protein 1 delta subunit,1128.46,19,87,122,0.160,0.137,0.177,0.525,0.213,0.173,0.209,0.405,965.49,18,114,77,0.227,0.311,0.112,0.350,0.141,0.119,0.358,0.382
IPI00586034.3,"Signal sequence receptor, alpha (translocon-associated protein alpha)",387.6,5,29,93,0.065,0.143,0.325,0.467,0.081,0.145,0.290,0.484,297.17,5,38,21,0.169,0.189,0.430,0.212,0.075,0.101,0.411,0.413
IPI00586050.2,189 kDa protein,815.96,16,21,28,0.451,0.179,0.210,0.160,0.450,0.185,0.180,0.185,204.51,4,10,5,0.391,0.305,0.136,0.168,0.259,0.130,0.314,0.296
IPI00586083.1,"Arginyl-tRNA synthetase, cytoplasmic",457.12,9,20,8,0.160,0.129,0.207,0.504,0.247,0.224,0.242,0.287,354.1,7,21,6,0.218,0.310,0.127,0.346,0.199,0.150,0.323,0.329
IPI00586101.2,Similar to Ras-related protein Rab-27A (Rab-27) (GTP-binding protein Ram) (Ram p25) isoform 1,338.17,6,18,36,0.140,0.199,0.189,0.472,0.241,0.199,0.206,0.353,254.24,6,21,6,0.343,0.295,0.140,0.222,0.195,0.149,0.349,0.307
IPI00586105.2,Beta-enolase,191.53,3,17,87,0.111,0.118,0.483,0.287,0.125,0.353,0.271,0.251,190.6,3,18,69,0.312,0.265,0.172,0.251,0.118,0.223,0.330,0.330
IPI00586147.2,Similar to phosphatidyl inositol glycan class T,157.02,3,10,5,0.064,0.120,0.234,0.583,0.127,0.194,0.243,0.436,141.33,3,2,11,0.268,0.277,0.230,0.226,0.103,0.106,0.411,0.380
IPI00586155.3,Similar to transketolase,1111.66,20,61,91,0.139,0.091,0.463,0.307,0.140,0.266,0.306,0.288,1045.1,21,83,124,0.178,0.282,0.256,0.285,0.111,0.158,0.406,0.325
IPI00586168.2,Similar to Aminopeptidase-like 1,161.34,3,7,9,0.172,0.120,0.275,0.433,0.179,0.185,0.263,0.372,109.46,2,7,5,0.231,0.299,0.160,0.310,0.129,0.131,0.340,0.400
IPI00586190.2,Similar to Rpl24 protein,388.58,7,41,86,0.105,0.150,0.306,0.439,0.159,0.217,0.229,0.395,336.96,6,62,36,0.240,0.390,0.154,0.217,0.121,0.131,0.432,0.317
IPI00586217.1,Similar to DnaJ protein SB73,110.48,2,4,3,0.254,0.277,0.254,0.216,0.316,0.166,0.204,0.313,111.15,2,7,5,0.597,0.255,0.088,0.060,0.354,0.133,0.230,0.283
IPI00586237.2,Hypothetical protein,62.8,1,1,1,0.197,0.239,0.406,0.159,0.170,0.289,0.214,0.327,80.67,2,6,3,0.168,0.280,0.342,0.209,0.121,0.229,0.321,0.330
IPI00586261.2,Similar to C11 protein,437.64,8,11,16,0.157,0.133,0.366,0.343,0.137,0.251,0.261,0.351,232.63,5,15,15,0.238,0.346,0.179,0.239,0.116,0.211,0.329,0.344
IPI00586294.4,Macrophage migration inhibitory factor,232.33,3,103,274,0.131,0.274,0.406,0.189,0.143,0.398,0.238,0.221,198.05,3,111,252,0.252,0.337,0.210,0.200,0.106,0.279,0.338,0.277
IPI00586343.2,Similar to p32 subunit of splicing factor SF2,199.75,3,14,3,0.039,0.061,0.084,0.817,0.197,0.140,0.181,0.483,171.79,3,6,4,0.113,0.185,0.112,0.589,0.111,0.135,0.297,0.458
IPI00586374.2,32 kDa protein,171.24,3,4,4,0.142,0.160,0.465,0.234,0.139,0.322,0.259,0.281,54.85,1,2,1,0.175,0.246,0.347,0.233,0.097,0.246,0.320,0.338
IPI00586384.3,101 kDa protein,1584.3,29,65,99,0.371,0.221,0.258,0.150,0.348,0.229,0.215,0.208,1142.64,21,78,60,0.403,0.255,0.173,0.169,0.261,0.172,0.296,0.271
IPI00586421.3,Similar to autocrine motility factor receptor,290.95,7,7,27,0.085,0.110,0.329,0.476,0.177,0.254,0.248,0.321,252.17,5,17,10,0.241,0.347,0.244,0.168,0.156,0.186,0.373,0.285
IPI00586516.1,Similar to human P5 isoform 2,937.97,14,80,282,0.150,0.188,0.331,0.330,0.111,0.135,0.290,0.464,846.39,15,86,113,0.231,0.275,0.186,0.307,0.126,0.096,0.377,0.400
IPI00586551.3,"CAP, adenylate cyclase-associated protein, 2",161.94,3,2,3,0.109,0.086,0.182,0.624,0.221,0.138,0.279,0.362,53.85,1,1,4,0.150,0.140,0.179,0.530,0.204,0.143,0.301,0.352
IPI00586566.1,"Proteasome (prosome, macropain) 26S subunit, non-ATPase, 9",139.51,3,5,5,0.190,0.231,0.292,0.287,0.198,0.282,0.256,0.264,140.52,3,2,7,0.204,0.221,0.298,0.277,0.136,0.220,0.336,0.308
IPI00586591.2,Similar to NADPH-cytochrome P450 oxidoreductase,524.9,11,22,43,0.119,0.160,0.269,0.451,0.163,0.175,0.263,0.399,409.92,8,30,20,0.253,0.246,0.283,0.219,0.095,0.130,0.426,0.349
IPI00586709.2,Talin-1,3877.26,69,36,37,0.376,0.160,0.232,0.232,0.379,0.169,0.211,0.242,2352.59,49,117,91,0.343,0.248,0.155,0.254,0.217,0.130,0.338,0.315
IPI00586737.2,Similar to putative transmembrane protein PTG,122.54,2,4,10,0.082,0.136,0.247,0.535,0.098,0.143,0.293,0.466,49.64,1,2,2,0.279,0.287,0.193,0.241,0.128,0.118,0.365,0.389
IPI00586802.2,Hypothetical protein,1045.03,20,54,69,0.207,0.154,0.172,0.467,0.238,0.160,0.240,0.362,1018.83,20,102,68,0.237,0.282,0.130,0.351,0.149,0.125,0.352,0.374
IPI00586834.3,Similar to ribosomal protein S25,261.62,5,38,76,0.153,0.165,0.210,0.472,0.191,0.166,0.219,0.424,184.22,4,42,36,0.274,0.366,0.109,0.251,0.154,0.124,0.393,0.329
IPI00586842.1,Hypothetical protein,342.14,7,10,11,0.142,0.150,0.297,0.411,0.152,0.195,0.202,0.451,255.15,6,12,9,0.228,0.224,0.255,0.294,0.092,0.174,0.362,0.373
IPI00586847.1,Apoptosis inhibitor 5,491.42,9,8,16,0.109,0.116,0.339,0.437,0.143,0.222,0.284,0.351,352.3,7,13,11,0.171,0.288,0.233,0.308,0.102,0.177,0.377,0.344
IPI00586858.2,60S ribosomal protein L13,590.32,11,62,158,0.120,0.119,0.243,0.518,0.133,0.184,0.253,0.430,488.9,9,94,36,0.252,0.301,0.209,0.238,0.124,0.118,0.453,0.305
IPI00586861.1,Similar to MGC69420 protein,95.04,2,6,9,0.347,0.183,0.222,0.247,0.293,0.204,0.224,0.280,97.12,2,9,3,0.350,0.231,0.089,0.331,0.242,0.164,0.288,0.305
IPI00586871.1,"Similar to Human Diff6,H5,CDC10 homologue",804.27,14,75,137,0.463,0.246,0.153,0.138,0.471,0.179,0.172,0.178,601.3,12,74,48,0.495,0.250,0.096,0.159,0.366,0.138,0.267,0.229
IPI00586873.2,Hypothetical protein,459.14,8,15,25,0.340,0.185,0.119,0.356,0.525,0.175,0.136,0.164,308.52,6,17,7,0.545,0.246,0.077,0.132,0.378,0.145,0.250,0.226
IPI00586898.3,"Pyrroline-5-carboxylate reductase family, member 2",513.38,8,23,2,0.088,0.090,0.087,0.735,0.166,0.169,0.253,0.414,447.71,7,22,2,0.195,0.211,0.092,0.502,0.143,0.115,0.385,0.358
IPI00587053.2,Similar to secretory pathway Ca2+/Mn2+ transport ATPase SPCA1b protein,488.71,9,21,22,0.118,0.344,0.282,0.255,0.212,0.382,0.203,0.204,361.58,7,28,7,0.261,0.428,0.191,0.120,0.165,0.189,0.367,0.279
IPI00587078.2,CTTNBP2 N-terminal like ,189.08,4,7,6,0.318,0.178,0.272,0.232,0.400,0.179,0.208,0.214,215.21,5,6,2,0.380,0.248,0.159,0.212,0.334,0.116,0.240,0.310
IPI00587125.2,Similar to UPF0364 protein C6orf211 homolog,114.85,3,4,2,0.146,0.164,0.454,0.237,0.153,0.341,0.241,0.265,137.76,3,5,7,0.177,0.231,0.372,0.221,0.114,0.270,0.321,0.296
IPI00587181.1,"Glucuronidase, beta",87.85,2,2,4,0.118,0.189,0.310,0.384,0.115,0.190,0.335,0.360,119.56,2,3,2,0.160,0.231,0.261,0.348,0.071,0.084,0.374,0.471
IPI00587202.1,Hypothetical protein,99.32,2,4,8,0.145,0.182,0.332,0.342,0.163,0.267,0.249,0.320,77.69,2,4,3,0.232,0.228,0.276,0.264,0.157,0.195,0.304,0.344
IPI00587289.2,Similar to NODAL modulator 2,859.4,14,27,44,0.066,0.122,0.285,0.527,0.121,0.142,0.252,0.486,517.05,11,25,16,0.216,0.260,0.247,0.277,0.077,0.101,0.419,0.402
IPI00587363.2,Similar to hepatocellular carcinoma susceptibility protein,101.33,2,1,1,0.144,0.141,0.399,0.316,0.259,0.267,0.232,0.242,57.91,1,3,4,0.201,0.231,0.329,0.239,0.145,0.197,0.339,0.319
IPI00587377.1,Ribosomal protein L36,217.43,4,22,60,0.129,0.131,0.276,0.464,0.162,0.187,0.230,0.422,154.7,3,25,19,0.267,0.337,0.171,0.225,0.129,0.123,0.443,0.305
IPI00587398.1,Actin related protein 3,412.45,8,8,11,0.386,0.168,0.236,0.211,0.322,0.173,0.227,0.277,420.08,8,13,7,0.388,0.245,0.192,0.175,0.222,0.145,0.331,0.302
IPI00587401.1,CNDP dipeptidase 2 (metallopeptidase M20 family),607.14,10,28,41,0.133,0.132,0.478,0.256,0.130,0.368,0.268,0.234,709.33,12,52,63,0.183,0.225,0.364,0.228,0.120,0.234,0.339,0.307
IPI00587416.1,Similar to HSPC162,156.53,3,9,10,0.191,0.255,0.380,0.175,0.222,0.343,0.231,0.204,176.65,3,12,1,0.214,0.339,0.171,0.276,0.162,0.228,0.322,0.289
IPI00587444.1,14-3-3 protein gamma,538.98,10,8,18,0.218,0.224,0.415,0.143,0.241,0.322,0.214,0.222,609.51,11,16,7,0.339,0.303,0.175,0.182,0.155,0.239,0.317,0.288
IPI00587484.2,Similar to MGC83246 protein,963.59,18,65,55,0.322,0.257,0.214,0.207,0.428,0.190,0.164,0.218,756.24,14,17,4,0.565,0.248,0.100,0.087,0.298,0.131,0.364,0.208
IPI00587638.1,MARCKS-like 1,267.31,4,1,3,0.517,0.280,0.124,0.078,0.486,0.144,0.175,0.195,273.61,4,2,1,0.448,0.313,0.141,0.100,0.447,0.179,0.186,0.188
IPI00587652.2,40S ribosomal protein S17,344.2,6,14,36,0.129,0.126,0.227,0.518,0.174,0.177,0.227,0.422,193.3,4,23,23,0.244,0.338,0.141,0.276,0.126,0.130,0.427,0.317
IPI00587689.1,Similar to methyltransferase 24,115.53,2,4,6,0.135,0.241,0.432,0.193,0.181,0.342,0.233,0.244,175.24,3,5,9,0.225,0.305,0.256,0.215,0.125,0.248,0.341,0.285
IPI00587703.3,Similar to Eukaryotic translation elongation factor 1 delta,441.44,7,19,23,0.162,0.125,0.203,0.510,0.262,0.162,0.231,0.345,244.83,5,24,17,0.213,0.308,0.093,0.385,0.215,0.123,0.338,0.325
IPI00587714.2,Hypothetical protein,182.35,3,28,76,0.151,0.133,0.242,0.474,0.151,0.163,0.237,0.449,225.62,4,37,20,0.294,0.370,0.127,0.210,0.137,0.098,0.404,0.361
IPI00587741.2,Similar to LOC446270 protein,133.9,3,4,13,0.083,0.331,0.410,0.178,0.179,0.317,0.271,0.233,53.45,1,4,2,0.238,0.293,0.330,0.139,0.072,0.228,0.469,0.232
IPI00587759.3,Hypothetical protein,86.61,2,8,6,0.126,0.163,0.222,0.488,0.170,0.161,0.247,0.422,96.8,2,2,3,0.217,0.252,0.300,0.232,0.124,0.140,0.425,0.310
IPI00587879.1,Pseudouridylate synthase 1 ,195.76,4,5,15,0.132,0.105,0.456,0.307,0.138,0.317,0.275,0.270,279,6,11,12,0.153,0.170,0.385,0.293,0.134,0.197,0.339,0.330
IPI00587921.2,"Similar to 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 2",392.44,8,15,13,0.192,0.134,0.440,0.235,0.187,0.281,0.272,0.261,313.66,7,11,9,0.289,0.225,0.255,0.231,0.144,0.164,0.372,0.320
IPI00588034.1,Proteasome inhibitor subunit 1 ,203.81,4,5,12,0.123,0.220,0.438,0.220,0.137,0.414,0.243,0.206,120.52,2,5,3,0.136,0.226,0.090,0.548,0.107,0.266,0.334,0.293
IPI00588044.1,Non-Canonical UBiquitin Conjugating Enzyme 1,163.99,3,5,8,0.084,0.151,0.290,0.476,0.070,0.161,0.292,0.478,180.07,3,7,6,0.184,0.250,0.286,0.280,0.095,0.140,0.440,0.326
IPI00588098.2,Similar to vesicle transport-related protein,204.3,4,4,6,0.174,0.235,0.323,0.268,0.123,0.270,0.269,0.339,289.95,6,15,1,0.182,0.397,0.237,0.183,0.130,0.147,0.423,0.300
IPI00588109.3,Similar to peptide/histidine transporter,226.62,5,11,32,0.120,0.337,0.316,0.228,0.164,0.322,0.304,0.210,78.44,2,6,2,0.205,0.319,0.369,0.107,0.115,0.175,0.437,0.274
IPI00588119.1,Similar to p21-Arc,97.36,2,5,13,0.335,0.188,0.245,0.232,0.366,0.168,0.219,0.248,133.82,3,12,7,0.399,0.284,0.121,0.196,0.267,0.120,0.298,0.315
IPI00588200.2,Hypothetical protein,90.17,2,11,6,0.085,0.310,0.320,0.285,0.111,0.351,0.233,0.305,71.89,2,11,12,0.231,0.404,0.224,0.141,0.138,0.198,0.357,0.307
IPI00588222.1,60S acidic ribosomal protein P0,680.25,12,47,99,0.186,0.161,0.291,0.362,0.159,0.192,0.246,0.404,701.33,13,76,85,0.223,0.392,0.123,0.261,0.147,0.140,0.351,0.362
IPI00588258.1,Hypothetical protein,342.58,6,18,55,0.165,0.205,0.271,0.359,0.149,0.182,0.257,0.412,231.87,4,17,7,0.244,0.266,0.250,0.240,0.132,0.124,0.390,0.353
IPI00588271.1,Hypothetical protein,545,11,13,21,0.126,0.143,0.285,0.446,0.148,0.241,0.280,0.331,321.3,8,8,5,0.201,0.375,0.130,0.293,0.136,0.165,0.399,0.300
IPI00588328.3,Peptidase D,337.86,6,11,17,0.141,0.115,0.469,0.274,0.124,0.344,0.278,0.254,350.78,6,22,8,0.172,0.191,0.351,0.286,0.102,0.213,0.371,0.315
IPI00588351.3,Similar to mLGP85/LIMP II,203.39,4,14,12,0.104,0.351,0.353,0.192,0.149,0.340,0.269,0.242,217.66,4,14,9,0.236,0.296,0.318,0.150,0.118,0.171,0.439,0.273
IPI00588373.2,Similar to Proline synthetase associated,217.67,4,5,6,0.142,0.188,0.422,0.247,0.173,0.333,0.239,0.256,107.39,2,3,3,0.237,0.270,0.318,0.176,0.150,0.242,0.321,0.287
IPI00588415.1,"Ribosomal protein, large, P2 ",435.43,6,9,29,0.171,0.160,0.269,0.400,0.129,0.144,0.213,0.514,336.78,5,19,10,0.208,0.344,0.220,0.227,0.191,0.146,0.335,0.328
IPI00588431.1,Similar to MGC69144 protein,348.12,7,18,11,0.065,0.088,0.093,0.754,0.144,0.208,0.228,0.421,284.86,5,8,1,0.130,0.194,0.068,0.608,0.142,0.099,0.386,0.372
IPI00588434.2,116 kDa protein,248.08,5,10,2,0.140,0.112,0.329,0.419,0.141,0.205,0.360,0.295,333.29,7,1,9,0.230,0.215,0.293,0.262,0.127,0.151,0.380,0.342
IPI00588473.1,Hypothetical protein,113.18,2,7,20,0.186,0.163,0.294,0.357,0.183,0.156,0.240,0.422,87.52,2,8,4,0.255,0.412,0.111,0.222,0.198,0.138,0.325,0.339
IPI00588509.3,Similar to steroid dehydrogenase,153.95,3,16,45,0.103,0.145,0.319,0.433,0.123,0.192,0.256,0.428,133.71,3,14,6,0.243,0.297,0.246,0.214,0.137,0.126,0.427,0.309
IPI00588600.2,Similar to LOC495188 protein,128.84,3,5,4,0.051,0.155,0.281,0.513,0.137,0.175,0.276,0.412,208.85,5,18,5,0.207,0.222,0.209,0.361,0.083,0.138,0.449,0.330
IPI00588654.3,Hypothetical protein,122.39,2,3,3,0.076,0.154,0.310,0.461,0.185,0.233,0.281,0.301,74.25,1,3,1,0.212,0.272,0.388,0.128,0.144,0.180,0.444,0.232
IPI00588689.2,Similar to MGC84496 protein,212.51,5,13,9,0.198,0.150,0.169,0.483,0.300,0.197,0.218,0.285,179.07,4,13,8,0.234,0.291,0.117,0.359,0.177,0.134,0.399,0.290
IPI00588725.1,ATG3 autophagy related 3 homolog ,226.36,4,6,4,0.183,0.273,0.361,0.183,0.317,0.253,0.222,0.208,148.46,2,3,1,0.195,0.319,0.297,0.188,0.292,0.202,0.248,0.258
IPI00588756.1,Adenosine deaminase,262.49,5,10,16,0.160,0.205,0.434,0.201,0.187,0.358,0.234,0.221,482.93,10,26,40,0.159,0.241,0.376,0.224,0.141,0.251,0.323,0.285
IPI00588758.1,Methylosome protein 50 ,327.89,5,6,9,0.165,0.175,0.250,0.410,0.211,0.265,0.239,0.284,236.97,4,13,6,0.188,0.246,0.259,0.306,0.145,0.153,0.330,0.371
IPI00588830.2,Similar to CTCL tumor antigen se20-9 isoform 2,1134.52,24,46,68,0.221,0.176,0.353,0.250,0.245,0.302,0.232,0.221,795.48,16,40,43,0.211,0.241,0.395,0.153,0.128,0.230,0.345,0.296
IPI00588856.1,"Adaptor-related protein complex 3, sigma 1 subunit ",114.2,2,4,2,0.242,0.215,0.264,0.279,0.269,0.200,0.280,0.253,94.57,2,1,3,0.174,0.210,0.280,0.335,0.172,0.133,0.358,0.337
IPI00588868.1,Eukaryotic initiation factor 4A-II,882.3,16,64,243,0.139,0.166,0.345,0.350,0.141,0.341,0.254,0.263,832.81,16,79,80,0.225,0.368,0.142,0.264,0.132,0.199,0.369,0.300
IPI00588938.1,Similar to MGC68738 protein isoform 1,145.06,3,12,6,0.046,0.061,0.067,0.827,0.102,0.124,0.187,0.587,265.48,5,30,3,0.093,0.086,0.051,0.770,0.126,0.074,0.310,0.492
IPI00588963.1,Putative FK506-binding protein,510.81,9,13,20,0.224,0.172,0.271,0.333,0.223,0.179,0.227,0.371,490.64,8,22,11,0.233,0.382,0.147,0.238,0.180,0.133,0.315,0.372
IPI00588997.1,Similar to D4-GDP-dissociation inhibitor,431.17,6,42,29,0.160,0.335,0.378,0.127,0.174,0.398,0.233,0.194,512.5,9,51,28,0.229,0.380,0.216,0.175,0.142,0.252,0.354,0.253
IPI00589044.1,Zipcode-binding protein 2,754.79,15,24,39,0.099,0.102,0.418,0.382,0.083,0.309,0.309,0.299,535.51,11,19,22,0.214,0.306,0.192,0.287,0.100,0.165,0.381,0.354
IPI00589069.1,Extracellular signal-regulated kinase 2,159.57,3,8,9,0.236,0.175,0.330,0.258,0.215,0.277,0.253,0.255,182.89,4,16,10,0.276,0.295,0.191,0.238,0.134,0.189,0.367,0.310
IPI00589085.1,Ubiquitin-ribosomal protein fusion protein,223.52,5,58,112,0.214,0.241,0.285,0.260,0.198,0.199,0.191,0.413,297.69,7,66,53,0.269,0.278,0.262,0.190,0.167,0.201,0.337,0.295
IPI00589097.2,Isopentenyl-diphosphate delta isomerase 1,272.36,6,15,9,0.116,0.241,0.414,0.229,0.122,0.289,0.280,0.309,229.95,6,23,6,0.247,0.303,0.302,0.148,0.107,0.251,0.335,0.307
IPI00589157.2,"Guanine nucleotide-binding protein G(i), alpha-2 subunit",1014.26,17,154,173,0.373,0.298,0.170,0.158,0.555,0.160,0.128,0.156,738.61,14,124,80,0.622,0.216,0.069,0.093,0.427,0.118,0.247,0.208
IPI00589269.2,Stromal cell derived factor 4,132.65,3,5,2,0.139,0.338,0.270,0.253,0.194,0.340,0.219,0.248,148.26,3,16,4,0.219,0.385,0.237,0.159,0.143,0.253,0.328,0.276
IPI00589346.2,Mevalonate (diphospho) decarboxylase,169.8,3,7,17,0.128,0.128,0.508,0.236,0.117,0.346,0.267,0.270,122.73,3,5,8,0.227,0.323,0.221,0.230,0.090,0.244,0.361,0.304
IPI00589367.1,Integrin-linked kinase,125.81,3,9,6,0.452,0.217,0.170,0.162,0.501,0.149,0.160,0.190,110.63,3,7,3,0.392,0.240,0.137,0.230,0.294,0.162,0.271,0.273
IPI00589368.1,Solute carrier family 6 member 9,228.95,4,6,1,0.384,0.257,0.173,0.186,0.439,0.182,0.146,0.234,229.44,4,4,2,0.491,0.226,0.108,0.175,0.356,0.128,0.273,0.244
IPI00589393.1,"Serine palmitoyltransferase, long chain base subunit 2 ",273.82,5,6,25,0.078,0.165,0.289,0.468,0.188,0.193,0.242,0.377,176.22,3,2,5,0.228,0.245,0.317,0.211,0.118,0.147,0.410,0.325
IPI00589421.1,Hypothetical protein,269.98,5,9,21,0.300,0.226,0.285,0.189,0.306,0.238,0.225,0.231,246.64,5,26,25,0.360,0.295,0.170,0.175,0.261,0.161,0.305,0.274
IPI00589463.1,Proteasome 26S non-ATPase subunit 12 ,381.45,8,11,13,0.124,0.109,0.190,0.576,0.227,0.201,0.274,0.297,215.17,4,6,10,0.227,0.317,0.097,0.359,0.156,0.175,0.320,0.350
IPI00589498.1,Nuclear protein matrin 3,554.77,11,23,16,0.092,0.097,0.262,0.548,0.157,0.214,0.274,0.356,607.3,13,37,25,0.139,0.382,0.168,0.311,0.101,0.156,0.414,0.329
IPI00589508.2,Chromatin modifying protein 5 ,134.47,3,7,12,0.210,0.261,0.275,0.254,0.231,0.278,0.225,0.266,143.65,3,17,11,0.289,0.288,0.201,0.222,0.149,0.198,0.323,0.330
IPI00589518.3,Cyclin dependent kinase 2,367.01,7,11,12,0.190,0.176,0.365,0.269,0.193,0.279,0.242,0.285,309.64,6,13,17,0.235,0.292,0.230,0.243,0.148,0.214,0.334,0.304
IPI00589522.1,Hyccin,442.92,7,9,23,0.450,0.213,0.158,0.179,0.446,0.170,0.169,0.216,355.58,7,10,1,0.505,0.285,0.082,0.129,0.505,0.107,0.204,0.184
IPI00589564.2,"Aspartate aminotransferase, cytoplasmic",466.22,9,11,38,0.135,0.135,0.498,0.231,0.131,0.340,0.276,0.252,301.05,6,18,22,0.168,0.166,0.423,0.243,0.101,0.225,0.361,0.313
IPI00589568.1,"Stress-70 protein, mitochondrial precursor",1303.4,22,85,45,0.077,0.095,0.124,0.704,0.124,0.172,0.234,0.470,1437.06,26,138,75,0.178,0.225,0.085,0.513,0.103,0.121,0.349,0.427
