Lead gene name,Lead ID,Lead protein name,Majority protein IDs,Organellar markers,Profiled in how many Control Maps,Log2 Ratio H/L Con1_03K,Log2 Ratio H/L Con1_06K,Log2 Ratio H/L Con1_12K,Log2 Ratio H/L Con1_24K,Log2 Ratio H/L Con1_80K,Log2 Ratio H/L Con2_03K,Log2 Ratio H/L Con2_06K,Log2 Ratio H/L Con2_12K,Log2 Ratio H/L Con2_24K,Log2 Ratio H/L Con2_80K,Log2 Ratio H/L Con3_03K,Log2 Ratio H/L Con3_06K,Log2 Ratio H/L Con3_12K,Log2 Ratio H/L Con3_24K,Log2 Ratio H/L Con3_80K
CD70,P32970,CD70 antigen,P32970;P32970-2,,3,-0.602153238,-0.192842947,0.111565545,0.863304159,1.996858721,-0.278513592,-0.499157165,-0.280176964,1.050327554,2.164239212,-0.489686174,-0.351184855,-0.171888402,0.331017236,1.80227595
CD81,P60033,CD81 antigen,P60033,,3,-0.012067983,-0.195516836,-0.516243544,0.269990634,1.917737257,0.042924445,-0.291980555,-0.562218304,0.629939409,1.9067367,-0.13564941,-0.380784214,-0.477442007,0.239642442,1.462314127
CD9,P21926,CD9 antigen,P21926,Plasma membrane,3,-0.464225716,-0.304113057,-0.386128929,0.369159346,2.152215875,-0.347050081,-0.460985155,-0.443889447,0.535256711,2.145938258,-0.317750334,-0.313441206,-0.33151775,0.421371433,2.113833829
CD97,P48960,CD97 antigen,P48960;P48960-3;P48960-2,Plasma membrane,3,-0.188315253,-0.262001806,-0.568430524,-0.047845384,1.259242352,-0.040585927,-0.291221237,-0.433759604,0.34596403,1.380119886,-0.065370276,-0.287853275,-0.568216601,-0.064268712,1.238297728
CD99,P14209,CD99 antigen,P14209;P14209-3;P14209-2,Plasma membrane,3,-0.680682659,-0.360230689,-0.438639645,0.393196512,2.133168933,-0.545739864,-0.597452441,-0.313172312,0.645886076,2.216920426,-0.401996943,-0.564008778,-0.346884937,0.384160354,2.112833555
CDC123,O75794,Cell division cycle protein 123 homolog,O75794,,2,0.491699201,0.710701757,-0.34587613,-0.980995586,-1.128314032,0.37928825,0.447526301,-0.264755124,-0.898511278,-0.993206499,,,,,
CDC20,Q12834,Cell division cycle protein 20 homolog,Q12834,,2,1.280600049,1.515914256,0.358846331,-0.535749966,-0.770485906,1.027720258,0.951214764,-0.173335593,-0.877923696,-1.246737781,,,,,
CDC27,P30260,Cell division cycle protein 27 homolog,P30260;P30260-2,,1,,,,,,0.110229592,1.411263527,0.888071052,-0.008638702,-0.482190168,,,,,
CDC37,Q16543,Hsp90 co-chaperone Cdc37,Q16543,,3,-0.731158427,-0.661410145,-0.778506452,-0.49469846,0.138159145,-0.836089128,-0.677702622,-0.97361068,-0.555332933,0.09895848,-0.947333708,-0.638209186,-0.736340562,-0.960272012,0.059216817
CDC42,P60953,Cell division control protein 42 homolog,P60953;P60953-1,,3,-0.57832696,-0.421766509,-0.226729423,0.448055168,1.507058837,-0.40950816,-0.351976407,-0.125022094,0.647821033,1.460428046,-0.413691612,-0.413057557,-0.205896101,0.417271945,1.408657521
CDC42BPA,Q5VT25,Serine/threonine-protein kinase MRCK alpha,Q5VT25;Q5VT25-4;Q5VT25-5;Q5VT25-2;Q5VT25-6;Q5VT25-3,,3,0.08024833,0.10057404,0.133168933,-0.224317298,-0.687846017,0.04879418,-0.004624027,-0.086032577,-0.092540133,-0.537130996,-0.024457853,-0.047949781,-0.269512201,-0.124880504,-0.67618033
CDC42BPB,Q9Y5S2,Serine/threonine-protein kinase MRCK beta,Q9Y5S2,,3,0.425244442,0.596076424,0.319502329,-0.152067215,-0.771322893,0.562669826,0.480678739,0.086376168,-0.292934683,-0.938320561,0.191309967,0.279768422,-0.017066643,-0.421341402,-1.027763199
CDC42EP1,Q00587,Cdc42 effector protein 1,Q00587;Q00587-2,,2,,,,,,-0.979259577,-0.216954106,0.155749233,1.324465006,1.582604172,-1.201045362,-0.710354366,-0.000129848,0.762476388,1.901880564
CDC42EP4,Q9H3Q1,Cdc42 effector protein 4,Q9H3Q1;Q9H3Q1-2,,3,-0.78187602,0.012497163,-0.150689236,-0.129576094,0.405121035,-0.334297983,0.025879273,-0.013407033,-0.35363455,0.415109632,-0.444262361,-0.185359347,-0.018512632,-0.081186364,0.59062597
CDC5L,Q99459,Cell division cycle 5-like protein,Q99459,,3,0.438292852,1.357270476,-0.613630481,-1.78443322,-2.209628303,0.40653667,1.09017595,-0.549028973,-1.327710447,-1.935668954,0.148738913,1.441217863,-0.325412802,-1.426121394,-1.938818281
CDC73,Q6P1J9,Parafibromin,Q6P1J9,,3,-0.384979274,0.246225649,-0.914738523,-1.492240873,-1.812384257,-0.683182315,0.114500293,-0.656080574,-1.287782825,-1.643225149,-1.140189435,0.042784398,-0.790708849,-1.887793637,-1.66154706
CDCA3,Q99618,Cell division cycle-associated protein 3,Q99618,,3,-0.477421921,-0.080469224,0.285698126,0.899252985,1.833335409,-0.609750548,-0.511341037,0.057692867,0.957617488,1.845349538,-0.7612865,-0.945165412,-0.355073151,0.303225478,1.388630408
CDK1,P06493,Cyclin-dependent kinase 1,P06493;P06493-2,,3,0.209765266,0.411751629,-0.170069278,-0.272680703,-0.244086946,0.079292767,0.061707085,-0.371030482,-0.584457646,-0.558814014,-0.192150524,-0.105659496,-0.566805506,-0.781752,-0.783762448
CDK12,Q9NYV4,Cyclin-dependent kinase 12,Q9NYV4;Q9NYV4-2;Q9NYV4-3,,3,0.189286907,0.586212295,-1.014995126,-1.705241053,-2.500462771,1.140386032,0.344260395,-0.871125942,-1.712504064,-2.276555024,0.672289553,0.444773066,-0.719993922,-2.246669311,-2.285530264
CDK2,P24941,Cyclin-dependent kinase 2,P24941;P24941-2,,3,0.01649632,0.335140206,-0.134065353,-0.370806603,-0.420916421,-0.090127072,0.089904868,-0.322703752,-0.594922545,-0.70641763,-0.242345179,-0.101536223,-0.546603583,-0.891910508,-0.829536493
CDK5,Q00535,Cyclin-dependent-like kinase 5,Q00535;Q00535-2,,1,-0.512637139,-0.289933077,-0.435982855,0.246468895,1.08031656,,,,,,,,,,
CDK5RAP3,Q96JB5,CDK5 regulatory subunit-associated protein 3,Q96JB5;Q96JB5-4;Q96JB5-2,,3,0.565499693,-0.732500157,-0.742289331,0.772476899,1.188021051,0.506805024,-0.649683808,-0.605441958,1.357383094,2.961678887,0.716947009,-0.593376259,-0.579231971,1.420347653,1.096801582
CDK7,P50613,Cyclin-dependent kinase 7,P50613,,3,-0.511711233,0.333652715,-0.412865475,-0.800249143,-0.92423464,-0.331626678,-0.532365759,-0.144313221,-0.7049353,-1.040289186,-0.850454465,-0.06875568,-0.370564107,-0.833361672,-1.006014129
CDK9,P50750,Cyclin-dependent kinase 9,P50750;P50750-2,,2,0.784503983,0.810977717,-0.714183528,-0.990423505,-1.731685387,1.452015499,1.452490009,-0.260756747,-0.965220842,-1.605156638,,,,,
CDKAL1,Q5VV42,Threonylcarbamoyladenosine tRNA methylthiotransferase,Q5VV42;Q5VV42-2,,3,0.559932264,-0.560749219,-0.545592452,1.026587622,2.679603955,0.454912848,-0.675627167,-0.630304602,1.322158908,3.110045802,0.339935493,-0.701458981,-0.609860629,1.209515751,3.37420486
CDKN2AIP,Q9NXV6,CDKN2A-interacting protein,Q9NXV6,,1,,,,,,0.405012083,1.26213244,-0.363976362,-1.484953701,-1.908225706,,,,,
CDV3,Q9UKY7,Protein CDV3 homolog,Q9UKY7;Q9UKY7-2,,3,1.354282886,1.411860074,0.222433641,-0.506701086,-1.175566133,1.462837601,1.029134804,0.095856924,-0.519714194,-1.258528699,0.976656911,0.935761456,-0.075367993,-0.88312959,-1.477743332
CECR5,Q9BXW7,Cat eye syndrome critical region protein 5,Q9BXW7;Q9BXW7-2,,3,-1.058683311,-0.551944832,3.335997677,5.374761295,4.604427208,-1.066185674,-0.560281129,3.274202014,4.019168143,4.652543857,-0.86638387,-0.34404374,3.465321514,4.962178816,4.453320026
CELF1,Q92879,CUGBP Elav-like family member 1,Q92879;Q92879-2;Q92879-3;Q92879-6;Q92879-5,,3,1.442545456,1.40310408,-0.335207719,-1.338870655,-1.304540617,1.363731783,1.226940041,-0.245762391,-1.013450718,-1.117849996,1.369047643,1.330959889,-0.036126416,-1.109825723,-1.081735904
CENPF,P49454,Centromere protein F,P49454,,3,0.374065718,0.260387037,0.374622206,-0.03017721,0.106750315,-0.304647527,-0.121674863,-0.298069528,-0.592723397,-0.039799697,-0.851990037,-0.215211275,-0.674544503,-1.472689402,-0.41838844
CEP131,Q9UPN4,Centrosomal protein of 131 kDa,Q9UPN4;Q9UPN4-2;Q9UPN4-3,,2,2.715036722,2.169957061,-0.137298676,-1.007695626,-1.2968993,1.726961969,1.104672131,-0.407057462,-1.07950851,-1.456048861,,,,,
CEP170,Q5SW79,Centrosomal protein of 170 kDa,Q5SW79;Q5SW79-2;Q5SW79-3,,3,1.123070192,0.997183998,0.466862004,-0.349676587,-1.363048309,0.66120233,0.944708548,0.21549223,-0.670979765,-1.280264563,0.880332889,1.101784524,-0.118116155,-0.990108247,-1.558431534
CEP55,Q53EZ4,Centrosomal protein of 55 kDa,Q53EZ4;Q53EZ4-2,,3,-0.165418216,0.879705766,0.423416817,-0.19617782,-0.527844997,-0.080423461,0.89569039,0.307428525,-0.393879986,-0.616591534,-0.356660965,1.153740494,-0.375290798,-0.5526853,-1.419275624
CEPT1,Q9Y6K0,Choline/ethanolaminephosphotransferase 1,Q9Y6K0,,1,0.467070757,-0.664265226,-0.767584829,0.974088728,3.658782734,,,,,,,,,,
CERS2,Q96G23,Ceramide synthase 2,Q96G23,,3,0.52476579,-0.602919936,-0.718853714,0.789437136,3.099951591,0.516418642,-0.583527733,-0.518081122,1.336683287,3.319849117,0.758132585,-0.365964403,-0.49153078,1.202950503,3.224271853
CES3,Q6UWW8,Carboxylesterase 3,Q6UWW8,ER,1,,,,,,1.134352387,-0.271147811,-0.367061785,2.058108649,2.386259141,,,,,
CFL1,P23528,Cofilin-1,P23528,,3,-0.652742551,-0.51121766,-0.275210049,0.500496149,1.629100118,-0.557730583,-0.638635876,-0.272663274,0.764940573,1.685312266,-0.676134225,-0.58909452,-0.190305688,0.377734578,1.629846179
CFL2,Q9Y281,Cofilin-2,Q9Y281;Q9Y281-3,,3,-0.731134479,-0.660429301,-0.364199183,0.266756562,1.054779032,-0.57393925,-0.578951788,-0.382156142,0.578214165,1.356256516,-0.792007225,-0.5283651,-0.133748751,0.33468268,1.48357074
CHCHD10,Q8WYQ3,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",Q8WYQ3,,1,,,,,,,,,,,-0.812738995,0.151599082,1.651775011,1.530470325,1.602266827
CHCHD2,Q9Y6H1,Coiled-coil-helix-coiled-coil-helix domain-containing protein 2,Q9Y6H1;Q5T1J5,,1,,,,,,,,,,,-1.355645301,-0.562985378,1.342099565,0.937796341,0.934176782
CHCHD3,Q9NX63,MICOS complex subunit MIC19,Q9NX63,Mitochondrion,3,-1.172896404,-0.597954586,2.908313353,4.952613131,3.900818516,-1.056311173,-0.67908792,3.029806228,4.724868515,4.998737089,-0.899506695,-0.327004482,3.447579197,4.799760821,5.396467783
CHCHD4,Q8N4Q1,Mitochondrial intermembrane space import and assembly protein 40,Q8N4Q1;Q8N4Q1-2,,3,-1.299311716,-0.612350713,3.075481289,3.766595162,4.122092874,-1.060457456,-0.621111106,3.018829986,4.652601218,4.650707126,-0.908713149,-0.262088308,3.703875896,3.28627497,4.424787753
CHCHD6,Q9BRQ6,MICOS complex subunit MIC25,Q9BRQ6,,1,-1.341208128,-0.666530467,3.440154909,1.822403848,2.948600847,,,,,,,,,,
CHD1L,Q86WJ1,Chromodomain-helicase-DNA-binding protein 1-like,Q86WJ1;Q86WJ1-2;Q86WJ1-4;Q86WJ1-3;Q86WJ1-5,,3,-0.08925199,0.515813357,0.993348292,1.325040955,1.760007987,0.166458372,0.093424959,0.44615034,1.771758835,2.488180775,0.013212111,0.60757888,0.554343266,1.4089292,1.518786896
CHEK1,O14757,Serine/threonine-protein kinase Chk1,O14757;O14757-3;O14757-2,,3,1.453807274,1.653335227,0.29795439,-0.379957928,-0.636346703,0.841006975,1.197488002,-0.268208521,-0.98019847,-1.082132924,0.002018361,0.371503105,-0.813905178,-1.699466228,-1.707453812
CHERP,Q8IWX8,Calcium homeostasis endoplasmic reticulum protein,Q8IWX8,,2,,,,,,0.166843964,1.05630606,-0.133479693,-1.150689236,-1.839750989,-0.269286145,1.330615763,-0.199056626,-1.047189342,-1.504796051
CHID1,Q9BWS9,Chitinase domain-containing protein 1,Q9BWS9;Q9BWS9-3;Q9BWS9-2,,2,,,,,,0.65617599,-0.756550264,-0.6976634,1.300065137,1.224719466,0.62058641,-0.730559843,-0.654944325,1.308244364,2.38650748
CHMP1A,Q9HD42,Charged multivesicular body protein 1a,Q9HD42,,3,0.781821302,0.403485883,-0.434851299,-0.486408194,-0.409488998,0.483157952,0.222186307,-0.61482301,-0.544603072,-0.445126321,0.095046725,0.011209361,-0.863467343,-0.773417488,-1.031710142
CHMP1B,Q7LBR1,Charged multivesicular body protein 1b,Q7LBR1,,3,1.080725874,1.113700499,-0.232463842,-0.374953999,-0.58294414,0.84317989,0.677440588,-0.19449291,-0.657422499,-0.845701962,0.514097005,0.708054771,-0.518949108,-1.226003675,-1.089635733
CHMP2A,O43633,Charged multivesicular body protein 2a,O43633,,3,0.345055675,0.640250721,-0.058487988,-0.30163926,-0.331971671,0.457961944,0.557287542,-0.532324029,-0.430761693,-0.609816595,0.05630606,0.401848875,-0.739323923,-0.775441042,-0.978179183
CHMP2B,Q9UQN3,Charged multivesicular body protein 2b,Q9UQN3;Q9UQN3-2,,1,,,,,,0.103665483,-0.165547659,0.444667067,-0.196425766,-0.278163653,,,,,
CHMP4B,Q9H444,Charged multivesicular body protein 4b,Q9H444,,3,-0.41761742,-0.122711203,-0.711204413,-0.330392644,0.036608829,-0.055081599,-0.387109687,-0.994441917,-0.27486091,0.150559677,-0.406885304,-0.505205524,-1.08033194,-0.627426729,-0.186557401
CHMP6,Q96FZ7,Charged multivesicular body protein 6,Q96FZ7,,3,-0.504898408,-0.430586683,-0.13976022,0.607957565,1.700350934,-0.321224952,-0.342122233,-0.402778732,0.875229611,1.538885759,-0.109218695,-0.396802151,0.014355293,0.620398731,1.988593805
CHORDC1,Q9UHD1,Cysteine and histidine-rich domain-containing protein 1,Q9UHD1;Q9UHD1-2,,3,-1.071785089,-0.711298894,-1.072816539,-0.825082305,-0.317588509,-1.08191913,-1.102589172,-1.179776098,-1.210729814,-0.499157165,-1.023357751,-0.76792872,-1.051100179,-1.283035436,-0.098567332
CHP1,Q99653,Calcineurin B homologous protein 1,Q99653,,3,0.21971064,-0.550612948,-0.628496895,0.60302689,2.613531653,0.172487516,-0.647467443,-0.633747736,0.93975315,2.327141221,0.29795439,-0.492484414,-0.64961591,0.891574725,2.597268951
CHTF18,Q8WVB6-2,Chromosome transmission fidelity protein 18 homolog,Q8WVB6-2;Q8WVB6;Q8WVB6-3,,2,1.203890227,1.239520247,0.445091015,-0.311864412,-1.141780234,0.979732709,0.915329676,-0.017913613,-0.495694874,-0.970299766,,,,,
CHTOP,Q9Y3Y2,Chromatin target of PRMT1 protein,Q9Y3Y2;Q9Y3Y2-4;Q9Y3Y2-3,,2,1.013426527,1.361319202,-0.70312563,-2.429109667,-2.732452217,0.56774013,2.196512624,-0.087288827,-1.65000071,-2.509388797,,,,,
CIRBP,Q14011,Cold-inducible RNA-binding protein,Q14011;Q14011-2,,3,1.465661085,1.301060806,-0.434227372,-1.39798028,-1.508485496,1.187514398,1.00604663,-0.514284663,-1.270138386,-1.489119076,0.836570515,0.910195388,-0.637221546,-1.597452441,-1.705852753
CIRH1A,Q969X6,Cirhin,Q969X6;Q969X6-3;Q969X6-2,,1,,,,,,-0.258235337,0.792522224,-0.265778134,-0.756062876,-1.280474823,,,,,
CISD1,Q9NZ45,CDGSH iron-sulfur domain-containing protein 1,Q9NZ45,Mitochondrion,3,-1.037088267,-0.696283535,2.185295696,3.815575429,5.170125362,-0.942501206,-0.689124785,2.272142662,4.207268173,4.872139252,-0.824622311,-0.325575507,2.658942644,3.105225489,5.093813673
CISD2,Q8N5K1,CDGSH iron-sulfur domain-containing protein 2,Q8N5K1,,3,0.33616911,-0.655353271,-0.640186497,0.825622832,3.100103022,0.416191194,-0.622221008,-0.480115955,1.453175137,3.322216605,0.550211158,-0.496508783,-0.473290133,1.283269894,3.43909117
CIT,O14578-4,Citron Rho-interacting kinase,O14578-4;O14578;O14578-3,,3,-0.581864036,1.257372756,0.283210618,-0.307358556,-0.593223898,-0.450301261,1.163241085,0.145090477,-0.550021394,-0.678302755,-1.005724414,0.839475921,0.27596058,-0.746785218,-0.959879083
CKAP2,Q8WWK9-5,Cytoskeleton-associated protein 2,Q8WWK9-5;Q8WWK9;Q8WWK9-6;Q8WWK9-4,,2,0.869318695,2.163241085,0.508428653,-0.548754594,-0.570807199,1.036749476,0.949422875,-0.243967346,-0.765866604,-0.872842195,,,,,
CKAP4,Q07065,Cytoskeleton-associated protein 4,Q07065,,3,0.534061602,-0.766848197,-0.699278816,1.426157387,4.398555595,0.532865503,-0.825465745,-0.528927023,2.043484498,4.505446369,0.691355492,-0.658264683,-0.554612296,1.763326583,4.615475153
CKAP5,Q14008,Cytoskeleton-associated protein 5,Q14008;Q14008-2;Q14008-3,,3,2.130008304,1.931342669,0.282854909,-0.6920353,-0.761995831,1.686522938,1.313478058,-0.170345248,-0.845494559,-0.993292657,1.602076748,1.126378217,-0.369836862,-1.255632205,-1.394790156
CKB,P12277,Creatine kinase B-type,P12277,,3,-1.345014617,-0.904143076,-1.625489074,-1.590310372,-0.821482936,-1.344391715,-1.41838844,-1.438424576,-1.726901911,-0.948781051,-1.223272734,-0.976929211,-1.267635275,-1.852458842,-0.60164963
CKMT1A,P12532,"Creatine kinase U-type, mitochondrial",P12532;P12532-2,,3,0.149779631,0.166586914,0.12035194,-0.392307504,0.242206149,-0.116738925,0.055056793,-1.104294101,-0.546034735,-0.256959043,-0.430606128,0.134483822,-0.018804927,-0.372561253,0.409689628
CKS1B,P61024,Cyclin-dependent kinases regulatory subunit 1,P61024,,3,0.278103728,0.286171451,-0.445008478,-0.756135973,-0.316366419,0.102322191,0.055612157,-0.569372161,-0.518721728,-0.919642503,-0.320540169,-0.050636893,-0.377369461,-1.277638903,-0.789062592
CKS2,P33552,Cyclin-dependent kinases regulatory subunit 2,P33552,,1,0.384491944,0.12895322,-0.265743444,-0.580957373,-0.321206928,,,,,,,,,,
CLASP1,Q7Z460-4,CLIP-associating protein 1,Q7Z460-4;Q7Z460-3;Q7Z460-2;Q7Z460-5,,3,1.762816526,1.948040106,0.490056624,-0.641716277,-1.097887821,1.727354154,1.578987003,0.078609835,-0.815960968,-1.243352415,1.492109553,1.285875641,-0.025646905,-1.073970209,-1.466655938
CLASP2,O75122-3,CLIP-associating protein 2,O75122-3,,3,1.474358163,1.864928972,0.849118567,-0.440322202,-1.181803871,1.386259141,0.965691949,0.195347598,-0.815249994,-1.276135676,0.868370697,1.311328726,0.46100461,-0.8700708,-1.217692092
CLCC1,Q96S66,Chloride channel CLIC-like protein 1,Q96S66;Q96S66-2;Q96S66-3;Q96S66-4,,3,0.508935662,-0.572994628,-0.74238587,0.718876685,3.303050085,0.495285829,-0.63780507,-0.570035956,1.380286156,3.157059884,0.722640886,-0.469150173,-0.602547489,1.161049225,3.289922971
CLCN3,P51790,H(+)/Cl(-) exchange transporter 3,P51790;P51790-4;P51790-5;P51790-2,Endosome,3,0.981268152,-0.0417438,-1.050651836,-0.376432756,0.290542363,1.3934162,-0.283614836,-0.892901379,-0.058022324,0.38084025,1.014783753,-0.165531478,-0.900448938,-0.198741994,0.27464931
CLCN7,P51798,H(+)/Cl(-) exchange transporter 7,P51798;P51798-2,Lysosome,3,1.68261824,-0.702796842,-1.03904354,0.068602027,1.772392439,1.33187716,-0.614977669,-1.097116037,0.767993718,2.061465164,1.286526343,-0.520645252,-0.977554062,0.423524388,1.909542715
CLIC1,O00299,Chloride intracellular channel protein 1,O00299,,3,-0.753652723,-0.767290131,-1.082438398,-0.796285141,0.309409049,-0.615132345,-0.829895474,-1.130523366,-0.539876054,0.238664592,-0.693691091,-0.702303802,-0.956235558,-1.083660944,0.168642036
CLIC4,Q9Y696,Chloride intracellular channel protein 4,Q9Y696,,3,-0.325159742,-0.539771185,-0.661752456,0.418675713,2.990410344,-0.221320416,-0.543908806,-0.617166771,0.706022122,2.692739629,-0.585626293,-0.831717399,-0.77910051,0.298071735,2.362413779
CLINT1,Q14677-3,Clathrin interactor 1,Q14677-3;Q14677-2,,3,-0.065174046,0.602836912,-0.292987709,-0.966009723,-0.834184512,0.227864273,0.890641244,-0.09157135,-0.775218806,-0.848634719,0.593210331,0.820240244,-0.109343193,-1.094156219,-0.731158427
CLIP1,P30622-2,CAP-Gly domain-containing linker protein 1,P30622-2;P30622;P30622-1,,2,0.053945425,-0.149616607,-0.369296328,-0.482170015,-0.211648382,-0.434812296,0.002594517,-0.66746964,-0.641243672,-0.936441836,,,,,
CLMP,Q9H6B4,CXADR-like membrane protein,Q9H6B4,Plasma membrane,3,-0.423855213,-0.418157091,-0.380333454,0.415109632,2.360111396,-0.269755685,-0.432396145,-0.268312772,0.771209487,2.201571134,-0.455633318,-0.540715281,-0.423526235,0.470406711,1.801862238
CLN5,O75503,Ceroid-lipofuscinosis neuronal protein 5,O75503,,2,1.55173748,-0.656762753,-0.588335133,0.847355566,2.939546305,,,,,,0.350949786,-0.545066101,-0.930655287,1.297778355,2.825907712
CLPB,Q9H078-2,Caseinolytic peptidase B protein homolog,Q9H078-2;Q9H078;Q9H078-3;Q9H078-5;Q9H078-4,,3,-1.202937203,-0.500156664,2.841208308,3.078712295,2.610085818,-1.123779727,-0.589897736,2.570560079,3.171831305,3.08590049,-0.987703086,-0.248159265,3.188021051,3.477547816,3.405175509
CLPP,Q16740,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",Q16740,Mitochondrion,3,-1.130965639,-0.559387925,3.340419844,4.499016697,5.511784274,-1.044746721,-0.657354236,3.344118335,2.299361898,3.533563348,-0.92423464,-0.413557092,3.40721677,3.474565835,3.791918233
CLPTM1,O96005,Cleft lip and palate transmembrane protein 1,O96005;O96005-4;O96005-3,,3,0.46383168,-0.662528663,-0.803997353,0.71791217,2.851479213,0.420293749,-0.677218082,-0.636817707,1.150754622,3.094810331,0.412402175,-0.643563172,-0.825286794,0.89437155,3.050797694
CLPTM1L,Q96KA5,Cleft lip and palate transmembrane protein 1-like protein,Q96KA5;Q96KA5-2,,3,0.457751869,-0.638770647,-0.745672028,0.790605243,2.585755765,0.445302942,-0.666736575,-0.608320252,1.447103068,3.634941703,0.603596675,-0.571128672,-0.550549555,1.107219168,3.482719235
CLPX,O76031,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",O76031,Mitochondrion,3,-1.070693769,-0.542668375,3.295634873,4.429013321,4.465648026,-0.989850359,-0.663305288,3.282528766,4.805859928,4.657468518,-1.01779676,-0.514058017,3.308695791,3.511594542,4.129283017
CLTA,P09496-2,Clathrin light chain A,P09496-2;P09496;P09496-4;P09496-3;P09496-5,Large Protein Complex,3,-0.406464559,-0.260774032,-0.572350922,-0.552092895,0.118359726,-0.515707164,-0.35614381,-0.410869329,-0.281894876,0.207767938,-0.32653403,-0.35208689,-0.427867036,-0.480780184,0.282973489
CLTB,P09497-2,Clathrin light chain B,P09497-2;P09497,Large Protein Complex,3,-0.343897249,-0.022873972,-0.869754408,-0.501177275,0.471135424,-0.361916893,-0.39196671,-0.584998569,-0.569457795,-0.158703114,-0.430042344,-0.192529667,-0.330301948,-0.520707344,0.048096653
CLTC,Q00610,Clathrin heavy chain 1,Q00610;Q00610-2,,3,-0.333570608,-0.135855465,-0.495572827,-0.501156855,0.288299495,-0.341445739,-0.304576253,-0.388752063,-0.155758985,0.289244285,-0.330664767,-0.26169044,-0.379526195,-0.417309127,0.315913965
CLTCL1,P53675,Clathrin heavy chain 2,P53675;P53675-2,,2,,,,,,-0.0290433,-0.088178054,-0.512225552,-0.330918794,0.138028045,-0.037828589,-0.137187608,-0.759991035,-0.805786844,0.045442971
CLU,P10909,Clusterin,P10909;P10909-4;P10909-5;P10909-2;P10909-3,,3,0.305562016,-0.30607375,-0.305824059,0.755314904,2.174118746,0.048375705,-0.743979688,-0.526223477,0.695815692,1.885379129,-0.113020717,-0.76219157,-0.661204797,0.50873288,1.691846789
CLUH,O75153,Clustered mitochondria protein homolog,O75153,,3,0.563939074,0.803475043,-0.188792049,-1.075854496,-0.737157966,0.129085148,0.331590576,-0.533284142,-1.105349066,-1.034367149,-0.111118454,-0.105737114,-0.896925411,-1.652629148,-1.243728175
CMBL,Q96DG6,Carboxymethylenebutenolidase homolog,Q96DG6,,2,,,,,,-0.719756304,-1.121957428,-1.412961513,-1.538471441,-0.879143802,-0.995649627,-0.662437323,-1.273308265,-1.459972731,-0.222296245
