"Accession number","Accession number","ENV %","STR %","THY %","Total Spectral count","ENV (spectral count)","STR (spectral count)","THY (spectral count)","TOT (spectral count)",LOC_Training,LOC_Test,"cTP (ChloroP)","TargetP (PPDB)","Description (TAIR)","MapManBin (PPDB)","Curated Location (PPDB)","Location (TAIR)","Subcellular loc MF120725","Subplastidial loc MF120725","Subsubplastidial loc 120725","TMHMM (PPDB)","Calc.MW (PPDB)","Calc.PI (PPDB)","Length (nb of aa)","ProteomicsPub. (PPDB)","GFP/YFP loc. (PPDB)"
AT5G49910.1,AT5G49910,7.37777773274886,92.1488846036674,0.47333766358369,807,15,599,1,192," -",STR,Y,C,"heat shock protein 70 / HSP70 (HSC70-7), identical to heat shock protein 70 (Arabi","29.6 protein.folding","plastid stroma","plastid stroma",C,STR,unknown,0,76.99,5.17,718,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 16207701(chloroplast stroma); 16358359(cell suspension (Gamborg)); 16358359(cell suspension (M&Skoog)); 16502469(cell suspension-Cd-up); 15815986(Silique); 15815986(seedling); 15815986(Lea"," -"
AT3G63490.1,AT3G63490,31.1190716108413,60.5621245079068,8.31880388125184,228,18,112,5,93," -"," -",Y,C,"ribosomal protein L1 family protein, ribosomal protein L1, S.oleracea, EMBL:SORPL1","29.2.1.1 protein.synthesis.chloroplast/mito.plastid","plastid ribosome","thylakoid membrane (sensu Viridiplantae)",C,STR,unknown,0,37.63,9.29,346,"15028209(Total chloroplast); 14617066(Nuclear proteome); 15322131(Thylakoid-stripped); 16207701(chloroplast stroma); 15815986(Silique); 15815986(seedling); 15815986(Leaf); "," -"
AT4G24280.1,AT4G24280,8.791234967576,90.7387474143933,0.47001761803067,818,18,594,1,205," -",STR,Y,C,"CPHSC70-1 | heat shock protein 70, putative / HSP70, putative, strong similarity to heat ","29.6 protein.folding","plastid stroma","plastid stroma",C,STR,unknown,0,76.5,5.06,718,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 14617066(Nuclear proteome); 11826309(thylakoid peripheral&lumen); 16207701(chloroplast stroma); 16358359(cell suspension (Gamborg)); 16358359(cell suspension (M&Skoog)); 16502469(cell susp"," -"
AT1G16790.1,AT1G16790,100,0,0,19,19,0,0,0," -"," -",-,_,"ribosomal protein-related, similar to Chloroplast 30S ribosomal protein S8 (SP:P21","29.2.1.1 protein.synthesis.chloroplast/mito.plastid"," -","thylakoid membrane (sensu Viridiplantae)",C,STR,unknown,0,15.45,9.55,144,"12938931(Total chloroplast envelope); 15322131(Thylakoid-stripped); "," -"
AT2G33800.1,AT2G33800,15.2257240948691,62.4097803335993,22.3644955715315,414,19,249,29,117," -",STR,Y,C,"ribosomal protein S5 family protein, contains Pfam profiles PF03719: Ribosomal pro","29.2.1.1 protein.synthesis.chloroplast/mito.plastid","plastid stroma"," -",C,STR,unknown,0,32.64,8.99,303,"15028209(Total chloroplast); 14617066(Nuclear proteome); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 16207701(chloroplast stroma); 16358359(cell suspension (M&Skoog)); 16502469(cell suspension-CD-down); 15815986(Silique); 15815986("," -"
AT3G25860.1,AT3G25860,54.1856136692866,20.9829720261241,24.8314143045893,81,21,26,10,24," -"," -",Y,C,"dihydrolipoamide S-acetyltransferase (LTA2), identical to dihydrolipoamide S-acety","11.1.31 lipid metabolism.FA synthesis and FA elongation.pyruvate DH",plastid,"chloroplast stroma",C,STR,unknown,0,50.08,8.33,480,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 15821981(crude&pure 80S ribosome); 15052571(soluble leaf); 11402211,12068122,15047896,16679420,17028149(seed-all-Jobpapers); 15908592(Carbonylated seed protein); 14764908(mitochondria-susp"," -"
AT3G27830.1,AT3G27830,37.78794073807,50.0902142914577,12.1218449704723,165,21,89,7,48," -"," -",Y,C,"50S ribosomal protein L12-1, chloroplast (CL12-A), identical to ribosomal protein ","29.2.1.1 protein.synthesis.chloroplast/mito.plastid","plastid ribosome","thylakoid membrane (sensu Viridiplantae)",C,STR,unknown,0,20.07,5.5,191,"15028209(Total chloroplast); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); 16326926(nucleoids); "," -"
AT3G55800.1,AT3G55800,14.0693261140327,85.2859247688747,0.64474911709258,604,21,407,1,175,STR," -",Y,C,"SBPASE | Encodes the chloroplast enzyme sedoheptulose-1,7-bisphosphatase (SBPase), involv","1.3.9 PS.calvin cyle.seduheptulose bisphosphatase","plastid stroma"," -",C,STR,unknown,0,42.41,6.17,393,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 16207701(chloroplast stroma); 15815986(Silique); 15815986(seedling); 15815986(Leaf); 15052571(soluble leaf); "," -"
AtCg00800,AtCg00800,17.6158752673415,82.3841247326585,0,454,21,314,0,119," -"," -",-,C,"RPS3 | encodes a chloroplast ribosomal protein S3, a constituent of the small subunit of ","29.2.1.1 protein.synthesis.chloroplast/mito.plastid","plastid ribosome","plastid small ribosomal subunit & chloroplast",C,STR,unknown,0,25.18,9.51,218,"16326926(nucleoids); "," -"
AT3G45140.1,AT3G45140,9.26502603277466,86.2768370448472,4.45813692237814,872,22,655,11,184," -",STR,Y,C,"lipoxygenase (LOX2), identical to SP:P38418 | chr3:16536395-16540337 FORWARD | Ali","17.7.1.2 hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase","plastid stroma","thylakoid membrane (sensu Viridiplantae) & chloroplast",C,STR,unknown,0,102.04,5.42,896,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); 16207701(chloroplast stroma); 15815986(Silique); "," -"
AT1G32060.1,AT1G32060,14.2235586688723,83.6705708043664,2.10587052676125,794,26,489,4,275,STR," -",Y,C,"phosphoribulokinase (PRK) / phosphopentokinase, nearly identical to SP:P25697 Phos","1.3.12 PS.calvin cyle.PRK","plastid stroma","thylakoid membrane (sensu Viridiplantae)",C,STR,unknown,0,44.46,5.7,395,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 15322131(Thylakoid-stripped); 16207701(chloroplast stroma); 16923014(cold-stress responsive chloroplast); 15815986(Silique); 15815986(seedling); 15815986(Leaf); 15052571(soluble leaf); 114"," -"
AT1G56190.1,AT1G56190,7.19454395107932,91.0104153474169,1.79504070150377,1567,27,1092,7,441,STR," -",Y,C,"phosphoglycerate kinase, putative, similar to SP:P41758 Phosphoglycerate kinase, c","1.3.3 PS.calvin cyle.phosphoglycerate kinase; 4.1  glycolysis.phosphoglycerate kinase","plastid stroma",mitochondrion,C,STR,unknown,0,49.93,8.27,478,"15028209(Total chloroplast); MitoDB(Mitochondrial proteome); 16207701(chloroplast stroma); 16358359(cell suspension (Gamborg)); 16502469(cell suspension-Cd-up); 15815986(Silique); 15815986(seedling); 15815986(Leaf); 15052571(soluble leaf); "," -"
AT3G52960.1,AT3G52960,39.8626473906359,55.8748919553044,4.26246065405972,201,27,121,3,50," -",STR,Y,C,"peroxiredoxin type 2, putative, similar to type 2 peroxiredoxin (Brassica rapa sub","21.5 redox.periredoxins","plastid stroma"," -",C,STR,unknown,0,24.68,9.11,234,"15028209(Total chloroplast); 11826309(thylakoid peripheral&lumen); 16207701(chloroplast stroma); 15815986(Silique); 15815986(seedling); 15815986(Leaf); "," -"
AT4G01310.1,AT4G01310,26.7245407580604,64.7025988624401,8.57286037949953,352,27,209,9,107," -"," -",Y,C,"ribosomal protein L5 family protein, contains Pfam profiles PF00673: ribosomal L5P","29.2.1.1 protein.synthesis.chloroplast/mito.plastid","plastid ribosome","cytosolic ribosome (sensu Eukaryota)",C,STR,unknown,0,28.34,10,262,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 16207701(chloroplast stroma); 15821981(crude&pure 80S ribosome); 15815986(Silique); 15815986(Leaf); "," -"
AT5G51070.1,AT5G51070,41.0073792237063,52.1885194036374,6.80410137265637,187,29,118,5,35," -",STR,Y,C,"ATP-dependent Clp protease ATP-binding subunit (ClpD), (ERD1), SAG15/ERD1; identic","29.5.5 protein.degradation.serine protease","plastid stroma","chloroplast & chloroplast stroma",C,STR,unknown,0,103.23,5.89,945,"12938931(Total chloroplast envelope); ","9375397(Plastid  -SUBA); "
AT3G60750.1,AT3G60750,7.95238326143018,91.3301441166648,0.71747262190503,1702,32,1175,3,492,STR," -",Y,C,"transketolase, putative, strong similarity to transketolase 1 (Capsicum annuum) GI","1.3.8 PS.calvin cyle.transketolase; 7.2.1  OPP.non-reductive PP.transketolase","plastid stroma"," -",C,STR,unknown,0,79.96,5.93,741,"15028209(Total chloroplast); 12766230(Total chloroplast envelope); 16207701(chloroplast stroma); 16242667(mature Pollen); 16358359(cell suspension (Gamborg)); 16502469(cell suspension-Cd-up); 15815986(Silique); 15815986(seedling); 15815986(Leaf); 15052571"," -"
AT5G38430.1,AT5G38430,18.9040664131204,76.6856345646744,4.41029902220526,851,33,428,8,382,STR," -",Y,C,"ribulose bisphosphate carboxylase small chain 1B / RuBisCO small subunit 1B (RBCS-","1.3.2 PS.calvin cyle.rubisco small subunit","plastid stroma"," -",C,STR,unknown,0,20.28,7.58,181,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 16207701(chloroplast stroma); 16923014(cold-stress responsive chloroplast); "," -"
AT5G38410.1,AT5G38410,18.1582766742964,76.9876214950322,4.85410183067146,1003,36,488,10,469,STR," -",Y,C,"ribulose bisphosphate carboxylase small chain 3B / RuBisCO small subunit 3B (RBCS-","1.3.2 PS.calvin cyle.rubisco small subunit","plastid stroma"," -",C,STR,unknown,0,20.28,8.21,181,"15028209(Total chloroplast); 16207701(chloroplast stroma); 15593128(Cell Wall proteome); 15821981(crude&pure 80S ribosome); 16923014(cold-stress responsive chloroplast); 15815986(Silique); 15815986(seedling); 15815986(Leaf); 15052571(soluble leaf); 152764"," -"
AT1G67090.1,AT1G67090,16.547832123725,78.0143827827691,5.43778509350592,1209,41,618,14,536,STR," -",Y,C,"ribulose bisphosphate carboxylase small chain 1A / RuBisCO small subunit 1A (RBCS-","1.3.2 PS.calvin cyle.rubisco small subunit","plastid stroma","thylakoid membrane (sensu Viridiplantae)",C,STR,unknown,0,20.21,7.58,180,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 11719511(Thylakoid lumen proteome); 12766230(Total chloroplast envelope); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 16207701(chloroplast stroma); 15821981(crude&p","10737809(Peroxisome  -SUBA); 14688290(Plastid  -SUBA); 16299174(Plastid  -SUBA); "
AT5G20720.1,AT5G20720,41.47459764928,58.52540235072,0,274,43,194,0,37," -",STR,Y,C,"20 kDa chaperonin, chloroplast (CPN21) (CHCPN10) (CPN20), identical to chloroplast","29.6 protein.folding","plastid stroma",chloroplast,C,STR,unknown,0,26.8,8.85,253,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 16207701(chloroplast stroma); 16242667(matu","10737809(Peroxisome  -SUBA); "
AT2G28000.1,AT2G28000,17.3514027475037,82.2690912333008,0.37950601919549,1195,44,667,1,483," -",STR,Y,C,"RuBisCO subunit binding-protein alpha subunit, chloroplast / 60 kDa chaperonin alp","29.6 protein.folding","plastid stroma","mitochondrion & chloroplast",C,STR,unknown,0,62.07,5.08,586,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); MitoDB(Mitochondrial proteome); 11826309(thylakoid peripheral&lumen); 16207701(chloroplast stroma); 15821981(crude&pure 80S ribosome); 16358359(cell suspension (Gamborg)); 16358359(cell su"," -"
AT3G13470.1,AT3G13470,15.8733315938347,82.1341687185098,1.99249968765556,1248,46,761,6,435," -",STR,Y,C,"chaperonin, putative, similar SWISS-PROT:P21240- RuBisCO subunit binding-protein b","29.6 protein.folding","plastid stroma",mitochondrion,C,STR,unknown,0,63.34,5.59,596,"12938931(Total chloroplast envelope); MitoDB(Mitochondrial proteome); 14617066(Nuclear proteome); 16207701(chloroplast stroma); 15496452(nucleolus); 15821981(crude&pure 80S ribosome); 16358359(cell suspension (Gamborg)); 15815986(Silique); 15815986(seedli"," -"
AT3G12780.1,AT3G12780,7.43846414186641,89.7858037492491,2.77573210888448,2675,49,1891,19,716,STR," -",Y,C,"phosphoglycerate kinase, putative, similar to SP:P41758 Phosphoglycerate kinase, c","1.3.3 PS.calvin cyle.phosphoglycerate kinase; 4.1  glycolysis.phosphoglycerate kinase","plastid stroma","mitochondrion & cytoplasm",C,STR,unknown,0,50.11,5.91,481,"15028209(Total chloroplast); 12766230(Total chloroplast envelope); MitoDB(Mitochondrial proteome); 14617066(Nuclear proteome); 16207701(chloroplast stroma); 16287169(Cell Wall proteome); 16358359(cell suspension (Gamborg)); 16358359(cell suspension (M&Sko","15610358(Cytosol  -SUBA); "
AtCg00860,AtCg00860,98.0738334979281,0,1.92616650207186,50,49,0,1,0," -",STR,-,C,"YCF2.1 | hypothetical protein | chrC:86474-93358 FORWARD | Aliases: YCF2.1","29.8 protein assembly and cofactor ligation","plastid stroma",chloroplast,C,STR,unknown,0,269.56,8.87,2294," -"," -"
AT1G55490.1,AT1G55490,15.2447946818392,82.7415450636648,2.01366025449603,1427,51,885,7,484," -",STR,Y,C,"RuBisCO subunit binding-protein beta subunit, chloroplast / 60 kDa chaperonin beta","29.6 protein.folding","plastid stroma"," -",C,STR,unknown,0,63.81,6.2,600,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 16207701(chloroplast stroma); 15821981(crude&pure 80S ribosome); 16923014(cold-stress responsive chloroplast); 15815986(seedling); 15815986(Leaf); 152"," -"
AT1G12900.1,AT1G12900,18.3214512484456,76.6674058832433,5.01114286831115,1976,95,1271,27,583,STR," -",Y,C,"glyceraldehyde 3-phosphate dehydrogenase, chloroplast, putative / NADP-dependent g","1.3.4 PS.calvin cyle.GAP","plastid stroma"," -",C,STR,unknown,0,42.84,8.15,399,"15028209(Total chloroplast); 12766230(Total chloroplast envelope); 16207701(chloroplast stroma); 16358359(cell suspension (M&Skoog)); 15815986(seedling); 15052571(soluble leaf); "," -"
AT1G42970.1,AT1G42970,16.7870193468072,78.2165499789247,4.9964306742681,2212,97,1445,30,640,STR," -",Y,C,"glyceraldehyde-3-phosphate dehydrogenase B, chloroplast (GAPB) / NADP-dependent gl","1.3.4 PS.calvin cyle.GAP","plastid stroma","thylakoid membrane (sensu Viridiplantae)",C,STR,unknown,0,47.66,6.33,447,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 15322131(Thylakoid-stripped); 16207701(chloroplast stroma); 16358359(cell suspension (M&Skoog)); 16502469(cell suspension-Cd-up); 16923014(cold-stress"," -"
AT3G26650.1,AT3G26650,18.6757577608251,76.0958004177257,5.22844182144917,2192,110,1433,32,617,STR," -",Y,C,"glyceraldehyde 3-phosphate dehydrogenase A, chloroplast (GAPA) / NADP-dependent gl","1.3.4 PS.calvin cyle.GAP","plastid stroma","thylakoid membrane (sensu Viridiplantae)",C,STR,unknown,0,42.49,7.61,396,"15322131(Thylakoid-stripped); 16207701(chloroplast stroma); 16358359(cell suspension (Gamborg)); 16923014(cold-stress responsive chloroplast); 15815986(Silique); 15815986(Leaf); 15052571(soluble leaf); 11402211,12068122,15047896,16679420,17028149(seed-all"," -"
AT2G39730.1,AT2G39730,14.5141427174569,77.0874938966881,8.39836338585504,3757,158,2683,95,821,STR," -",Y,C,"ribulose bisphosphate carboxylase/oxygenase activase / RuBisCO activase, identical","1.3.13 PS.calvin cyle.rubisco interacting","plastid stroma","thylakoid membrane (sensu Viridiplantae)",C,STR,unknown,0,49.1,7.54,446,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 14617066(Nuclear proteome); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); 16287169(Cell Wall proteome); 16358359(cell suspension (Gambor"," -"
AT2G39730.2,AT2G39730,14.5141427174569,77.0874938966881,8.39836338585504,3757,158,2683,95,821,STR," -",Y,C,"ribulose bisphosphate carboxylase/oxygenase activase / RuBisCO activase, identical","1.3.13 PS.calvin cyle.rubisco interacting","plastid stroma","thylakoid membrane (sensu Viridiplantae)",C,STR,unknown,0,49.1,7.54,446,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 14617066(Nuclear proteome); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); 16287169(Cell Wall proteome); 16358359(cell suspension (Gambor"," -"
AtCg00490,AtCg00490,15.9568825588445,78.3651811100059,5.67793633114959,7279,238,3737,88,3216,STR," -",-,C,"RBCL | large subunit of RUBISCO. | chrC:54958-56397 FORWARD | Aliases: RBCL","1.3.1 PS.calvin cyle.rubisco large subunit","plastid stroma","thylakoid membrane (sensu Viridiplantae) & chloroplast",C,STR,unknown,0,52.95,5.87,479,"12766230(Total chloroplast envelope); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 16207701(chloroplast stroma); 16287169(Cell Wall proteome); 15821981(crude&pure 80S ribosome); 16923014(cold-stress responsive chloroplast); 11402211"," -"
AT2G01140.1,AT2G01140,13.8209741924302,68.4447218757599,17.7343039318099,189,6,95,8,80,STR," -",Y,C,"fructose-bisphosphate aldolase, putative, similar to plastidic aldolase NPALDP1 fr","1.3.6 PS.calvin cyle.aldolase",plastoglobules,mitochondrion,C,STR/PG,unknown,0,42.32,8.19,391,"15028209(Total chloroplast); MitoDB(Mitochondrial proteome); 16414959(plastoglubular); 16461379(plastoglubular); 16358359(cell suspension (Gamborg)); 16358359(cell suspension (M&Skoog)); 16502469(cell suspension-Cd-up); 15052571(soluble leaf); "," -"
AT2G21330.1,AT2G21330,14.7199714352263,68.7531623535275,16.5268662112462,827,30,448,35,314,STR," -",Y,C,"fructose-bisphosphate aldolase, putative, strong similarity to plastidic fructose-","1.3.6 PS.calvin cyle.aldolase","plastid stroma; plastoglobules","chloroplast stroma",C,STR/PG,unknown,0,42.93,6.17,399,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 11719511(Thylakoid lumen proteome); 16207701(chloroplast stroma); 16414959(plastoglubular); 16461379(plastoglubular); 15821981(crude&pure 80S ribosome); 16358359(cell suspension (M&Skoog))"," -"
AT4G38970.1,AT4G38970,15.2191487133903,72.0123058780431,12.7685454085666,1114,39,590,34,451,STR," -",Y,C,"fructose-bisphosphate aldolase, putative, strong similarity to plastidic fructose-","1.3.6 PS.calvin cyle.aldolase","plastid stroma; plastoglobules","chloroplast stroma",C,STR/PG,unknown,0,42.98,6.78,398,"15028209(Total chloroplast); 12766230(Total chloroplast envelope); 16207701(chloroplast stroma); 16414959(plastoglubular); 16461379(plastoglubular); 16358359(cell suspension (Gamborg)); 16358359(cell suspension (M&Skoog)); 16502469(cell suspension-Cd-up);"," -"
AT2G28190.1,AT2G28190,13.2131318713725,86.7868681286275,0,36,1,21,0,14," -"," -",Y,C,"superoxide dismutase (Cu-Zn), chloroplast (SODCP) / copper/zinc superoxide dismuta","21.6 redox.dismutases and catalases","plastid stroma; thylakoid-peripheral-stromal-side",chloroplast,C,STR_ENV,unknown,0,22.24,6.48,216,"15028209(Total chloroplast); "," -"
AT5G09650.1,AT5G09650,4.94180382212023,95.0581961778798,0,149,2,123,0,24," -"," -",Y,C,"inorganic pyrophosphatase family protein, similar to SP:Q15181 Inorganic pyrophosp","23.4.99 nucleotide metabolism.phosphotransfer and pyrophosphatases.misc","plastid stroma; thylakoid-peripheral-stromal-side"," -",C,STR_ENV,unknown,0,33.38,5.71,300,"12938931(Total chloroplast envelope); 16207701(chloroplast stroma); 16358359(cell suspension (Gamborg)); 16502469(cell suspension-Cd-up); 15815986(Silique); 15815986(seedling); 15815986(Leaf); "," -"
AT3G04790.1,AT3G04790,4.28979724027394,95.7102027597261,0,319,3,214,0,102,STR," -",Y,C,"ribose 5-phosphate isomerase-related, similar to ribose-5-phosphate isomerase GI:1","1.3.10 PS.calvin cyle.Rib5P Isomerase; 7.2.4  OPP.non-reductive PP.ribose 5-phosphate isomerase","plastid stroma; thylakoid-peripheral-stromal-side","thylakoid membrane (sensu Viridiplantae)",C,STR_ENV,unknown,0,29.3,5.72,276,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 15322131(Thylakoid-stripped); 16207701(chloroplast stroma); 15815986(Silique); 15815986(seedling); 15815986(Leaf); 15052571(soluble leaf); "," -"
AT3G15360.1,AT3G15360,15.7898962077973,74.0797463187701,10.1303574734326,77,3,45,2,27," -"," -",Y,C,"thioredoxin M-type 4, chloroplast (TRX-M4), nearly identical to SP:Q9SEU6 Thioredo","21.1 redox.thioredoxin","plastid stroma; thylakoid-peripheral-stromal-side"," -",C,STR_ENV,unknown,0,21.17,9.61,193,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15593128(Cell Wall proteome); "," -"
