Majority protein IDs,Protein names,Gene names,Organellar Markers,Ratio H/L R1_C2_03,Ratio H/L R1_C2_06,Ratio H/L R1_C2_12,Ratio H/L R1_C2_24,Ratio H/L R1_C2_80,Ratio H/L R1_C6_03,Ratio H/L R1_C6_06,Ratio H/L R1_C6_12,Ratio H/L R1_C6_24,Ratio H/L R1_C6_80,Ratio H/L R1_Con_03,Ratio H/L R1_Con_06,Ratio H/L R1_Con_12,Ratio H/L R1_Con_24,Ratio H/L R1_Con_80,Ratio H/L R2_C2_03,Ratio H/L R2_C2_06,Ratio H/L R2_C2_12,Ratio H/L R2_C2_24,Ratio H/L R2_C2_80,Ratio H/L R2_C6_03,Ratio H/L R2_C6_06,Ratio H/L R2_C6_12,Ratio H/L R2_C6_24,Ratio H/L R2_C6_80,Ratio H/L R2_Con_03,Ratio H/L R2_Con_06,Ratio H/L R2_Con_12,Ratio H/L R2_Con_24,Ratio H/L R2_Con_80,Ratio H/L R3_C2_03,Ratio H/L R3_C2_06,Ratio H/L R3_C2_12,Ratio H/L R3_C2_24,Ratio H/L R3_C2_80,Ratio H/L R3_C6_03,Ratio H/L R3_C6_06,Ratio H/L R3_C6_12,Ratio H/L R3_C6_24,Ratio H/L R3_C6_80,Ratio H/L R3_Con_03,Ratio H/L R3_Con_06,Ratio H/L R3_Con_12,Ratio H/L R3_Con_24,Ratio H/L R3_Con_80
Q9Y296;Q9Y296-2,Trafficking protein particle complex subunit 4,TRAPPC4,Large Protein Complex,2.1961,1.7712,0.69449,0.4922,0.4567,2.1237,1.4758,0.80413,0.4643,0.46451,2.0906,1.7308,0.65959,0.47454,0.50338,2.1588,1.6125,0.60355,0.41127,0.43182,2.1132,1.5539,0.55683,0.47138,0.4596,2.161,1.6633,0.60292,0.38096,0.4,1.8989,1.3854,0.7364,0.4046,0.45808,1.9745,1.3953,0.7526,0.59221,0.48301,2.268,1.611,0.72644,0.51519,0.54841
Q9Y2L5;Q9Y2L5-2,Trafficking protein particle complex subunit 8,TRAPPC8,Large Protein Complex,2.0258,1.9893,0.62851,0.44345,0.4066,2.2981,1.9739,0.73088,0.43407,0.3856,1.9448,2.406,0.66274,0.43677,0.42684,4.1713,2.1312,0.64447,0.40016,0.38797,2.3593,1.833,0.56075,0.43677,0.42159,1.4329,1.9755,0.51843,0.35475,0.39684,3.0102,1.6856,0.68223,0.35919,0.41091,2.7137,1.8606,0.76761,0.54026,0.43004,3.7171,2.1696,0.69414,0.50001,0.50377
P68363;P68363-2,Tubulin alpha-1B chain,TUBA1B,Large Protein Complex,0.42958,0.46599,0.28569,0.33698,0.59914,0.40091,0.45734,0.31519,0.33917,0.57101,0.30031,0.52049,0.31846,0.34187,0.636,0.46335,0.44194,0.38491,0.35531,0.64187,0.45864,0.43792,0.37347,0.48332,0.62496,0.34052,0.37064,0.27477,0.32271,0.52207,0.30726,0.39916,0.3185,0.3523,0.61785,0.34377,0.38995,0.3775,0.52312,0.60656,0.31432,0.41152,0.36737,0.41736,0.63125
Q9BQE3,Tubulin alpha-1C chain,TUBA1C,Large Protein Complex,0.47382,0.47471,0.30825,0.3413,0.62655,0.42708,0.52277,0.36679,0.32463,0.58055,0.34563,0.47429,0.31503,0.3582,0.57363,0.5001,0.44788,0.4294,0.36217,0.6194,0.46258,0.4025,0.40174,0.48408,0.61515,0.44366,0.40628,0.32983,0.33608,0.51491,0.32844,0.35245,0.30815,0.31326,0.57081,0.35098,0.33382,0.37423,0.459,0.465,0.29284,0.3883,0.36253,0.52283,0.89427
P07437,Tubulin beta chain,TUBB,Large Protein Complex,0.42907,0.48601,0.33562,0.37998,0.61806,0.39576,0.46377,0.37865,0.37672,0.62572,0.30786,0.56324,0.38834,0.40924,0.69085,0.43354,0.4705,0.43588,0.40636,0.67383,0.43137,0.48705,0.40924,0.53355,0.65159,0.34647,0.39926,0.31257,0.37854,0.55742,0.33101,0.40491,0.34633,0.40724,0.70928,0.35141,0.40747,0.41915,0.59695,0.63055,0.32839,0.43323,0.40457,0.45742,0.70174
P68371,Tubulin beta-4B chain,TUBB4B,Large Protein Complex,0.44248,0.48811,0.30955,0.36769,0.65075,0.40775,0.47153,0.33662,0.36337,0.61505,0.30261,0.55373,0.34374,0.38901,0.66903,0.47315,0.47661,0.38957,0.36473,0.66929,0.44649,0.45327,0.35127,0.47681,0.60795,0.37552,0.39706,0.28652,0.34113,0.56006,0.32824,0.40299,0.33169,0.3731,0.6727,0.33441,0.39582,0.37553,0.49811,0.62601,0.33121,0.42657,0.39767,0.45812,0.67795
Q9BUF5,Tubulin beta-6 chain,TUBB6,Large Protein Complex,0.53973,0.4766,0.33021,0.32255,0.5548,0.46553,0.47548,0.35219,0.301,0.48894,0.39834,0.58904,0.34794,0.41791,0.52576,0.56095,0.48947,0.39271,0.39538,0.61067,0.39223,0.46929,0.35147,0.4457,0.57468,0.40186,0.39411,0.3026,0.32421,0.51189,0.36349,0.45573,0.35614,0.34373,0.57062,0.35386,0.47564,0.40651,0.52438,0.59166,0.37374,0.41943,0.39346,0.42355,0.64599
Q9BYJ9,YTH domain-containing family protein 1,YTHDF1,Large Protein Complex,2.9256,1.7929,0.67046,0.49031,0.5747,2.7026,1.7421,0.68125,0.48857,0.56733,2.7669,1.6256,0.61199,0.53427,0.64629,3.3027,1.7079,0.65693,0.44085,0.43707,1.6307,1.2645,0.49564,0.42367,0.34815,2.4125,1.7096,0.47868,0.37494,0.40981,3.0332,2.2714,0.72559,0.47473,0.50919,3.1162,2.0535,0.71539,0.60363,0.52218,3.1065,2.2475,0.82687,0.53127,0.64289
Q9Y5A9;Q9Y5A9-2,YTH domain-containing family protein 2,YTHDF2,Large Protein Complex,3.2489,1.6291,0.61129,0.4395,0.51858,2.9193,1.5785,0.61616,0.45142,0.53627,2.8746,1.6398,0.65393,0.4816,0.62508,3.1122,1.5219,0.51063,0.35205,0.40525,2.7149,1.4067,0.48249,0.35414,0.41897,2.9703,1.4979,0.46724,0.34639,0.4299,3.3287,2.092,0.69382,0.41192,0.53863,3.0426,1.9859,0.6673,0.55089,0.51233,3.4789,2.1308,0.73867,0.48605,0.57387
Q7Z739,YTH domain-containing family protein 3,YTHDF3,Large Protein Complex,3.1732,1.6006,0.66496,0.46501,0.54588,2.5283,1.5658,0.6551,0.48023,0.52841,2.7789,1.6879,0.6704,0.49108,0.60556,2.8341,1.5572,0.54379,0.38882,0.40382,2.8008,1.3655,0.4979,0.38252,0.41145,2.9563,1.5041,0.48487,0.36867,0.42992,2.8845,2.0691,0.70988,0.45326,0.52117,2.9959,1.9956,0.69103,0.56774,0.51987,3.2774,2.1458,0.79018,0.49851,0.56042
P31946;P31946-2,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",YWHAB,Large Protein Complex,0.63418,0.70069,0.48397,0.54736,0.90364,0.60961,0.68873,0.49332,0.5416,0.77777,0.59019,0.76913,0.49632,0.54751,0.88645,0.7033,0.60485,0.5057,0.46962,0.73923,0.64899,0.60425,0.50052,0.57416,0.71566,0.59687,0.55173,0.38037,0.44501,0.66808,0.51931,0.59725,0.51127,0.5022,0.78784,0.53717,0.5925,0.52945,0.72229,0.74248,0.56921,0.619,0.5622,0.62693,0.77351
P62258;P62258-2,14-3-3 protein epsilon,YWHAE,Large Protein Complex,0.64599,0.69153,0.47337,0.55415,0.90936,0.59022,0.62525,0.48584,0.5175,0.79738,0.61148,0.77314,0.50648,0.53988,0.94783,0.71751,0.62213,0.53118,0.51479,0.72534,0.66824,0.61163,0.50491,0.57383,0.69996,0.61566,0.55165,0.40737,0.45749,0.66779,0.54401,0.58569,0.47726,0.5245,0.79932,0.53141,0.57554,0.52289,0.72383,0.74449,0.58899,0.63211,0.5685,0.63551,0.81391
P61981,"14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed",YWHAG,Large Protein Complex,0.66852,0.73468,0.54194,0.61089,0.87951,0.60904,0.72446,0.58579,0.57429,0.79192,0.61238,0.8225,0.6007,0.63928,0.90589,0.71052,0.61074,0.5809,0.54611,0.69453,0.68485,0.62957,0.53665,0.61907,0.69207,0.64616,0.61624,0.44634,0.49134,0.62971,0.56,0.61335,0.56001,0.57388,0.75078,0.54874,0.60235,0.57437,0.77843,0.73594,0.59722,0.66595,0.62985,0.74902,0.85321
Q04917,14-3-3 protein eta,YWHAH,Large Protein Complex,0.68649,0.71826,0.52324,0.6118,0.96551,0.61455,0.69839,0.58602,0.58472,0.85366,0.57815,0.7955,0.54375,0.57555,0.98509,0.68418,0.61746,0.58082,0.56854,0.70872,0.63333,0.63112,0.52041,0.51863,0.71772,0.63673,0.55209,0.45519,0.52096,0.68822,0.5591,0.61549,0.51783,0.60828,0.80692,0.54099,0.60196,0.55817,0.72904,0.71515,0.62016,0.65674,0.61051,0.76402,0.84912
P27348,14-3-3 protein theta,YWHAQ,Large Protein Complex,0.56314,0.59798,0.42446,0.48797,0.83806,0.51839,0.56282,0.40105,0.42146,0.69308,0.49483,0.67802,0.42835,0.4821,0.83649,0.6339,0.57883,0.42704,0.4156,0.67304,0.60317,0.53529,0.4093,0.47976,0.63692,0.5445,0.49409,0.34343,0.37037,0.6035,0.53656,0.48957,0.38936,0.4294,0.69351,0.45584,0.46115,0.40756,0.64767,0.7243,0.56447,0.51242,0.50608,0.56074,0.83089
P63104;P63104-2,14-3-3 protein zeta/delta,YWHAZ,Large Protein Complex,0.60458,0.60251,0.41293,0.47799,0.86178,0.53622,0.57306,0.42211,0.44334,0.75999,0.53944,0.66792,0.41992,0.48806,0.86173,0.67279,0.56186,0.4575,0.42174,0.68059,0.63603,0.55893,0.43796,0.50996,0.62564,0.58586,0.50929,0.34929,0.40783,0.58762,0.53099,0.51932,0.42752,0.45645,0.74077,0.51168,0.53036,0.46889,0.62532,0.70134,0.54234,0.55932,0.49618,0.55629,0.79753
P84077,ADP-ribosylation factor 1,ARF1,Golgi,0.42908,0.58834,0.68898,1.0824,2.2017,0.37465,0.61432,0.77912,1.054,2.0952,0.36876,0.67385,0.81375,0.95681,0.8865,0.42904,0.53,0.81298,1.0714,2.1522,0.39058,0.50337,0.72271,1.2528,2.0024,0.39152,0.47853,0.52259,0.97596,1.7333,0.30033,0.45773,0.56585,1.0718,1.8591,0.33126,0.48927,0.68435,1.2453,1.7601,0.3307,0.54542,0.71124,1.2213,2.0903
P40616;P40616-2,ADP-ribosylation factor-like protein 1,ARL1,Golgi,0.31341,0.77422,1.2483,2.6425,3.817,0.27468,0.77827,1.4314,3.2535,6.1407,0.25533,0.81812,1.4837,2.4276,5.5072,0.33745,0.60838,1.0321,1.9565,3.9611,0.31543,0.42966,0.71758,1.9484,3.7279,0.37777,0.5622,0.86906,1.8329,3.4505,0.23193,0.44482,0.71111,1.4667,2.6719,0.33266,0.47041,0.79424,1.8201,3.0383,0.16787,0.34519,0.59272,1.1572,2.1906
P98194-7;P98194-5;P98194-9;P98194-6;P98194-8,Calcium-transporting ATPase type 2C member 1,ATP2C1,Golgi,0.71593,0.7976,1.1317,1.5026,1.5678,0.70977,0.79752,1.0957,1.4144,1.5565,0.51954,0.90659,1.2182,1.524,1.581,0.72944,0.69357,0.8419,1.2086,1.3087,0.65537,0.61252,0.69775,1.0945,1.3129,0.85812,0.673,0.79798,1.0468,1.3478,0.60201,0.68436,0.71847,1.0622,1.339,0.71908,0.6832,0.64736,1.299,1.3862,0.5125,0.57192,0.61896,0.99436,1.1439
P15291;P15291-2,"Beta-1,4-galactosyltransferase 1;Lactose synthase A protein;N-acetyllactosamine synthase;Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase;Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase;Processed beta-1,4-galactosyltransferase 1",B4GALT1,Golgi,0.55056,0.72477,1.3072,2.5063,4.1756,0.51613,0.70855,1.2173,2.1949,3.9571,0.43889,0.82592,1.4784,2.5843,3.8233,0.56669,0.76043,1.2153,1.8451,2.2583,0.50161,0.54392,0.90046,1.4712,3.0762,0.60811,0.62991,0.98943,1.739,3.0635,0.42293,0.64352,0.86411,1.5009,2.1707,0.55106,0.58019,0.72547,1.3979,3.0322,0.34162,0.40993,0.67909,1.1233,2.0534
O75063,Glycosaminoglycan xylosylkinase,FAM20B,Golgi,0.54263,0.87499,2.1205,2.5472,3.0685,0.49875,0.78853,1.991,2.8182,3.0958,0.44884,0.86227,2.165,2.9897,2.8342,0.55781,0.83639,1.5344,2.2738,2.1912,0.48999,0.58178,1.3924,2.0967,2.3356,0.55737,0.81271,1.4656,1.8609,2.6043,0.46057,0.63014,1.129,1.9806,2.409,0.50093,0.6982,0.98691,2.6783,2.4199,0.28045,0.48354,0.94876,1.5379,2.1921
Q10471,Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form,GALNT2,Golgi,0.37977,0.82831,3.4014,4.1129,3.3949,0.37816,0.76565,2.9867,3.9572,3.7854,0.29561,0.87587,3.6962,4.2135,3.6428,0.42043,0.83922,2.3851,2.9994,2.2677,0.35618,0.59473,2.1635,3.2827,2.6148,0.42674,0.73147,2.1547,2.9071,2.7248,0.33013,0.72393,1.835,2.543,2.6117,0.37585,0.72536,1.5926,3.2368,2.663,0.24279,0.48385,1.2259,2.0728,2.0985
Q8NCL4,Polypeptide N-acetylgalactosaminyltransferase 6,GALNT6,Golgi,0.42202,0.80574,2.9423,2.8593,2.7694,0.39187,0.71757,2.4871,2.8129,2.9753,0.29776,0.79399,2.6299,2.9741,3.0538,0.45639,0.78617,1.9749,2.7265,2.2525,0.39809,0.5776,1.6773,3.0441,2.4461,0.4488,0.69161,1.8077,2.5127,2.5086,0.31552,0.73771,1.1322,2.3451,2.6812,0.3694,0.68534,1.1387,2.7871,2.6028,0.25904,0.48362,1.1472,1.8885,1.7256
Q86SF2,N-acetylgalactosaminyltransferase 7,GALNT7,Golgi,0.45115,0.81096,3.3089,4.4411,4.4074,0.41648,0.73454,2.7466,4.3328,4.3794,0.31184,0.88842,3.1457,4.539,3.6689,0.42876,0.81408,2.3522,3.0932,2.3767,0.3897,0.60753,1.93,3.3266,2.7167,0.46674,0.70825,2.1185,3.0786,2.9716,0.32325,0.67034,1.7904,2.788,2.5162,0.38565,0.69932,1.5151,3.6905,3.0878,0.24151,0.4637,1.2975,2.3332,2.1749
Q8IWJ2,GRIP and coiled-coil domain-containing protein 2,GCC2,Golgi,0.37863,0.66313,1.5448,3.3723,2.3773,0.38428,0.64608,1.5328,3.6087,2.861,0.28697,0.73815,1.743,2.7234,1.3306,0.36164,0.57147,1.013,1.9684,5.2158,0.36098,0.46513,1.0255,1.8381,4.6638,0.4177,0.51806,0.97809,1.8654,1.1888,0.27768,0.48858,1.1385,1.5581,0.88296,0.38949,0.54643,0.90166,2.2071,4.7125,0.20173,0.25714,0.71202,1.1969,0.52147
Q92896;Q92896-2;Q92896-3,Golgi apparatus protein 1,GLG1,Golgi,0.53976,0.7258,1.3961,3.0164,3.7907,0.53751,0.68494,1.307,2.7862,4.365,0.44206,0.79307,1.5912,2.9862,4.121,0.53972,0.74156,1.1618,2.1094,2.4985,0.49118,0.55092,0.96418,2.154,2.9425,0.57657,0.66201,1.0167,2.0645,3.1023,0.422,0.60071,0.79491,1.8269,2.8547,0.51796,0.59093,0.6801,2.1712,3.0944,0.33094,0.4217,0.53447,1.4325,2.281
Q08379;Q08379-2,Golgin subfamily A member 2,GOLGA2,Golgi,0.44464,0.91215,1.2829,1.4082,2.304,0.44967,0.77499,1.1377,1.2738,2.2997,0.33841,0.94408,1.5685,1.3972,2.4189,0.51233,0.86552,1.0459,1.1288,1.7681,0.43343,0.68531,1.0388,1.1365,1.9223,0.53954,0.72134,1.0668,1.1851,2.0847,0.42654,0.74169,0.64965,0.72874,1.503,0.55484,0.73379,0.58256,1.0587,1.5186,0.3443,0.52655,0.55022,0.71618,1.4491
Q13439;Q13439-5;Q13439-3;Q13439-4,Golgin subfamily A member 4,GOLGA4,Golgi,0.42544,0.85656,0.94535,1.0584,1.2196,0.41611,0.85482,1.2314,1.2454,1.3591,0.42928,1.01,1.1064,1.4275,1.7705,0.44514,0.66304,0.86867,0.93215,1.4046,0.38858,0.49016,0.71548,0.75691,0.89578,0.54574,0.65713,0.74545,1.0658,1.374,0.37232,0.59696,0.79462,1.0426,1.2543,0.44762,0.62455,0.90017,1.9382,1.5775,0.41472,0.37937,0.80312,1.0709,1.188
Q14789-2,Golgin subfamily B member 1,GOLGB1,Golgi,0.40463,0.84047,2.6124,3.364,2.6587,0.39554,0.71242,2.5188,3.2565,2.9783,0.32897,0.83775,2.5948,3.1047,2.8568,0.44461,0.86164,2.2072,2.3974,1.9383,0.38382,0.60241,1.8334,2.5548,2.3671,0.47131,0.71809,1.919,2.4802,2.2,0.33274,0.72547,1.6438,2.0599,2.1091,0.38997,0.69005,1.4192,2.6949,2.1753,0.24323,0.47107,1.2503,1.7614,1.6631
O00461,Golgi integral membrane protein 4,GOLIM4,Golgi,0.4293,0.82148,2.2035,3.767,4.5956,0.40142,0.74081,2.482,4.0366,3.8175,0.39372,0.80991,2.5176,4.5966,4.8328,0.44636,0.81448,1.4802,2.6383,2.1482,0.37889,0.60901,1.504,2.6259,2.2139,0.45077,0.66455,1.8859,2.5232,2.4616,0.30525,0.70912,1.2032,2.3534,3.2329,0.38891,0.65133,1.1327,3.1304,2.2319,0.23532,0.44385,1.0397,2.3697,1.9186
Q9H8Y8;Q9H8Y8-3;Q9H8Y8-2,Golgi reassembly-stacking protein 2,GORASP2,Golgi,0.44868,1.0168,1.4657,1.4265,1.8807,0.44882,0.90217,1.2896,1.2725,1.6376,0.40384,1.0444,1.1922,1.2518,1.8314,0.49937,0.89474,1.2641,1.2918,1.8199,0.48165,0.71369,0.99614,1.211,2.1736,0.53306,0.76651,1.0763,1.0239,1.8847,0.40453,0.72315,0.80643,0.89442,1.6682,0.54907,0.78411,0.7159,1.2751,1.8039,0.33955,0.53045,0.67562,1.0095,1.5537
O95249;O95249-2,Golgi SNAP receptor complex member 1,GOSR1,Golgi,0.51587,0.85423,1.4784,2.1125,2.5047,0.50731,0.71671,1.3393,1.9067,2.5511,0.48425,0.85931,1.5759,1.9373,2.4092,0.55925,0.75382,1.2794,1.4663,1.6815,0.47938,0.54771,0.88256,1.4385,1.6208,0.59764,0.73574,0.94605,1.3819,1.7655,0.39726,0.66075,1.0286,1.3764,1.735,0.47981,0.67621,0.78457,1.7823,1.7778,0.41009,0.43975,0.75554,1.0765,1.3116
Q16706,Alpha-mannosidase 2,MAN2A1,Golgi,0.42774,0.79467,2.5125,4.4071,3.3739,0.4183,0.74247,2.5512,4.2974,4.1751,0.34207,0.86281,2.9299,4.1666,3.7344,0.46104,0.78948,2.0047,3.1813,2.4588,0.40087,0.60457,1.925,3.114,3.2314,0.52359,0.68991,1.8954,2.7302,3.2667,0.36673,0.6862,1.5754,2.8527,3.0691,0.39331,0.65468,1.3641,3.1876,2.9626,0.25324,0.45302,1.0237,2.2742,2.3787
Q9BRK5;Q9BRK5-6;Q9BRK5-2;Q9BRK5-4;Q9BRK5-3,45 kDa calcium-binding protein,SDF4,Golgi,0.55536,0.92482,1.5527,1.5903,2.0481,0.59929,0.87848,1.4126,1.5984,2.2664,0.56341,0.95155,1.6876,1.7922,2.4306,0.58811,0.73764,1.0836,1.2003,1.5807,0.54596,0.61922,0.98565,1.3252,1.8153,0.57231,0.71352,0.98202,1.2962,1.7883,0.46464,0.59875,0.76917,0.98323,1.5717,0.50556,0.69022,0.80643,1.3804,1.6541,0.38808,0.48047,0.61409,0.99016,1.4883
Q8TB61;Q8TB61-3;Q8TB61-2;Q8TB61-5;Q8TB61-4,Adenosine 3-phospho 5-phosphosulfate transporter 1,SLC35B2,Golgi,0.4253,0.86071,2.2754,3.6288,2.6037,0.39486,0.78059,2.1242,4.1517,4.2955,0.34085,0.83143,2.9253,3.594,4.1956,0.39312,0.68946,1.5891,2.4014,2.2216,0.39971,0.61062,1.466,1.4687,1.7604,0.40907,0.7102,1.6052,2.818,3.29,0.31891,0.66242,1.7585,2.2937,2.728,0.40478,0.71657,1.422,3.4716,2.776,0.22568,0.40337,1.0404,1.8675,2.1011
Q15643,Thyroid receptor-interacting protein 11,TRIP11,Golgi,0.39409,1.0682,1.5181,1.4934,1.196,0.42952,0.86801,1.5428,1.0682,1.4698,0.37463,1.1292,1.4207,1.175,1.3493,0.46188,1.1913,1.1849,1.1357,1.3087,0.44526,0.68557,1.1531,1.325,1.7114,0.55453,0.97361,1.1629,1.0151,1.5621,0.37194,0.7991,0.72893,0.82069,0.87445,0.52128,0.75809,0.70217,1.0703,1.2982,0.3651,0.6043,0.56031,0.64889,0.8479
O15155;O15155-2,BET1 homolog,BET1,Ergic/cisGolgi,1.2238,0.80861,0.93245,0.71482,0.79913,1.0538,0.9583,0.86426,0.72682,0.83828,1.0928,1.0297,0.7546,0.6995,0.83334,1.3277,0.98209,0.98821,0.75732,0.84154,1.2872,0.94543,0.69963,0.73436,0.7362,1.2703,0.96826,0.68415,0.677,0.6816,1.1931,1.0907,0.79987,0.76306,0.86804,1.3638,1.1073,0.83288,0.97993,0.79194,1.1527,0.93648,0.80953,0.73201,0.92908
Q969X5;Q969X5-2,Endoplasmic reticulum-Golgi intermediate compartment protein 1,ERGIC1,Ergic/cisGolgi,1.3972,0.82928,0.83111,0.7986,0.82503,1.2975,0.83093,0.7989,0.75851,0.75538,1.3061,0.86658,0.81517,0.76858,0.89586,1.2769,0.74827,0.74703,0.71975,0.6954,1.1847,0.75295,0.69163,0.72583,0.69058,1.4862,0.77014,0.6734,0.62615,0.71142,1.2122,0.8244,0.78366,0.73994,0.83032,1.2605,0.88424,0.75311,0.96173,0.76691,1.2719,0.85758,0.762,0.87198,0.8665
Q96RQ1,Endoplasmic reticulum-Golgi intermediate compartment protein 2,ERGIC2,Ergic/cisGolgi,1.0053,1.0372,0.86296,0.79604,0.96608,0.8599,0.94274,0.84998,0.79831,0.90148,0.8305,1.1094,0.86002,0.78469,0.9761,0.92273,1.0948,0.8781,0.77351,0.97258,0.78331,0.82129,0.72879,0.7393,0.7852,0.87114,0.8468,0.78731,0.67658,0.96954,0.88662,1.0491,0.70519,0.71472,1.0818,1.0151,0.96885,0.71025,0.91284,1.0054,0.89572,0.85238,0.71805,0.76106,0.9644
Q9Y282;Q9Y282-3;Q9Y282-2,Endoplasmic reticulum-Golgi intermediate compartment protein 3,ERGIC3,Ergic/cisGolgi,0.88913,1.0214,0.82145,0.77602,0.9968,0.90658,1.0107,0.84621,0.80074,1.0663,0.82808,1.0681,0.85007,0.70277,1.1337,0.95208,0.9113,0.8342,0.78653,0.97559,0.8222,0.79829,0.71086,0.72577,0.90599,0.8652,0.92306,0.75618,0.7343,1.026,0.79609,0.88528,0.66579,0.67035,0.94593,1.007,0.90878,0.66719,0.91325,0.99655,0.72107,0.76489,0.66165,0.7099,1.0673
Q9BS26,Endoplasmic reticulum resident protein 44,ERP44,Ergic/cisGolgi,1.2056,0.85297,0.8079,0.79682,0.86027,1.0885,0.87474,0.80214,0.72298,0.87393,1.0019,0.89064,0.77547,0.74551,0.87904,1.1904,0.76574,0.76082,0.68311,0.75177,1.0445,0.72788,0.67991,0.68109,0.72254,1.2919,0.72104,0.63974,0.62854,0.77016,1.1663,0.84636,0.69903,0.71441,0.86023,1.1505,0.83368,0.73003,0.97863,0.84458,1.1421,0.82502,0.73402,0.75052,0.89137
O14653;O14653-2;O14653-3,Golgi SNAP receptor complex member 2,GOSR2,Ergic/cisGolgi,0.81149,0.90515,0.94493,0.93731,1.1063,0.77784,0.89769,0.83498,0.81311,0.99211,0.81349,1.0497,0.90538,0.82643,1.0157,0.76583,0.84451,0.77564,0.77959,0.89989,0.71565,0.6914,0.85892,0.8472,0.82902,0.96027,0.83532,0.65819,0.62301,0.8424,0.74157,0.85377,0.66936,0.69459,0.99019,0.84752,0.81985,0.71148,1.0262,0.95095,0.78131,0.81567,0.69689,0.71546,0.90474
P49257,Protein ERGIC-53,LMAN1,Ergic/cisGolgi,1.2683,0.80789,0.80491,0.74847,0.8241,1.1536,0.81887,0.76231,0.69779,0.7702,1.0971,0.83766,0.77917,0.73261,0.87016,1.1848,0.74714,0.72971,0.69102,0.71658,1.131,0.64896,0.65468,0.66768,0.71015,1.3172,0.70471,0.60193,0.6103,0.81077,1.1232,0.80182,0.67789,0.69048,0.86555,1.1352,0.83599,0.70595,0.93158,0.84397,1.1119,0.75699,0.6928,0.73725,0.90394
Q12907,Vesicular integral-membrane protein VIP36,LMAN2,Ergic/cisGolgi,1.1833,0.96921,0.81978,0.71492,0.82674,1.1238,0.95782,0.79643,0.69217,0.81388,1.0716,1.0294,0.7825,0.7135,0.8978,1.2048,0.89429,0.74366,0.61026,0.70757,1.04,0.77484,0.67241,0.66063,0.75315,1.2443,0.84601,0.62674,0.57006,0.73304,1.1493,0.98645,0.69924,0.59967,0.81207,1.1256,0.8812,0.67474,0.85282,0.77114,1.0985,0.9064,0.68714,0.69125,0.8
Q9H0V9;Q9H0V9-2;Q9H0V9-3,VIP36-like protein,LMAN2L,Ergic/cisGolgi,1.134,0.89247,0.78588,0.82533,0.82817,1.1729,0.88123,0.78323,0.89554,0.88364,1.1345,1.1132,0.87258,0.74546,0.90754,1.2109,0.89463,0.82569,0.68348,0.7961,0.97348,0.90072,0.80977,0.64674,0.82273,1.5302,0.79087,0.88383,0.66277,0.82374,1.2493,0.82559,0.61592,0.67338,0.76368,1.1132,0.81735,0.77207,0.88223,0.86386,1.2471,0.97842,0.78331,0.71978,0.95485
Q8NI22;Q8NI22-2;Q8NI22-3,Multiple coagulation factor deficiency protein 2,MCFD2,Ergic/cisGolgi,1.3288,0.86412,0.79381,0.80475,0.92939,1.189,0.84005,0.80544,0.76808,0.80003,1.3175,0.86446,0.79445,0.77646,0.89631,1.2048,0.78079,0.77568,0.74154,0.77174,1.1688,0.73367,0.65033,0.72571,0.76021,1.3454,0.76076,0.64279,0.65828,0.85919,1.1921,0.83388,0.746,0.74826,0.82766,1.1278,0.86113,0.83129,1.0061,0.88492,1.202,0.78062,0.71749,0.81604,0.91267
P61019;P61019-2,Ras-related protein Rab-2A,RAB2A,Ergic/cisGolgi,0.98341,0.87131,0.91095,1.096,1.4833,0.93611,0.85533,0.81559,0.96169,1.2206,0.90433,0.95018,0.90689,1.0626,1.3233,1.0174,0.75077,0.74159,0.96084,1.2334,0.88761,0.68303,0.64386,0.89884,1.0658,1.02,0.77755,0.66636,0.79458,1.0734,0.93323,0.77362,0.61127,0.86599,1.2323,1.0682,0.83438,0.67788,1.1179,1.2015,0.93869,0.8256,0.70698,0.8874,1.171
Q13190;Q13190-2;Q13190-4;Q13190-3,Syntaxin-5,STX5,Ergic/cisGolgi,0.89758,0.8093,0.8745,0.90476,1.0639,0.77734,0.7969,0.78961,0.86378,1.0694,0.71432,0.88264,0.89033,0.82705,1.0836,0.84713,0.7585,0.73019,0.90158,1.0683,0.81826,0.63751,0.68314,0.8764,0.98224,0.94489,0.65796,0.66167,0.71496,1.0067,0.79097,0.8052,0.73393,0.73962,0.97172,0.82658,0.78052,0.6805,1.1075,1.086,0.81415,0.77152,0.68186,0.76572,1.0026
O15260;O15260-2;O15260-3,Surfeit locus protein 4,SURF4,Ergic/cisGolgi,1.3638,0.93472,0.8195,0.74013,0.7404,1.2698,0.93717,0.80892,0.6767,0.67742,1.3769,0.97382,0.82562,0.71638,0.79309,1.3331,0.84302,0.78287,0.72403,0.67325,1.2128,0.76776,0.68121,0.64215,0.6201,1.4423,0.79562,0.67439,0.62911,0.67347,1.1884,0.78281,0.85152,0.79375,0.66236,1.2152,0.93917,0.86024,1.0015,0.83677,1.3349,0.85255,0.79296,0.71286,0.79638
