Protein.ID,TAIR.annotation,Gene.name,Gene.family,markers,Localization.assigned.by.the.Naive.Bayesian.classifier_start.below.threshold.,Average.Posterior.Probability,Known.Predicted.function,Refered.to.in.discussion.or.figures,Previous.high.confidence.localizations.see.Supplementary.references.,Proteins.with.one.TMD.used.in.the.TMD.analysis,TMD.Span.start,TMD.Span.end,Orientation.of.the.TMD,Number.of.four.plex.labelings.in.which.the.protein.is.observed,LOPIT1A_114,LOPIT1A_115,LOPIT1A_116,LOPIT1A_117,LOPIT1B_114,LOPIT1B_115,LOPIT1B_116,LOPIT1B_117,LOPIT2A_114,LOPIT2A_115,LOPIT2A_116,LOPIT2A_117,LOPIT2B_114,LOPIT2B_115,LOPIT2B_116,LOPIT2B_117,LOPIT3A_114,LOPIT3A_115,LOPIT3A_116,LOPIT3A_117,LOPIT3B_114,LOPIT3B_115,LOPIT3B_116,LOPIT3B_117,LOPIT4A_114,LOPIT4A_115,LOPIT4A_116,LOPIT4A_117,LOPIT4B_114,LOPIT4B_115,LOPIT4B_116,LOPIT4B_117
AT1G28340,"receptor like protein 4 (RLP4); INVOLVED IN: signal transduction; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Malectin/receptor-like protein kinase (InterPro:IPR021720), Leucine-rich repeat (InterPro:IPR001611); BEST Arabidopsis thaliana protein match is: Di-glucose binding protein with Leucine-rich repeat domain (TAIR:AT1G25570.1); Has 80698 Blast hits to 16677 proteins in 704 species: Archae - 13; Bacteria - 1525; Metazoa - 2886; Fungi - 292; Plants - 72469; Viruses - 0; Other Eukaryotes - 3513 (source: NCBI BLink).",RLP4,"LRR protein kinase",,Golgi/TGN,1,"Malectin/LRR receptor-like protein kinase","novel Golgi protein localised in this study",,TMD-Golgi,550,572,N-Outside,6,0.1606666667,0.354,0.29,0.195,0.20675,0.36425,0.2665,0.1625,0.1005,0.312,0.348,0.239,0.1345,0.2925,0.329,0.244,0.1659814089,0.2642976983,0.2866961004,0.2830193986,0.1446445566,0.293779765,0.3027052913,0.2588333198,0.2236,0.2356,0.2726,0.268,0.19,0.195,0.329,0.286
AT1G25570,"Di-glucose binding protein with Leucine-rich repeat domain; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Malectin/receptor-like protein kinase (InterPro:IPR021720), Leucine-rich repeat (InterPro:IPR001611); BEST Arabidopsis thaliana protein match is: receptor like protein 4 (TAIR:AT1G28340.1); Has 39900 Blast hits to 11672 proteins in 418 species: Archae - 2; Bacteria - 388; Metazoa - 87; Fungi - 9; Plants - 38059; Viruses - 0; Other Eukaryotes - 1355 (source: NCBI BLink).",,"LRR protein kinase",,Golgi/TGN,0.98,"Malectin/LRR receptor-like protein kinase","novel Golgi protein localised in this study",,TMD-Golgi,554,576,N-Outside,5,0.253,0.292,0.231,0.225,0.1988333333,0.3948333333,0.2418333333,0.1645,0.1116673596,0.3265884645,0.3290345844,0.232664883,0.115,0.301,0.313,0.27,0.1696911474,0.2541258386,0.2705124262,0.3056069065,0.1501739285,0.2849908922,0.3019916133,0.2628058214,0.21425,0.23,0.264875,0.290875,0.165,0.225,0.318,0.292
AT5G61240,"Leucine-rich repeat (LRR) family protein; CONTAINS InterPro DOMAIN/s: Leucine-rich repeat, typical subtype (InterPro:IPR003591), Leucine-rich repeat-containing N-terminal domain, type 2 (InterPro:IPR013210), Leucine-rich repeat (InterPro:IPR001611); BEST Arabidopsis thaliana protein match is: Leucine-rich repeat (LRR) family protein (TAIR:AT1G13910.1).",,"LRR protein kinase",,Golgi/TGN,1,"PGIP, LRR-PK",,"Golgi LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",,NA,NA,,8,0.1156666667,0.2073333333,0.3643333333,0.3126666667,0.0893333333,0.23,0.354,0.3266666667,0.031,0.18,0.5283333333,0.2616666667,0.0954166667,0.22675,0.4253333333,0.2525833333,0.1195,0.282,0.29,0.3085,0.1192,0.365,0.2224,0.2928,0.1848181818,0.2673636364,0.3013636364,0.2465454545,0.165,0.2365,0.2955,0.3025
AT5G42090,"Lung seven transmembrane receptor family protein; LOCATED IN: endomembrane system, integral to membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Transmembrane receptor, eukaryota (InterPro:IPR009637); BEST Arabidopsis thaliana protein match is: Lung seven transmembrane receptor family protein (TAIR:AT5G18520.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",,"Lung 7 TM",,Golgi/TGN,1,"Signal receptor","novel Golgi protein localised in this study",,,NA,NA,,8,0.122,0.249,0.467,0.161,0.122,0.3214,0.2544,0.302,0.056,0.375,0.3805,0.189,0.0982,0.2982,0.326,0.2782,0.135125,0.290875,0.3215,0.252125,0.115,0.323,0.325,0.237,0.2723333333,0.2914666667,0.2458666667,0.1902666667,0.16125,0.28825,0.29975,0.251
AT3G62370,"heme binding; FUNCTIONS IN: heme binding; INVOLVED IN: oxidation reduction; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome c-552/DMSO reductase-like, haem-binding domain (InterPro:IPR019020); Has 36 Blast hits to 36 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 34; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).",,"heme binding",,Golgi/TGN,0.99,Oxidoreductase,"novel Golgi protein localised in this study",,TMD-Golgi,326,348,N-Outside,5,0.13,0.391,0.306,0.173,0.229,0.343,0.295,0.134,0.0985825939,0.3765120406,0.378222913,0.1466629869,0.1247549352,0.3551765752,0.3431600558,0.1768611761,0.179,0.269,0.289,0.262,0.057,0.338,0.296,0.309,0.1873333333,0.2556666667,0.2926666667,0.264,0.1540678765,0.2688074557,0.2893913938,0.2876658733
AT4G12290,"Copper amine oxidase family protein; FUNCTIONS IN: quinone binding, primary amine oxidase activity, copper ion binding; INVOLVED IN: oxidation reduction, amine metabolic process; LOCATED IN: vacuole; CONTAINS InterPro DOMAIN/s: Copper amine oxidase, N-terminal (InterPro:IPR016182), Copper amine oxidase, N2-terminal (InterPro:IPR015800), Copper amine oxidase, N2/N3-terminal (InterPro:IPR015801), Copper amine oxidase, N3-terminal (InterPro:IPR015802), Copper amine oxidase (InterPro:IPR000269), Copper amine oxidase, C-terminal (InterPro:IPR015798); BEST Arabidopsis thaliana protein match is: Copper amine oxidase family protein (TAIR:AT1G62810.1); Has 1550 Blast hits to 1547 proteins in 275 species: Archae - 14; Bacteria - 376; Metazoa - 251; Fungi - 449; Plants - 243; Viruses - 0; Other Eukaryotes - 217 (source: NCBI BLink).",,"Copper amine oxidase",,Golgi/TGN,0.79,Oxidoreductase,"novel Golgi protein localised in this study",,TMD-Golgi,5,27,N-Inside,3,0.1776350519,0.2574719874,0.2930580024,0.2718291843,0.2169792216,0.2352331863,0.2915401553,0.2562690377,0.1645532717,0.2544513862,0.3259623275,0.2549962377,0.169922703,0.2501189797,0.3197155259,0.2602104647,0.175,0.256,0.299,0.27,0.1375080534,0.3166204709,0.2583042903,0.2875627536,0.183,0.2598333333,0.2995,0.2575,0.3095,0.2115,0.236,0.2435
AT2G43350,"Glutathione peroxidase. Functions as both a redox transducer and a scavenger in abscisic acid and drought stress responses. Interacts with ABI2 and ABI1.",GPX3,"Glutathione peroxidase",,Golgi/TGN,0.78,"Glutathione peroxidase","novel Golgi protein localised in this study","ER/Vacuole LOPIT (Sadowski et al., 2008)",,NA,NA,,8,0.2053888889,0.2963333333,0.2663888889,0.2317222222,0.3089,0.2287,0.2384,0.224,0.1761666667,0.2446666667,0.322,0.2571666667,0.1958,0.2602,0.3176,0.2262,0.1668,0.277,0.2998,0.2562,0.1578,0.3652,0.2346,0.2414,0.3008,0.2284,0.2652,0.2052,0.232,0.221,0.249,0.298
AT5G54830,"DOMON domain-containing protein / dopamine beta-monooxygenase N-terminal domain-containing protein; FUNCTIONS IN: dopamine beta-monooxygenase activity, monooxygenase activity; INVOLVED IN: histidine catabolic process, metabolic process; LOCATED IN: endomembrane system, integral to membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome b561, eukaryote (InterPro:IPR004877), Electron transfer DM13 (InterPro:IPR019545), DOMON related (InterPro:IPR005018), Cytochrome b561/ferric reductase transmembrane (InterPro:IPR006593), DOMON (InterPro:IPR013050); BEST Arabidopsis thaliana protein match is: Cytochrome b561/ferric reductase transmembrane with DOMON related domain (TAIR:AT3G61750.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",,"Oxidoreductase/cytochrome b, DOMON domain",,Golgi/TGN,1,Oxidoreductase,"novel Golgi protein localised in this study",,,NA,NA,,5,0.1392491481,0.2760785317,0.3094784232,0.2751890266,0.185652812,0.2661970317,0.2955115013,0.2526236446,0.086,0.2906666667,0.38,0.2433333333,0.12775,0.3105,0.33675,0.225,0.1394285714,0.2735714286,0.2877142857,0.2997142857,0.0826666667,0.307,0.3003333333,0.3096666667,0.2324,0.2536,0.2552,0.2588,0.1879939597,0.2358469367,0.2795208359,0.2965954315
AT5G25610,"responsive to dehydration 22 (RD22) mediated by ABA",RD22,"BURP domain",,Golgi/TGN,0.99,"BURP domain","novel Golgi protein localised in this study",,,NA,NA,,4,0.12,0.275,0.346,0.258,0.309,0.336,0.185,0.17,0.1161270036,0.3479809556,0.3474388781,0.1883882344,0.1509728621,0.3423517817,0.3039465766,0.2027008464,0.099,0.268,0.3435,0.2885,0.1425664991,0.2923399439,0.3024676219,0.2625485957,0.235,0.241,0.237,0.287,0.1995898111,0.2274545678,0.2694212201,0.3035093934
AT1G05070,"Protein of unknown function (DUF1068); CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1068 (InterPro:IPR010471); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF1068) (TAIR:AT2G32580.1); Has 119 Blast hits to 119 proteins in 15 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 0; Plants - 116; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).",,DUF1068,,Golgi/TGN,0.87,unknown,,"Golgi LOPIT (Dunkley et al., 2006)",TMD-Golgi,7,29,N-Inside,4,0.1285,0.233,0.298,0.341,0.202,0.1933333333,0.3293333333,0.2753333333,0.099,0.218,0.423,0.26,0.0735,0.209,0.3445,0.373,0.1726525515,0.2189605591,0.2997103741,0.3086462592,0.1252976003,0.3242427255,0.246660711,0.3038050128,0.200022348,0.2385284338,0.2739813926,0.2874855396,0.2035054415,0.2195743231,0.2781577922,0.2987282626
AT4G30996,"NKS1, a plant-specific gene, encodes a 19 kDa endomembrane-localized protein. It is part of SOS independent ion homeostasis regulation pathway.",NKS1,DUF1068,,Golgi/TGN,1,unknown,"novel Golgi protein localised in this study",,TMD-Golgi,12,30,N-Inside,4,0.125,0.2,0.334,0.34,0.153,0.19,0.344,0.313,0.068,0.193,0.477,0.261,0.0865714286,0.2532857143,0.3714285714,0.2888571429,0.1277894299,0.2303620102,0.3460334616,0.2957701903,0.0977339766,0.3585771108,0.2275481167,0.3161387841,0.2059748865,0.252490626,0.2710573681,0.2705020726,0.1795013688,0.241677374,0.283485597,0.2952819452
AT4G21700,"Protein of unknown function (DUF2921); INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 12 plant structures; EXPRESSED DURING: LP.04 four leaves visible, 4 anthesis, LP.10 ten leaves visible, petal differentiation and expansion stage, E expanded cotyledon stage; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2921 (InterPro:IPR021319); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF2921) (TAIR:AT1G52780.1); Has 127 Blast hits to 111 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 127; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",,DUF2921,,Golgi/TGN,1,unknown,"novel Golgi protein localised in this study",,,NA,NA,,5,0.1185,0.32,0.2825,0.2785,0.193,0.278,0.2866666667,0.2423333333,0.089,0.3875,0.315,0.209,0.1275,0.30625,0.3235,0.24275,0.1103239477,0.2839712713,0.3200497688,0.2856193788,0.1349702604,0.30342488,0.2959166536,0.2656323407,0.234,0.272,0.252,0.2425,0.1722447652,0.2512894692,0.2926328429,0.283815984
AT2G22795,"unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G37820.1); Has 799854 Blast hits to 188815 proteins in 4452 species: Archae - 4529; Bacteria - 144236; Metazoa - 287749; Fungi - 87083; Plants - 43826; Viruses - 3662; Other Eukaryotes - 228769 (source: NCBI BLink).",,DUF2570,,Golgi/TGN,1,unknown,"novel Golgi protein localised in this study",,,NA,NA,,7,0.1177142857,0.186,0.4197142857,0.2764285714,0.0487,0.203,0.4134,0.3348,0.045,0.2365,0.4568333333,0.2616666667,0.0458571429,0.2518571429,0.4277142857,0.2747142857,0.0596666667,0.2654444444,0.4827777778,0.1924444444,0.0567579887,0.4113392095,0.2065797005,0.3253449408,0.2126315789,0.2857368421,0.2912105263,0.2105263158,0.085,0.252,0.343,0.32
AT4G33740,"unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G37820.1); Has 138210 Blast hits to 73191 proteins in 2959 species: Archae - 732; Bacteria - 18006; Metazoa - 48521; Fungi - 16820; Plants - 7078; Viruses - 1046; Other Eukaryotes - 46007 (source: NCBI BLink).",,DUF2570,,Golgi/TGN,1,unknown,"novel Golgi protein localised in this study",,,NA,NA,,7,0.076,0.18,0.398,0.347,0.1686666667,0.223,0.333,0.275,0.017,0.157,0.54,0.286,0.104,0.2375,0.3575,0.3005,0.034,0.323,0.51,0.133,0.128,0.3256666667,0.2546666667,0.2923333333,0.236,0.268,0.234,0.261,0.1738327613,0.2702344948,0.2858731812,0.2699576549
AT4G37820,"unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G22795.1); Has 433572 Blast hits to 177005 proteins in 4263 species: Archae - 2016; Bacteria - 67591; Metazoa - 157995; Fungi - 49745; Plants - 22011; Viruses - 2192; Other Eukaryotes - 132022 (source: NCBI BLink).",,DUF2570,,Golgi/TGN,1,unknown,,"Golgi LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",TMD-Golgi,13,35,N-Inside,8,0.152,0.2295,0.3305,0.288,0.0943333333,0.2153333333,0.3593333333,0.3303333333,0.051,0.2015,0.48325,0.26375,0.076,0.233,0.459,0.232,0.0795,0.262,0.4485,0.21,0.098,0.42,0.2135,0.2685,0.2091666667,0.3056666667,0.2831666667,0.2018333333,0.16,0.301,0.288,0.251
AT1G52780,"Protein of unknown function (DUF2921); FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: membrane; EXPRESSED IN: cultured cell, callus, leaf; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2921 (InterPro:IPR021319); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF2921) (TAIR:AT4G21700.1); Has 114 Blast hits to 99 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 114; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",,DUF2921,,Golgi/TGN,1,unknown,"novel Golgi protein localised in this study",,,NA,NA,,8,0.118,0.3373636364,0.3295454545,0.215,0.1797272727,0.3615454545,0.2858181818,0.1727272727,0.093,0.41,0.3215555556,0.1754444444,0.13625,0.3690625,0.299125,0.195625,0.1211176471,0.3005294118,0.3192941176,0.2592941176,0.137826087,0.3025652174,0.3174782609,0.2421304348,0.2739583333,0.2730416667,0.2414583333,0.2114583333,0.1432,0.2906,0.2999,0.2661
AT1G43130,"like COV 2 (LCV2); CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF502 (InterPro:IPR007462); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF502) (TAIR:AT2G20120.1); Has 2432 Blast hits to 2432 proteins in 576 species: Archae - 20; Bacteria - 1089; Metazoa - 1; Fungi - 0; Plants - 154; Viruses - 0; Other Eukaryotes - 1168 (source: NCBI BLink).",LCV2,DUF502,,Golgi/TGN,1,unknown,"novel Golgi protein localised in this study",,,NA,NA,,4,0.111,0.272,0.3726666667,0.2446666667,0.0735,0.4575,0.2855,0.183,-0.007689872,0.4084117687,0.446818699,0.1523211224,0.0450978598,0.3901611064,0.3927606749,0.1719848558,0.0434801459,0.324310487,0.3796260781,0.252508277,0.076,0.312,0.325,0.287,0.2322222222,0.3062222222,0.2594444444,0.2021111111,0.1287224476,0.278749349,0.2966513082,0.2958388137
AT4G15610,"Uncharacterised protein family (UPF0497); CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0497, trans-membrane plant (InterPro:IPR006702), Uncharacterised protein family UPF0497, trans-membrane plant subgroup (InterPro:IPR006459); BEST Arabidopsis thaliana protein match is: Uncharacterised protein family (UPF0497) (TAIR:AT3G06390.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",,DUF588,,Golgi/TGN,1,unknown,"novel Golgi protein localised in this study",,,NA,NA,,3,0.1469849086,0.2699147713,0.3118396328,0.2712712753,0.1781554612,0.2632701202,0.3065750634,0.2519790612,0.1180772653,0.2811953584,0.3965380567,0.2041167718,0.1284486853,0.283992934,0.3620481015,0.2254840316,0.1666666667,0.2636666667,0.3286666667,0.2403333333,0.085,0.3866666667,0.2696666667,0.2583333333,0.217,0.254,0.244,0.2845,0.1967091354,0.2451461598,0.2736323293,0.2844542493
AT4G31430,"unknown protein; LOCATED IN: plasma membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",,Unknown,,Golgi/TGN,0.99,unknown,"novel Golgi protein localised in this study","PM LOPIT (Dunkley et al., 2006)",,NA,NA,,7,0.1567174769,0.2754549302,0.2830286554,0.284769896,0.2443333333,0.276,0.2346666667,0.245,0.099,0.195,0.383,0.322,0.096,0.211,0.3775,0.3145,0.1296666667,0.2786666667,0.302,0.29,0.171,0.22,0.341,0.269,0.259,0.255,0.217,0.269,0.262,0.188,0.247,0.303
AT3G51580,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages.",,Unknown,,Golgi/TGN,1,unknown,"novel Golgi protein localised in this study",,,NA,NA,,3,0.1693333333,0.2803333333,0.2693333333,0.281,0.077,0.294,0.318,0.311,0.0950240637,0.2674873156,0.3331103198,0.3043762282,0.1464,0.2402,0.3124,0.3008,0.1435238067,0.2322250693,0.290295839,0.3339175261,0.1198471823,0.3173802404,0.2529425655,0.309802265,0.1875120361,0.2346025824,0.2795609018,0.2983460285,0.1635166035,0.2333507497,0.2942991274,0.3088013988
AT1G27300,"unknown protein; Has 54 Blast hits to 54 proteins in 19 species: Archae - 0; Bacteria - 0; Metazoa - 11; Fungi - 6; Plants - 34; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink).",,Unknown,,Golgi/TGN,0.94,unknown,"novel Golgi protein localised in this study",,TMD-Golgi,107,124,N-Inside,3,0.0728043513,0.1923286491,0.3548181586,0.3800933585,0.043746519,0.2167125356,0.3834436568,0.3560804444,0.0426697143,0.1934283673,0.4200061483,0.3438817095,0.0502872662,0.2142229466,0.4096886314,0.3258226704,0.0943902108,0.2319111408,0.3725489942,0.3011339288,0.09,0.528,0.144,0.239,0.173,0.259,0.291,0.276,0.112,0.225,0.373,0.2895
AT1G64385,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Has 66 Blast hits to 66 proteins in 21 species: Archae - 0; Bacteria - 0; Metazoa - 6; Fungi - 4; Plants - 51; Viruses - 0; Other Eukaryotes - 5 (source: NCBI BLink).",,Unknown,,Golgi/TGN,1,unknown,"novel Golgi protein localised in this study",,TMD-Golgi,244,266,N-Outside,4,0.1165564879,0.2653001532,0.330196656,0.2879420995,0.1424089777,0.2492011493,0.3295058064,0.2787664626,0.0731345392,0.2783193441,0.3899377766,0.2585356657,0.1185,0.2695,0.375,0.237,0.0865,0.279,0.3675,0.2665,0.1000406652,0.3538942388,0.2515953086,0.2944672328,0.2125,0.2985,0.2865,0.2025,0.095,0.325,0.308,0.271
AT2G20060,"Ribosomal protein L4/L1 family; FUNCTIONS IN: structural constituent of ribosome, rRNA binding; INVOLVED IN: translation; LOCATED IN: ribosome, intracellular, chloroplast, large ribosomal subunit; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L4 (InterPro:IPR015498), Ribosomal protein L4/L1e, bacterial-type (InterPro:IPR013005), Ribosomal protein L4/L1e (InterPro:IPR002136); BEST Arabidopsis thaliana protein match is: ribosomal protein L4 (TAIR:AT1G07320.4); Has 8236 Blast hits to 8236 proteins in 2694 species: Archae - 70; Bacteria - 5573; Metazoa - 121; Fungi - 129; Plants - 100; Viruses - 0; Other Eukaryotes - 2243 (source: NCBI BLink).",RPL4/L1,"Ribosomal protein L4/L1",,Golgi/TGN*,0.62,"protein synthesis",,Ribosome,,NA,NA,,5,0.189,0.242,0.264,0.305,0.035,0.267,0.351,0.347,0.134,0.178,0.432,0.256,0.052,0.199,0.3795,0.369,0.1749262134,0.1906897101,0.2809686843,0.353369443,0.1123317328,0.3374820619,0.2263370975,0.3238574459,0.192,0.216,0.232,0.36,0.2024693073,0.1972684863,0.2668824173,0.3332967082
AT2G25260,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G25265.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",,GT8R,,Golgi/TGN*,0.62,"Non-CAZy GT, GT8R",,,,NA,NA,,4,0.1776821303,0.0891522781,0.3315146902,0.4017978189,0.0892677976,0.1580609997,0.3962124133,0.3565184635,0.1789147191,0.0629817783,0.4500208352,0.307905283,0.084,0.121,0.462,0.333,0.3261112056,0.139286388,0.2960421343,0.2385536617,0.071,0.432,0.155,0.341,0.166,0.238,0.308,0.288,0.457,0.158,0.171,0.213
AT4G08810,"Calcium binding protein involved in cryptochrome and phytochrome coaction",SUB1,SUB1R,,Golgi/TGN*,0.55,"Non-CAZy GT, GT65R",,,,NA,NA,,6,0.093,0.328,0.3,0.279,0.2936666667,0.262,0.2306666667,0.2136666667,0.082,0.412,0.296,0.211,0.1446666667,0.3176666667,0.2856666667,0.252,0.2114942073,0.2659524892,0.2748292131,0.2476717591,0.1762270674,0.2726049346,0.3205626554,0.230611051,0.1893333333,0.2496666667,0.336,0.2246666667,0.401,0.186,0.213,0.201
