Protein Group Information,,,,Normalized TMT 10-plex reporter ion values,,,,,,,,,
UniProt ID,UniProt Description,Peptides,PSMs,126,127N,127C,128N,128C,129N,129C,130N,130C,131
A6PWY4-2,Isoform 2 of WD repeat-containing protein 76 GN=Wdr76 - [WDR76_MOUSE],10,17,0.2079,0.0511,0.0542,0.0287,0.0571,0.0542,0.0739,0.1339,0.1880,0.1509
P42209,Septin-1 GN=Sept1 PE=2 SV=2 - [SEPT1_MOUSE],10,17,0.0808,0.1239,0.0935,0.0545,0.0889,0.0743,0.0587,0.1715,0.0683,0.1857
P59017,Bcl-2-like protein 13 GN=Bcl2l13 PE=1 SV=2 - [B2L13_MOUSE],10,17,0.0443,0.0393,0.0375,0.0287,0.0622,0.1245,0.2393,0.1918,0.0350,0.1974
P62869,Transcription elongation factor B polypeptide 2 GN=Tceb2 PE=1 SV=1 - [ELOB_MOUSE],10,17,0.4416,0.1002,0.1034,0.0502,0.0749,0.0493,0.0296,0.0577,0.0407,0.0523
P63085,Mitogen-activated protein kinase 1 GN=Mapk1 PE=1 SV=3 - [MK01_MOUSE],10,17,0.2391,0.1421,0.1214,0.0612,0.0821,0.0770,0.0605,0.0752,0.0490,0.0924
Q52KI8,Serine/arginine repetitive matrix protein 1 GN=Srrm1 PE=1 SV=2 - [SRRM1_MOUSE],10,17,0.2291,0.0340,0.0504,0.0202,0.0323,0.0654,0.0802,0.1160,0.2249,0.1474
Q60710,SAM domain and HD domain-containing protein 1 GN=Samhd1 PE=1 SV=2 - [SAMH1_MOUSE],10,17,0.4546,0.0501,0.0693,0.0232,0.0418,0.0525,0.0481,0.1036,0.0507,0.1062
Q8BUE4,Apoptosis-inducing factor 2 GN=Aifm2 PE=2 SV=1 - [AIFM2_MOUSE],10,17,0.0520,0.1747,0.1099,0.0934,0.1056,0.1168,0.0866,0.0988,0.0417,0.1205
Q8BYK6-3,Isoform 3 of YTH domain family protein 3 GN=Ythdf3 - [YTHD3_MOUSE],10,17,0.2424,0.0857,0.0760,0.0414,0.0661,0.0731,0.0591,0.0968,0.1128,0.1465
Q91WM2,Cat eye syndrome critical region protein 5 homolog GN=Cecr5 PE=2 SV=1 - [CECR5_MOUSE],10,17,0.0315,0.0307,0.0281,0.0189,0.0436,0.0846,0.1621,0.3046,0.0357,0.2603
Q99J09,Methylosome protein 50 GN=Wdr77 PE=1 SV=1 - [MEP50_MOUSE],10,17,0.4445,0.0725,0.0946,0.0449,0.0675,0.0510,0.0437,0.0701,0.0536,0.0576
Q99JT1,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial GN=Pet112 PE=2 SV=1 - [GATB_MOUSE]",10,17,0.0466,0.0369,0.0475,0.0304,0.0511,0.0829,0.1486,0.2742,0.0438,0.2380
Q9CWT6,Probable ATP-dependent RNA helicase DDX28 GN=Ddx28 PE=2 SV=2 - [DDX28_MOUSE],10,17,0.0462,0.0446,0.0404,0.0276,0.0582,0.0934,0.2126,0.2142,0.0665,0.1962
Q9CXJ1,"Probable glutamate--tRNA ligase, mitochondrial GN=Ears2 PE=2 SV=1 - [SYEM_MOUSE]",10,17,0.0427,0.0311,0.0360,0.0236,0.0459,0.0931,0.1995,0.2593,0.0490,0.2200
Q9D753,Exosome complex component RRP43 GN=Exosc8 PE=2 SV=1 - [EXOS8_MOUSE],10,17,0.1858,0.0514,0.0566,0.0218,0.0411,0.0542,0.0739,0.1488,0.1887,0.1777
Q9D824-4,Isoform 4 of Pre-mRNA 3'-end-processing factor FIP1 GN=Fip1l1 - [FIP1_MOUSE],10,17,0.1704,0.0263,0.0416,0.0137,0.0336,0.0371,0.0480,0.0929,0.3622,0.1741
Q9Z265,Serine/threonine-protein kinase Chk2 GN=Chek2 PE=1 SV=1 - [CHK2_MOUSE],10,17,0.2169,0.0695,0.0637,0.0348,0.0514,0.0681,0.0896,0.1425,0.1131,0.1505
A2AR02,Peptidyl-prolyl cis-trans isomerase G GN=Ppig PE=1 SV=1 - [PPIG_MOUSE],10,16,0.2265,0.0282,0.0548,0.0194,0.0467,0.0455,0.0486,0.1025,0.2835,0.1443
O70551,SRSF protein kinase 1 GN=Srpk1 PE=1 SV=2 - [SRPK1_MOUSE],10,16,0.2513,0.0815,0.0784,0.0433,0.0654,0.0799,0.0721,0.0897,0.1013,0.1372
P52196,Thiosulfate sulfurtransferase GN=Tst PE=1 SV=3 - [THTR_MOUSE],10,16,0.0650,0.0424,0.0373,0.0275,0.0525,0.0851,0.1677,0.2511,0.0440,0.2275
P60670,Nuclear protein localization protein 4 homolog GN=Nploc4 PE=1 SV=3 - [NPL4_MOUSE],10,16,0.1747,0.0535,0.0543,0.0274,0.0453,0.0647,0.0838,0.2147,0.0842,0.1973
Q05CL8,La-related protein 7 GN=Larp7 PE=1 SV=2 - [LARP7_MOUSE],10,16,0.3001,0.0432,0.0628,0.0249,0.0496,0.0567,0.0648,0.0913,0.1961,0.1105
Q61666,Protein HIRA GN=Hira PE=1 SV=3 - [HIRA_MOUSE],10,16,0.0619,0.0297,0.0336,0.0161,0.0413,0.0493,0.1161,0.2383,0.1823,0.2313
Q6ZQK0,Condensin-2 complex subunit D3 GN=Ncapd3 PE=1 SV=3 - [CNDD3_MOUSE],10,16,0.1101,0.0260,0.0410,0.0201,0.0420,0.0491,0.1035,0.2040,0.1906,0.2137
Q8BW10,RNA-binding protein NOB1 GN=Nob1 PE=1 SV=1 - [NOB1_MOUSE],10,16,0.2972,0.0927,0.0941,0.0387,0.0737,0.0713,0.0552,0.1073,0.0492,0.1205
Q8C5L3-3,Isoform 3 of CCR4-NOT transcription complex subunit 2 GN=Cnot2 - [CNOT2_MOUSE],10,16,0.1221,0.0604,0.0531,0.0318,0.0762,0.0963,0.0734,0.1426,0.0624,0.2817
Q8R2S9,Actin-related protein 8 GN=Actr8 PE=2 SV=1 - [ARP8_MOUSE],10,16,0.1086,0.0319,0.0433,0.0180,0.0409,0.0418,0.0761,0.2292,0.1705,0.2397
Q91Z53,Glyoxylate reductase/hydroxypyruvate reductase GN=Grhpr PE=1 SV=1 - [GRHPR_MOUSE],10,16,0.3231,0.0939,0.1089,0.0490,0.0647,0.0592,0.0634,0.0924,0.0491,0.0963
Q91ZD4,Vang-like protein 2 GN=Vangl2 PE=1 SV=3 - [VANG2_MOUSE],10,16,0.0427,0.1632,0.1438,0.0795,0.1342,0.1415,0.0855,0.0803,0.0531,0.0762
Q99MK8,Beta-adrenergic receptor kinase 1 GN=Adrbk1 PE=2 SV=2 - [ARBK1_MOUSE],10,16,0.1691,0.1008,0.1059,0.0634,0.1017,0.0800,0.0613,0.1119,0.0800,0.1257
Q9CT10,Ran-binding protein 3 GN=Ranbp3 PE=1 SV=2 - [RANB3_MOUSE],10,16,0.5846,0.0436,0.0782,0.0199,0.0283,0.0268,0.0384,0.0587,0.0584,0.0630
Q9DBN5,"Lon protease homolog 2, peroxisomal GN=Lonp2 PE=2 SV=1 - [LONP2_MOUSE]",10,16,0.0535,0.0438,0.0427,0.0247,0.0492,0.1006,0.1464,0.2571,0.0580,0.2241
O09130,NFATC2-interacting protein GN=Nfatc2ip PE=1 SV=1 - [NF2IP_MOUSE],10,15,0.1682,0.0405,0.0476,0.0226,0.0425,0.0595,0.0899,0.2265,0.0999,0.2028
O35405,Phospholipase D3 GN=Pld3 PE=2 SV=1 - [PLD3_MOUSE],10,15,0.0556,0.0807,0.1650,0.1066,0.2060,0.1339,0.0628,0.0827,0.0287,0.0779
P70371,Telomeric repeat-binding factor 1 GN=Terf1 PE=1 SV=1 - [TERF1_MOUSE],10,15,0.0538,0.0189,0.0274,0.0137,0.0270,0.0454,0.1115,0.2342,0.2291,0.2388
Q5SF07,Insulin-like growth factor 2 mRNA-binding protein 2 GN=Igf2bp2 PE=1 SV=1 - [IF2B2_MOUSE],10,15,0.1656,0.0628,0.0643,0.0291,0.0503,0.0731,0.0861,0.1571,0.1299,0.1817
Q5SWD9,Pre-rRNA-processing protein TSR1 homolog GN=Tsr1 PE=2 SV=1 - [TSR1_MOUSE],10,15,0.3905,0.0743,0.0792,0.0317,0.0583,0.0606,0.0456,0.0732,0.0807,0.1060
Q64092-4,Isoform 4 of Transcription factor E3 GN=Tfe3 - [TFE3_MOUSE],10,15,0.0514,0.0662,0.0609,0.0363,0.0589,0.0515,0.0844,0.2547,0.1106,0.2249
Q6NVG5,Melanoregulin GN=Mreg PE=1 SV=1 - [MREG_MOUSE],10,15,0.0189,0.1173,0.1627,0.1434,0.2988,0.1214,0.0423,0.0400,0.0223,0.0330
Q8CIM8,Integrator complex subunit 4 GN=Ints4 PE=2 SV=1 - [INT4_MOUSE],10,15,0.1795,0.0367,0.0418,0.0204,0.0459,0.0430,0.0693,0.1619,0.1986,0.2030
Q9CZ42-3,Isoform 3 of ATP-dependent (S)-NAD(P)H-hydrate dehydratase GN=Carkd - [NNRD_MOUSE],10,15,0.0954,0.0546,0.0507,0.0292,0.0595,0.0980,0.1515,0.2128,0.0469,0.2013
Q9CZS1,"Aldehyde dehydrogenase X, mitochondrial GN=Aldh1b1 PE=2 SV=1 - [AL1B1_MOUSE]",10,15,0.0405,0.0308,0.0321,0.0217,0.0439,0.1019,0.2411,0.2327,0.0309,0.2245
Q9D1N9,"39S ribosomal protein L21, mitochondrial GN=Mrpl21 PE=2 SV=1 - [RM21_MOUSE]",10,15,0.0350,0.0265,0.0393,0.0252,0.0518,0.0942,0.1982,0.2312,0.0701,0.2284
Q9JHI5,"Isovaleryl-CoA dehydrogenase, mitochondrial GN=Ivd PE=1 SV=1 - [IVD_MOUSE]",10,15,0.0305,0.0351,0.0379,0.0235,0.0563,0.0898,0.1567,0.2852,0.0311,0.2539
O09174,Alpha-methylacyl-CoA racemase GN=Amacr PE=1 SV=4 - [AMACR_MOUSE],10,14,0.0478,0.0523,0.0457,0.0324,0.0533,0.1036,0.1339,0.2566,0.0531,0.2213
O35710-2,Isoform 2 of Nocturnin GN=Ccrn4l - [NOCT_MOUSE],10,14,0.0715,0.1492,0.1035,0.0628,0.0844,0.0811,0.1041,0.1616,0.0391,0.1429
O54782,Epididymis-specific alpha-mannosidase GN=Man2b2 PE=2 SV=2 - [MA2B2_MOUSE],10,14,0.0568,0.0891,0.1437,0.1092,0.1819,0.1375,0.0749,0.0946,0.0401,0.0723
P10287,Cadherin-3 GN=Cdh3 PE=2 SV=2 - [CADH3_MOUSE],10,14,0.0465,0.1236,0.1373,0.1138,0.1793,0.1379,0.0776,0.0873,0.0369,0.0599
Q5FWK3,Rho GTPase-activating protein 1 GN=Arhgap1 PE=1 SV=1 - [RHG01_MOUSE],10,14,0.2497,0.1156,0.1186,0.0635,0.0926,0.0707,0.0746,0.0790,0.0516,0.0840
Q61239,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha GN=Fnta PE=1 SV=1 - [FNTA_MOUSE],10,14,0.3486,0.1315,0.1375,0.0650,0.0810,0.0709,0.0502,0.0457,0.0281,0.0416
Q64096,Guanine nucleotide exchange factor DBS GN=Mcf2l PE=1 SV=2 - [MCF2L_MOUSE],10,14,0.0704,0.1338,0.1662,0.1088,0.1524,0.1020,0.0627,0.0815,0.0447,0.0775
Q71FD5,E3 ubiquitin-protein ligase ZNRF2 GN=Znrf2 PE=1 SV=1 - [ZNRF2_MOUSE],10,14,0.0530,0.1736,0.1360,0.0978,0.1732,0.1046,0.0668,0.0792,0.0425,0.0732
Q80YR4-2,Isoform 2 of Zinc finger protein 598 GN=Znf598 - [ZN598_MOUSE],10,14,0.1719,0.0582,0.0706,0.0316,0.0678,0.0878,0.0908,0.1406,0.0876,0.1931
Q811P8,Rho GTPase-activating protein 32 GN=Arhgap32 PE=1 SV=2 - [RHG32_MOUSE],10,14,0.1533,0.1575,0.1206,0.0693,0.1060,0.0966,0.0694,0.0898,0.0431,0.0943
Q8C561-2,Isoform 2 of LMBR1 domain-containing protein 2 GN=Lmbrd2 - [LMBD2_MOUSE],10,14,0.0227,0.0629,0.1195,0.1089,0.3237,0.1551,0.0645,0.0637,0.0233,0.0557
Q8CI33,CWF19-like protein 1 GN=Cwf19l1 PE=2 SV=2 - [C19L1_MOUSE],10,14,0.3612,0.0523,0.0700,0.0278,0.0482,0.0497,0.0529,0.0967,0.1286,0.1126
Q8K268,ATP-binding cassette sub-family F member 3 GN=Abcf3 PE=1 SV=1 - [ABCF3_MOUSE],10,14,0.2193,0.0800,0.0751,0.0404,0.0732,0.0786,0.0700,0.1555,0.0587,0.1494
Q8K2Q7,BRO1 domain-containing protein BROX GN=Brox PE=2 SV=1 - [BROX_MOUSE],10,14,0.2445,0.1363,0.1360,0.0786,0.1254,0.0849,0.0423,0.0686,0.0318,0.0516
Q922H1-2,Isoform 2 of Protein arginine N-methyltransferase 3 GN=Prmt3 - [ANM3_MOUSE],10,14,0.2718,0.1533,0.1254,0.0570,0.0656,0.0631,0.0529,0.0818,0.0532,0.0759
Q924W5,Structural maintenance of chromosomes protein 6 GN=Smc6 PE=2 SV=1 - [SMC6_MOUSE],10,14,0.0914,0.0293,0.0353,0.0153,0.0372,0.0527,0.0690,0.2091,0.2279,0.2329
Q9DBS5,Kinesin light chain 4 GN=Klc4 PE=1 SV=1 - [KLC4_MOUSE],10,14,0.1728,0.1127,0.0975,0.0532,0.0752,0.0788,0.0828,0.1381,0.0703,0.1187
Q9EPB4,Apoptosis-associated speck-like protein containing a CARD GN=Pycard PE=1 SV=1 - [ASC_MOUSE],10,14,0.4323,0.1116,0.1137,0.0524,0.0730,0.0528,0.0372,0.0452,0.0345,0.0472
Q9JK91,DNA mismatch repair protein Mlh1 GN=Mlh1 PE=2 SV=2 - [MLH1_MOUSE],10,14,0.0726,0.0618,0.0520,0.0285,0.0504,0.0583,0.0925,0.2535,0.1044,0.2261
Q9JKY0,Cell differentiation protein RCD1 homolog GN=Rqcd1 PE=1 SV=1 - [RCD1_MOUSE],10,14,0.1076,0.0760,0.0700,0.0368,0.0720,0.1220,0.1043,0.1206,0.0738,0.2169
Q9QZM4,Tumor necrosis factor receptor superfamily member 10B GN=Tnfrsf10b PE=2 SV=3 - [TR10B_MOUSE],10,14,0.0418,0.1934,0.1561,0.1126,0.1717,0.1124,0.0584,0.0729,0.0171,0.0636
Q9QZN0,F-box only protein 15 GN=Fbxo15 PE=1 SV=2 - [FBX15_MOUSE],10,14,0.2242,0.1133,0.1004,0.0583,0.0776,0.0684,0.0535,0.1204,0.0594,0.1245
Q9Z1K5,E3 ubiquitin-protein ligase ARIH1 GN=Arih1 PE=2 SV=3 - [ARI1_MOUSE],10,14,0.3147,0.1230,0.1055,0.0440,0.0769,0.0599,0.0482,0.0696,0.0948,0.0635
A6H611,Mitochondrial intermediate peptidase GN=Mipep PE=2 SV=1 - [MIPEP_MOUSE],10,13,0.0523,0.0401,0.0448,0.0323,0.0741,0.1003,0.1960,0.2148,0.0407,0.2047
B1AY10,Transcriptional repressor NF-X1 GN=Nfx1 PE=2 SV=1 - [NFX1_MOUSE],10,13,0.1865,0.0809,0.0897,0.0458,0.0949,0.0849,0.0822,0.1135,0.0822,0.1395
O55106,Striatin GN=Strn PE=1 SV=2 - [STRN_MOUSE],10,13,0.0987,0.0871,0.0853,0.0577,0.1337,0.1685,0.0884,0.1296,0.0428,0.1083
P29268,Connective tissue growth factor GN=Ctgf PE=2 SV=3 - [CTGF_MOUSE],10,13,0.0550,0.0908,0.1371,0.1063,0.1801,0.1070,0.0720,0.1103,0.0468,0.0946
P53811,Phosphatidylinositol transfer protein beta isoform GN=Pitpnb PE=1 SV=2 - [PIPNB_MOUSE],10,13,0.2491,0.0929,0.1009,0.0576,0.0895,0.0797,0.0767,0.1118,0.0365,0.1053
P58242,Acid sphingomyelinase-like phosphodiesterase 3b GN=Smpdl3b PE=1 SV=1 - [ASM3B_MOUSE],10,13,0.0350,0.2114,0.1796,0.1032,0.1257,0.0921,0.0593,0.0627,0.0644,0.0666
P58389,Serine/threonine-protein phosphatase 2A activator GN=Ppp2r4 PE=1 SV=1 - [PTPA_MOUSE],10,13,0.3573,0.0880,0.0974,0.0526,0.0828,0.0521,0.0563,0.0761,0.0519,0.0854
Q499X9,"Methionine--tRNA ligase, mitochondrial GN=Mars2 PE=2 SV=2 - [SYMM_MOUSE]",10,13,0.0489,0.0529,0.0505,0.0260,0.0538,0.0823,0.1792,0.2424,0.0556,0.2085
Q80WW9,DDRGK domain-containing protein 1 GN=Ddrgk1 PE=1 SV=2 - [DDRGK_MOUSE],10,13,0.0101,0.0441,0.0555,0.0445,0.1791,0.1917,0.1031,0.1885,0.0364,0.1471
Q8BIL5,Protein Hook homolog 1 GN=Hook1 PE=1 SV=2 - [HOOK1_MOUSE],10,13,0.2188,0.1163,0.1028,0.0573,0.0832,0.0943,0.0773,0.0873,0.0649,0.0978
Q8BJ37,Tyrosyl-DNA phosphodiesterase 1 GN=Tdp1 PE=2 SV=2 - [TYDP1_MOUSE],10,13,0.1638,0.0520,0.0483,0.0216,0.0407,0.0505,0.0757,0.1725,0.1834,0.1915
Q8BJ48,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase GN=Nagpa PE=2 SV=2 - [NAGPA_MOUSE],10,13,0.0282,0.0679,0.1436,0.1109,0.2715,0.1310,0.0640,0.0742,0.0336,0.0750
Q8CHW4,Translation initiation factor eIF-2B subunit epsilon GN=Eif2b5 PE=1 SV=1 - [EI2BE_MOUSE],10,13,0.4858,0.0982,0.0995,0.0337,0.0610,0.0424,0.0297,0.0554,0.0391,0.0551
Q8K2C7,Protein OS-9 GN=Os9 PE=1 SV=2 - [OS9_MOUSE],10,13,0.0144,0.0589,0.0811,0.0542,0.1261,0.2115,0.1140,0.1931,0.0325,0.1143
Q8K2M0,"39S ribosomal protein L38, mitochondrial GN=Mrpl38 PE=2 SV=2 - [RM38_MOUSE]",10,13,0.0402,0.0274,0.0400,0.0297,0.0554,0.0847,0.1618,0.2629,0.0742,0.2236
Q8VHX6-2,Isoform 2 of Filamin-C GN=Flnc - [FLNC_MOUSE],10,13,0.1287,0.0995,0.0713,0.0454,0.0796,0.0956,0.0890,0.1521,0.0884,0.1503
Q8VI36-2,Isoform Alpha of Paxillin GN=Pxn - [PAXI_MOUSE],10,13,0.2172,0.2234,0.1405,0.0884,0.0952,0.0750,0.0469,0.0442,0.0293,0.0400
Q8VI75,Importin-4 GN=Ipo4 PE=1 SV=1 - [IPO4_MOUSE],10,13,0.3777,0.0863,0.0779,0.0413,0.0684,0.0564,0.0509,0.0940,0.0630,0.0841
Q9JLZ8,Single Ig IL-1-related receptor GN=Sigirr PE=1 SV=2 - [SIGIR_MOUSE],10,13,0.0522,0.0996,0.1335,0.1254,0.1908,0.1192,0.0716,0.0851,0.0470,0.0758
Q9Z139,Tyrosine-protein kinase transmembrane receptor ROR1 GN=Ror1 PE=2 SV=2 - [ROR1_MOUSE],10,13,0.0432,0.2030,0.1488,0.0917,0.1599,0.1040,0.0727,0.0700,0.0330,0.0738
A2AWA9,Rab GTPase-activating protein 1 GN=Rabgap1 PE=2 SV=1 - [RBGP1_MOUSE],10,12,0.2723,0.1546,0.1268,0.0646,0.0744,0.0637,0.0548,0.0755,0.0409,0.0724
O89026,Roundabout homolog 1 GN=Robo1 PE=1 SV=1 - [ROBO1_MOUSE],10,12,0.0616,0.2164,0.1552,0.0956,0.1321,0.1000,0.0636,0.0780,0.0391,0.0585
P59110,Sentrin-specific protease 1 GN=Senp1 PE=2 SV=1 - [SENP1_MOUSE],10,12,0.0830,0.0583,0.0553,0.0359,0.0702,0.0628,0.0821,0.1634,0.1959,0.1930
P97789-3,Isoform 3 of 5'-3' exoribonuclease 1 GN=Xrn1 - [XRN1_MOUSE],10,12,0.2328,0.0963,0.0745,0.0356,0.0680,0.0579,0.0550,0.1307,0.0888,0.1604
Q3TZM9-2,"Isoform 2 of GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase GN=Alg11 - [ALG11_MOUSE]",10,12,0.0420,0.0553,0.0627,0.0570,0.1278,0.2090,0.1026,0.1687,0.0380,0.1369
Q5SYL3,UPF0378 protein KIAA0100 GN=Kiaa0100 PE=2 SV=1 - [K0100_MOUSE],10,12,0.0385,0.0779,0.0878,0.0580,0.1369,0.2042,0.1291,0.1320,0.0304,0.1051
Q91X43,SH3 domain-containing protein 19 GN=Sh3d19 PE=1 SV=2 - [SH319_MOUSE],10,12,0.1108,0.0987,0.0788,0.0421,0.0870,0.0921,0.0962,0.1729,0.0682,0.1531
Q9CWX2,"Complex I intermediate-associated protein 30, mitochondrial GN=Ndufaf1 PE=2 SV=2 - [CIA30_MOUSE]",10,12,0.0567,0.0340,0.0361,0.0233,0.0492,0.0818,0.1760,0.2431,0.0793,0.2206
Q9D074,E3 ubiquitin-protein ligase MGRN1 GN=Mgrn1 PE=1 SV=2 - [MGRN1_MOUSE],10,12,0.0496,0.1783,0.1759,0.0845,0.1374,0.1248,0.0731,0.0795,0.0272,0.0697
Q9JI19,Acidic fibroblast growth factor intracellular-binding protein GN=Fibp PE=2 SV=1 - [FIBP_MOUSE],10,12,0.0853,0.1995,0.1299,0.1013,0.1342,0.1007,0.0537,0.0789,0.0362,0.0803
Q9JLB9,Poliovirus receptor-related protein 3 GN=Pvrl3 PE=1 SV=1 - [PVRL3_MOUSE],10,12,0.0448,0.2441,0.1808,0.0986,0.1057,0.1153,0.0658,0.0615,0.0272,0.0563
Q9QYR6,Microtubule-associated protein 1A GN=Map1a PE=1 SV=2 - [MAP1A_MOUSE],10,12,0.2007,0.0627,0.0541,0.0316,0.0503,0.0640,0.0697,0.1870,0.0897,0.1902
Q9Z0J1,Reversion-inducing cysteine-rich protein with Kazal motifs GN=Reck PE=2 SV=2 - [RECK_MOUSE],10,12,0.0715,0.2013,0.1403,0.0730,0.1136,0.0915,0.0615,0.0916,0.0692,0.0864
O35280,Serine/threonine-protein kinase Chk1 GN=Chek1 PE=1 SV=2 - [CHK1_MOUSE],10,11,0.1580,0.0954,0.0791,0.0394,0.0694,0.0882,0.0874,0.1378,0.0917,0.1535
O70496,H(+)/Cl(-) exchange transporter 7 GN=Clcn7 PE=1 SV=1 - [CLCN7_MOUSE],10,11,0.0277,0.1019,0.1721,0.1287,0.2499,0.1195,0.0535,0.0550,0.0377,0.0540
O88466,Zinc finger protein 106 GN=Znf106 PE=1 SV=3 - [ZN106_MOUSE],10,11,0.1788,0.0347,0.0419,0.0185,0.0397,0.0486,0.0741,0.1356,0.2619,0.1663
Q3UL36,Arginine and glutamate-rich protein 1 GN=Arglu1 PE=1 SV=2 - [ARGL1_MOUSE],10,11,0.1528,0.0297,0.0526,0.0250,0.0463,0.0495,0.0654,0.1170,0.2257,0.2361
Q69ZR2,E3 ubiquitin-protein ligase HECTD1 GN=Hectd1 PE=1 SV=2 - [HECD1_MOUSE],10,11,0.3493,0.1400,0.1164,0.0447,0.0644,0.0543,0.0486,0.0814,0.0344,0.0664
Q6ZQK5,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 GN=Acap2 PE=1 SV=2 - [ACAP2_MOUSE]",10,11,0.1256,0.1372,0.0907,0.0664,0.1040,0.0830,0.0840,0.1389,0.0331,0.1371
Q7TNG5,Echinoderm microtubule-associated protein-like 2 GN=Eml2 PE=2 SV=1 - [EMAL2_MOUSE],10,11,0.3216,0.1156,0.0833,0.0490,0.0713,0.0521,0.0445,0.1072,0.0547,0.1006
Q8C8R3-4,Isoform 4 of Ankyrin-2 GN=Ank2 - [ANK2_MOUSE],10,11,0.0565,0.1987,0.1651,0.0904,0.1044,0.1093,0.0742,0.0774,0.0472,0.0769
Q8JZL1,Interleukin-17 receptor D GN=Il17rd PE=1 SV=1 - [I17RD_MOUSE],10,11,0.0625,0.1275,0.1362,0.1116,0.1778,0.1302,0.0580,0.0684,0.0500,0.0779
Q923J1,Transient receptor potential cation channel subfamily M member 7 GN=Trpm7 PE=1 SV=1 - [TRPM7_MOUSE],10,11,0.0539,0.1092,0.0959,0.0687,0.1200,0.1740,0.1200,0.1163,0.0504,0.0915
Q9WTS6-2,Isoform 2 of Teneurin-3 GN=Tenm3 - [TEN3_MOUSE],10,11,0.0526,0.1717,0.1257,0.1038,0.1075,0.1186,0.0738,0.0974,0.0537,0.0954
B2RRE7,OTU domain-containing protein 4 GN=Otud4 PE=1 SV=1 - [OTUD4_MOUSE],10,10,0.2966,0.0734,0.0709,0.0282,0.0594,0.0626,0.0687,0.1377,0.0709,0.1315
O89032-3,Isoform 3 of SH3 and PX domain-containing protein 2A GN=Sh3pxd2a - [SPD2A_MOUSE],10,10,0.0589,0.2003,0.1272,0.0681,0.0928,0.0952,0.0920,0.1060,0.0504,0.1091
Q3UHQ6,Protein dopey-2 GN=Dopey2 PE=2 SV=3 - [DOP2_MOUSE],10,10,0.1393,0.1245,0.1109,0.0630,0.1084,0.1075,0.0705,0.1115,0.0355,0.1289
Q505D1,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A GN=Ankrd28 PE=1 SV=1 - [ANR28_MOUSE],10,10,0.3185,0.1396,0.1053,0.0492,0.0841,0.0631,0.0423,0.0644,0.0567,0.0767
Q5SUQ9-2,Isoform 2 of CST complex subunit CTC1 GN=Ctc1 - [CTC1_MOUSE],10,10,0.3616,0.0788,0.0782,0.0339,0.0487,0.0561,0.0431,0.1234,0.0561,0.1200
Q8BGF3,WD repeat-containing protein 92 GN=Wdr92 PE=2 SV=1 - [WDR92_MOUSE],10,10,0.2001,0.0968,0.0834,0.0399,0.0675,0.0666,0.0645,0.1479,0.0793,0.1541
Q8CFE4,SCY1-like protein 2 GN=Scyl2 PE=1 SV=1 - [SCYL2_MOUSE],10,10,0.0643,0.0787,0.0856,0.0523,0.0724,0.0824,0.0705,0.1648,0.0981,0.2309
Q8R0K9,Transcription factor E2F4 GN=E2f4 PE=2 SV=1 - [E2F4_MOUSE],10,10,0.1484,0.0556,0.0538,0.0272,0.0468,0.0451,0.0721,0.2599,0.0831,0.2079
Q8R322,Nucleoporin GLE1 GN=Gle1 PE=2 SV=2 - [GLE1_MOUSE],10,10,0.0580,0.0423,0.0497,0.0265,0.0668,0.0669,0.0917,0.2088,0.1723,0.2171
Q8R366,Immunoglobulin superfamily member 8 GN=Igsf8 PE=1 SV=2 - [IGSF8_MOUSE],10,10,0.0399,0.1697,0.1512,0.1006,0.1733,0.1163,0.0742,0.0652,0.0404,0.0693
P62874,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 GN=Gnb1 PE=1 SV=3 - [GBB1_MOUSE],9,73,0.0250,0.2920,0.1953,0.1076,0.1304,0.1059,0.0458,0.0418,0.0208,0.0354
Q9R0Q7,Prostaglandin E synthase 3 GN=Ptges3 PE=1 SV=1 - [TEBP_MOUSE],9,43,0.4339,0.1304,0.1209,0.0514,0.0655,0.0585,0.0303,0.0398,0.0309,0.0385
P19536,"Cytochrome c oxidase subunit 5B, mitochondrial GN=Cox5b PE=1 SV=1 - [COX5B_MOUSE]",9,42,0.0196,0.0395,0.0435,0.0221,0.0494,0.0937,0.1975,0.2167,0.0977,0.2202
Q60605-2,Isoform Smooth muscle of Myosin light polypeptide 6 GN=Myl6 - [MYL6_MOUSE],9,42,0.0991,0.1766,0.1308,0.0712,0.0850,0.1024,0.0854,0.0946,0.0455,0.1093
P35278,Ras-related protein Rab-5C GN=Rab5c PE=1 SV=2 - [RAB5C_MOUSE],9,39,0.0458,0.1393,0.1455,0.0916,0.1788,0.1208,0.0897,0.0841,0.0283,0.0759
Q9D1R9,60S ribosomal protein L34 GN=Rpl34 PE=3 SV=2 - [RL34_MOUSE],9,39,0.1655,0.0692,0.0730,0.0414,0.0744,0.1174,0.0981,0.1103,0.0928,0.1578
