  Protein IDs,  Majority protein IDs,  Protein names,  Gene names,  Organelle,  Protein complex,  Main organelle_all,  Second organelle_all,  Alpha_all,  Corr_all,  Main organelle_LFD,  Second organelle_LFD,  Alpha_LFD,  Corr_LFD,  Main organelle_HFD3,  Second organelle_HFD3,  Alpha_HFD3,  Corr_HFD3,  Main organelle_HFD12,  Second organelle_HFD12,  Alpha_HFD12,  Corr_HFD12,,,,,,,,,,
Q9DBC3;E0CXC2;G3UZ59;D3Z491,Q9DBC3,Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1,Cmtr1,,,Cytoplasm,Endosome,0.352032,0.844209,Cytoplasm,Endosome,0.252395,0.838355,Cytoplasm,Endosome,0.487239,0.737634,Cytoplasm,Endosome,0.323378,0.662428,,,,,,,,,,
Q9DBG5,Q9DBG5,Perilipin-3,Plin3,,,Cytoplasm,LD,0.502534,0.962998,Cytoplasm,LD,0.384364,0.936327,Cytoplasm,LD,0.343414,0.964108,Cytoplasm,Golgi-LD,0.563415,0.947333,,,,,,,,,,
Q9DBK0,Q9DBK0,Acyl-coenzyme A thioesterase 12,Acot12,,,Cytoplasm,Peroxisome,0.390422,0.888832,Cytoplasm,Peroxisome,0.277751,0.871582,Cytoplasm,Peroxisome,0.297357,0.861764,Cytoplasm,Peroxisome,0.604108,0.914084,,,,,,,,,,
Q9DBS2;B1AX95,Q9DBS2;B1AX95,Tumor protein p63-regulated gene 1-like protein,Tprg1l;Tprgl,,,Endosome,Cytoplasm,0.286139,0.747706,Cytoplasm,Endosome,0.603941,0.605344,Endosome,Cytoplasm,0.2023,0.747862,Endosome,Golgi-LD,0.486966,0.404743,,,,,,,,,,
Q9DCD6;B1AR50,Q9DCD6;B1AR50,Gamma-aminobutyric acid receptor-associated protein,Gabarap,,,Cytoplasm,Endosome,0.205349,0.794017,Cytoplasm,Endosome,0.261763,0.661909,Cytoplasm,PM,0.109704,0.698386,Cytoplasm,Endosome,0.300531,0.63524,,,,,,,,,,
Q9DD02;Q9DD02-2;D3YU13;G5E8I4,Q9DD02;Q9DD02-2;D3YU13,Protein Hikeshi,L7rn6;l7Rn6,,,Cytoplasm,Peroxisome,0.127376,0.853308,Cytoplasm,LD,0.386511,0.839978,Cytoplasm,Peroxisome,0.171224,0.84571,Cytoplasm,Peroxisome,0.176321,0.677651,,,,,,,,,,
Q9DD18;Q9DD18-2,Q9DD18;Q9DD18-2,D-tyrosyl-tRNA(Tyr) deacylase 1,Dtd1,,,Cytoplasm,Endosome,0.47186,0.839948,Cytoplasm,Endosome,0.539221,0.794467,Cytoplasm,Endosome,0.450414,0.642623,Cytoplasm,Endosome,0.405217,0.639064,,,,,,,,,,
Q9EP53;Q9EP53-2;Q9EP53-4;Q9EP53-3;F2Z3W0;F2Z3X2,Q9EP53;Q9EP53-2;Q9EP53-4;Q9EP53-3,Hamartin,Tsc1,,,Cytoplasm,ER,0.0614602,0.639279,Cytoplasm,ER,0.173816,0.443274,Cytoplasm,ER,0.167309,0.38314,Cytoplasm,Peroxisome,0.133273,0.665414,,,,,,,,,,
Q9EPL8,Q9EPL8,Importin-7,Ipo7,,,Cytoplasm,LD,0,0.966237,Cytoplasm,Peroxisome,0,0.956889,Cytoplasm,LD,0,0.934799,Cytoplasm,Golgi-LD,0,0.921843,,,,,,,,,,
Q9EQK5,Q9EQK5,Major vault protein,Mvp,,,Cytoplasm,Endosome,0.575943,0.652759,Cytoplasm,Golgi,0.945948,0.89831,Cytoplasm,Golgi,0.721012,0.775361,Cytoplasm,Endosome,0.570133,0.744274,,,,,,,,,,
Q9ER35;Q6P264;Q7TQJ3,Q9ER35;Q6P264;Q7TQJ3,Fructosamine-3-kinase,Fn3k,,,Nucleus,LD,0.632667,0.668153,Cytoplasm,LD,0.450126,0.57625,Cytoplasm,LD,0.598759,0.575752,Mitochondria,Golgi-LD,0.790754,0.272935,,,,,,,,,,
Q9ES28;Q9ES28-4;Q9ES28-2;Q9ES28-7;Q9ES28-3;Q9ES28-8;D3Z0V2;Q9ES28-6;Q9ES28-5,Q9ES28;Q9ES28-4;Q9ES28-2;Q9ES28-7;Q9ES28-3;Q9ES28-8;D3Z0V2;Q9ES28-6;Q9ES28-5,Rho guanine nucleotide exchange factor 7,Arhgef7,,,Cytoplasm,Endosome,0.151947,0.760782,Cytoplasm,LD,0,0.83502,Cytoplasm,Endosome,0.246505,0.752292,Cytoplasm,PM,0.280057,0.62446,,,,,,,,,,
Q9ES74,Q9ES74,Serine/threonine-protein kinase Nek7,Nek7,,,Cytoplasm,Endosome,0.21002,0.904043,Cytoplasm,Endosome,0.334879,0.793198,Cytoplasm,Endosome,0.145505,0.832992,Cytoplasm,Endosome,0.177588,0.838886,,,,,,,,,,
Q9ESW8,Q9ESW8,Pyroglutamyl-peptidase 1,Pgpep1,,,Cytoplasm,LD,0.454124,0.882572,Cytoplasm,LD,0.388635,0.832398,Cytoplasm,LD,0.632385,0.847526,Cytoplasm,Peroxisome,0.126837,0.811728,,,,,,,,,,
Q9ET01;Q3UEJ6,Q9ET01;Q3UEJ6,"Glycogen phosphorylase, liver form;Alpha-1,4 glucan phosphorylase",Pygl,,,Cytoplasm,Endosome,0.516142,0.843279,Cytoplasm,Golgi,0.693391,0.858233,Cytoplasm,Golgi,0.53573,0.860619,Cytoplasm,Endosome,0.517538,0.866942,,,,,,,,,,
Q9ET54-3;Q9ET54-4;Q9ET54-6;Q9ET54;Q9ET54-5;Q9ET54-2;D3Z1J5;Q5DTJ9,Q9ET54-3;Q9ET54-4;Q9ET54-6;Q9ET54;Q9ET54-5;Q9ET54-2,Palladin,Palld,,,Cytoplasm,PM,0.0731852,0.920942,Cytoplasm,Nucleus,0.105023,0.934638,Cytoplasm,PM,0.0922067,0.858288,Cytoplasm,PM,0.0975064,0.894945,,,,,,,,,,
Q9JHU9,Q9JHU9,Inositol-3-phosphate synthase 1,Isyna1,,,Cytoplasm,Golgi,0.688348,0.381722,Cytoplasm,Golgi,0.530308,0.451664,Nucleus,Golgi,0.33297,0.0949161,,,NaN,NaN,,,,,,,,,,
Q9JHW2,Q9JHW2,Omega-amidase NIT2,Nit2,,,Cytoplasm,Mitochondria,0.0788289,0.963614,Cytoplasm,Mitochondria,0.0746498,0.96276,Cytoplasm,Endosome,0,0.955183,Cytoplasm,Mitochondria,0.0784467,0.958349,,,,,,,,,,
Q9JI90;G3XA54;Q9JI90-2,Q9JI90;G3XA54,E3 ubiquitin-protein ligase RNF14,Rnf14,,,Cytoplasm,Endosome,0.487492,0.627558,Cytoplasm,LD,0.237597,0.679775,Cytoplasm,Lysosome,0.295636,0.52327,Endosome,Mitochondria,0,0.629142,,,,,,,,,,
Q9JIA7,Q9JIA7,Sphingosine kinase 2,Sphk2,,,Cytoplasm,ER,0.169345,0.460778,Cytoplasm,ER,0.186121,0.458748,Nucleus,Cytoplasm,0.267751,0.0823327,Golgi-LD,Cytoplasm,0.163433,0.309517,,,,,,,,,,
Q9JIF7,Q9JIF7,Coatomer subunit beta,Copb1,,,Endosome,Golgi,0.4637,0.419155,Cytoplasm,Golgi,0.72342,0.855762,Cytoplasm,Golgi,0.497903,0.685036,ER,Peroxisome,0.5251,0.602115,,,,,,,,,,
Q9JJ28,Q9JJ28,Protein flightless-1 homolog,Flii,,,Cytoplasm,PM,0.151556,0.848712,Cytoplasm,PM,0.0704642,0.861843,Cytoplasm,PM,0.173871,0.790919,Cytoplasm,PM,0.342479,0.819837,,,,,,,,,,
Q9JK23;D3Z795;D6RG59,Q9JK23;D3Z795,Proteasome assembly chaperone 1,Psmg1,,,Cytoplasm,Endosome,0,0.891508,Cytoplasm,Endosome,0,0.814538,Cytoplasm,Golgi,0,0.849746,Cytoplasm,Peroxisome,0.188159,0.667036,,,,,,,,,,
Q9JK48;Q3TYR7;A0A0G2JEC4;Q9JK48-2;A0A0G2JE45;A0A0G2JF57,Q9JK48;Q3TYR7;A0A0G2JEC4;Q9JK48-2,Endophilin-B1,Sh3glb1,,,Cytoplasm,LD,0.39713,0.935088,Cytoplasm,LD,0.366082,0.811681,Cytoplasm,LD,0.331482,0.806682,Cytoplasm,Golgi-LD,0.33612,0.840328,,,,,,,,,,
Q9JK92,Q9JK92,Heat shock protein beta-8,Hspb8,,,Cytoplasm,Endosome,0.541458,0.530208,Cytoplasm,Endosome,0.528811,0.495053,Cytoplasm,PM,0.531164,0.423228,Cytoplasm,PM,0.502373,0.423464,,,,,,,,,,
Q9JLM9;A2ASX1;A2ASX3;A2ASX4,Q9JLM9,Growth factor receptor-bound protein 14,Grb14,,,Cytoplasm,Endosome,0.218805,0.861559,Cytoplasm,Endosome,0.283046,0.815065,Cytoplasm,Endosome,0.265119,0.802104,Cytoplasm,Endosome,0.156153,0.766614,,,,,,,,,,
Q9JLQ0,Q9JLQ0,CD2-associated protein,Cd2ap,,,Cytoplasm,Endosome,0.402083,0.837465,Cytoplasm,Endosome,0.427762,0.776217,Cytoplasm,PM,0.338446,0.683975,Cytoplasm,Endosome,0.508994,0.831412,,,,,,,,,,
Q9JLV1,Q9JLV1,BAG family molecular chaperone regulator 3,Bag3,,,Cytoplasm,Endosome,0.261978,0.873341,Cytoplasm,Endosome,0.287873,0.838193,Cytoplasm,Endosome,0.235469,0.83685,Cytoplasm,Endosome,0.429483,0.738445,,,,,,,,,,
Q9JM13,Q9JM13,Rab5 GDP/GTP exchange factor,Rabgef1,,,Cytoplasm,Endosome,0.14286,0.839427,Cytoplasm,Endosome,0.191414,0.655908,Cytoplasm,Endosome,0.150627,0.785515,Cytoplasm,Endosome,0.135641,0.73439,,,,,,,,,,
Q9JM14;A2A9X5,Q9JM14;A2A9X5,"5(3)-deoxyribonucleotidase, cytosolic type",Nt5c,,,Cytoplasm,Golgi,0,0.982332,Cytoplasm,LD,0.152298,0.947662,Cytoplasm,Lysosome,0,0.967346,Cytoplasm,ER,0,0.965118,,,,,,,,,,
Q9JME7,Q9JME7,Trafficking protein particle complex subunit 2-like protein,Trappc2l,,,Cytoplasm,Golgi,0.14512,0.804133,Cytoplasm,Golgi,0.196761,0.810115,Cytoplasm,LD,0,0.760772,Cytoplasm,Peroxisome,0.188243,0.683066,,,,,,,,,,
Q9QVP9;E9Q2A6;Q3UDE9;F7CCX1,Q9QVP9;E9Q2A6;Q3UDE9,Protein-tyrosine kinase 2-beta,Ptk2b,,,Cytoplasm,Endosome,0,0.919154,Cytoplasm,Endosome,0,0.857968,Cytoplasm,Nucleus,0.137806,0.768058,Cytoplasm,Endosome,0,0.782705,,,,,,,,,,
Q9QXB9,Q9QXB9,Developmentally-regulated GTP-binding protein 2,Drg2,,,Cytoplasm,Endosome,0.234751,0.924174,Cytoplasm,Endosome,0.203396,0.909256,Cytoplasm,Endosome,0.251485,0.872247,Cytoplasm,Endosome,0.266355,0.902,,,,,,,,,,
Q9QXK3;Q9QXK3-4;Q9QXK3-3;E9Q783;Q9QXK3-2;F7ARP0,Q9QXK3;Q9QXK3-4,Coatomer subunit gamma-2,Copg2,,,Endosome,Golgi,0.38554,0.4568,Cytoplasm,Golgi,0.870491,0.86656,ER,Golgi,0.471803,0.35366,ER,Peroxisome,0.424981,0.637726,,,,,,,,,,
Q9QXY6,Q9QXY6,EH domain-containing protein 3,Ehd3,,,Cytoplasm,Endosome,0.252561,0.868,Cytoplasm,Endosome,0.19016,0.876664,Cytoplasm,Endosome,0.280818,0.862199,Cytoplasm,Endosome,0.34736,0.837013,,,,,,,,,,
Q9QYI3;F7BTP8;A2A5E1,Q9QYI3;F7BTP8,DnaJ homolog subfamily C member 7,Dnajc7,,,Cytoplasm,Endosome,0.428734,0.826928,Cytoplasm,Endosome,0.437639,0.748336,Cytoplasm,Endosome,0.294787,0.757458,Cytoplasm,Endosome,0.59235,0.790147,,,,,,,,,,
Q9QYJ3,Q9QYJ3,DnaJ homolog subfamily B member 1,Dnajb1,,,Cytoplasm,Endosome,0.486245,0.558685,Cytoplasm,Endosome,0.434226,0.467051,Cytoplasm,Endosome,0.56336,0.435827,Cytoplasm,PM,0.413514,0.414901,,,,,,,,,,
Q9QZ06;A9JEI5;Q8C5G6;F7AT44,Q9QZ06;A9JEI5;Q8C5G6,Toll-interacting protein,Tollip,,,Cytoplasm,Endosome,0.514142,0.681486,Cytoplasm,Endosome,0.496103,0.591189,Cytoplasm,ER,0.46157,0.336315,Cytoplasm,Endosome,0.489832,0.730917,,,,,,,,,,
Q9QZE5;Q7TNQ1,Q9QZE5,Coatomer subunit gamma-1,Copg1,,,Cytoplasm,Golgi,0.526812,0.511594,Cytoplasm,Golgi,0.724313,0.877635,Cytoplasm,Golgi,0.509557,0.777543,Mitochondria,Peroxisome,1,0.553307,,,,,,,,,,
Q9QZN4;A2A7H1;Z4YN00;A2A7G9,Q9QZN4;A2A7H1;Z4YN00;A2A7G9,F-box only protein 6,Fbxo6,,,Cytoplasm,Endosome,0.42397,0.901653,Cytoplasm,Endosome,0.36121,0.679535,Cytoplasm,Endosome,0.382923,0.805427,Cytoplasm,Endosome,0.567426,0.826458,,,,,,,,,,
Q9QZR0;E9Q446;D3YXC4;D3Z7S2;F6Z123,Q9QZR0;E9Q446,E3 ubiquitin-protein ligase RNF25,Rnf25,,,LD,Cytoplasm,0.161419,0.646214,Cytoplasm,Golgi,0.632794,0.432261,LD,Endosome,0,0.782843,Golgi-LD,Endosome,0,0.681669,,,,,,,,,,
Q9R078;S4R2R1,Q9R078,5-AMP-activated protein kinase subunit beta-1,Prkab1,,,Cytoplasm,Endosome,0.188726,0.926932,Cytoplasm,Endosome,0.199967,0.910808,Cytoplasm,Endosome,0.168872,0.888283,Cytoplasm,Endosome,0.22227,0.90879,,,,,,,,,,
Q9R0P3;H3BKH6;H3BK43;H3BLJ9;H3BJL6;H3BJP2;H3BJC6;H3BL99,Q9R0P3;H3BKH6;H3BK43;H3BLJ9;H3BJL6;H3BJP2,S-formylglutathione hydrolase,Esd,,,Cytoplasm,LD,0,0.981231,Cytoplasm,ER,0,0.989545,Cytoplasm,Golgi,0,0.978675,Cytoplasm,Golgi-LD,0,0.984822,,,,,,,,,,
Q9R0Y5;Q9R0Y5-2;A0A0A6YXW8;Z4YN97,Q9R0Y5;Q9R0Y5-2;A0A0A6YXW8;Z4YN97,Adenylate kinase isoenzyme 1,Ak1,,,Cytoplasm,LD,0.654808,0.772939,Cytoplasm,LD,0.576582,0.68862,Cytoplasm,LD,0.546371,0.7682,Golgi-LD,Endosome,0,0.699878,,,,,,,,,,
Q9WUA3;Q8C605;F6YL81;Q9WUA3-2,Q9WUA3;Q8C605,"ATP-dependent 6-phosphofructokinase, platelet type;ATP-dependent 6-phosphofructokinase",Pfkp,,,Cytoplasm,ER,0.0754362,0.621156,Cytoplasm,ER,0.188115,0.404949,Cytoplasm,Golgi,0.67006,0.349457,Cytoplasm,Peroxisome,0.229968,0.648231,,,,,,,,,,
Q9WUK2;Q9WUK2-2,Q9WUK2;Q9WUK2-2,Eukaryotic translation initiation factor 4H,Eif4h,,,Cytoplasm,Endosome,0.256427,0.867272,Cytoplasm,Golgi,0.329493,0.852531,Cytoplasm,Golgi,0.248245,0.773106,Cytoplasm,Endosome,0.297828,0.801747,,,,,,,,,,
Q9WUL7,Q9WUL7,ADP-ribosylation factor-like protein 3,Arl3,,,Cytoplasm,LD,0.334341,0.933344,Cytoplasm,LD,0.280258,0.927159,Cytoplasm,LD,0.520731,0.895558,Cytoplasm,Golgi-LD,0.11363,0.922245,,,,,,,,,,
Q9WV60;E9QAQ5,Q9WV60;E9QAQ5,Glycogen synthase kinase-3 beta,Gsk3b,,,Cytoplasm,Endosome,0.223003,0.895537,Cytoplasm,Endosome,0.309406,0.70615,Cytoplasm,Endosome,0.187048,0.82115,Cytoplasm,Endosome,0.255884,0.866999,,,,,,,,,,
Q9WVE8,Q9WVE8,Protein kinase C and casein kinase substrate in neurons protein 2,Pacsin2,,,Cytoplasm,Endosome,0.178267,0.892902,Cytoplasm,Endosome,0.224645,0.846439,Cytoplasm,PM,0.122831,0.835997,Cytoplasm,Endosome,0.199517,0.912114,,,,,,,,,,
Q9WVL0,Q9WVL0,Maleylacetoacetate isomerase,Gstz1,,,Cytoplasm,Endosome,0,0.987381,Cytoplasm,Golgi,0,0.994527,Cytoplasm,Golgi,0,0.988804,Cytoplasm,Endosome,0,0.983378,,,,,,,,,,
Q9WVS7;Q9WVS7-2;Q9WVS7-3,Q9WVS7;Q9WVS7-2,Dual specificity mitogen-activated protein kinase kinase 5,Map2k5,,,Cytoplasm,LD,0.655474,0.595731,Cytoplasm,LD,0.760947,0.684019,Nucleus,Cytoplasm,0.267027,0.0704058,Cytoplasm,Golgi-LD,0.85813,0.329017,,,,,,,,,,
Q9Z0E6,Q9Z0E6,Interferon-induced guanylate-binding protein 2,Gbp2,,,Cytoplasm,Golgi,0,0.971796,Cytoplasm,LD,0.130881,0.957002,Cytoplasm,Golgi,0,0.951617,Cytoplasm,Peroxisome,0,0.92907,,,,,,,,,,
Q9Z0Y1;E9Q919,Q9Z0Y1;E9Q919,Dynactin subunit 3,Dctn3,,,Cytoplasm,Endosome,0.266733,0.75513,Cytoplasm,Golgi,0.358721,0.621152,Cytoplasm,Endosome,0.315406,0.586942,Cytoplasm,Lysosome,0.24303,0.66604,,,,,,,,,,
Q9Z1K6;A0A0A6YXB0;A0A0A6YXR5;A0A0A6YXA7;A0A0A6YW29,Q9Z1K6,E3 ubiquitin-protein ligase ARIH2,Arih2,,,Cytoplasm,LD,0.402591,0.803771,Cytoplasm,Peroxisome,0.16243,0.76628,Cytoplasm,Golgi,0,0.824379,Golgi-LD,Cytoplasm,0.292073,0.406617,,,,,,,,,,
Q9Z1R2;Q3UF95;G3UYQ2;Q3TDL4;G3UZT6;S4R183;G3UYZ0;G3V013;G3UXT8;S4R224,Q9Z1R2;Q3UF95;G3UYQ2;Q3TDL4;G3UZT6;S4R183;G3UYZ0;G3V013;G3UXT8,Large proline-rich protein BAG6,Bag6,,,Cytoplasm,Endosome,0.235462,0.896327,Cytoplasm,Endosome,0.199771,0.805443,Cytoplasm,Endosome,0.280989,0.744217,Cytoplasm,Endosome,0.27357,0.791229,,,,,,,,,,
Q9Z2V5;Q3UG37;B1AUA8,Q9Z2V5;Q3UG37,Histone deacetylase 6,Hdac6,,,Cytoplasm,Mitochondria,0.0826719,0.794815,Cytoplasm,Nucleus,0.0860146,0.760237,Cytoplasm,Golgi,0.171529,0.676416,Cytoplasm,ER,0.0723962,0.605691,,,,,,,,,,
Z4YLI8;Q5SW19-3;Q5SW19-2,Z4YLI8;Q5SW19-3;Q5SW19-2,Clustered mitochondria protein homolog,Cluh,,,Cytoplasm,Endosome,0.577052,0.859497,Cytoplasm,Endosome,0.563819,0.776814,Cytoplasm,Endosome,0.532078,0.710098,Endosome,Cytoplasm,0.357597,0.765446,,,,,,,,,,
O35678;D3YYS6;Q3UFN1;O35678-2,O35678;D3YYS6;Q3UFN1,Monoglyceride lipase,Mgll,,,Golgi,LD,0.409111,0.912766,Cytoplasm,Golgi,0.567588,0.747654,Cytoplasm,Endosome,0.426443,0.660164,Golgi-LD,Nucleus,0,0.78994,,,,,,,,,,
Q91ZP3;E9QKQ5;Q91ZP3-2,Q91ZP3;E9QKQ5;Q91ZP3-2,Phosphatidate phosphatase LPIN1,Lpin1,,,Cytoplasm,LD,0.474742,0.808758,Cytoplasm,Golgi,0.0572842,0.922608,Cytoplasm,LD,0.64597,0.808146,Cytoplasm,Golgi-LD,0.666727,0.676922,,,,,,,,,,
P63002;P63002-2,P63002;P63002-2,Amino-terminal enhancer of split,Aes,,,Cytoplasm,Nucleus,0.42889,0.676793,Cytoplasm,PM,0.367026,0.555574,Cytoplasm,Golgi,0.478395,0.541687,Nucleus,Cytoplasm,0.300445,0.434669,,,,,,,,,,
Q9CRB3,Q9CRB3,5-hydroxyisourate hydrolase,Urah,,,Cytoplasm,Peroxisome,0.387416,0.84698,Cytoplasm,Peroxisome,0.195963,0.86936,Cytoplasm,Peroxisome,0.293155,0.865673,Cytoplasm,Peroxisome,0.61273,0.871343,,,,,,,,,,
Q8BJY1;F7BA91,Q8BJY1,26S proteasome non-ATPase regulatory subunit 5,Psmd5,,,Cytoplasm,LD,0,0.923727,Cytoplasm,Golgi,0.10914,0.917985,Cytoplasm,Golgi,0.0874292,0.909906,Cytoplasm,Endosome,0.0433053,0.90038,,,,,,,,,,
A0A075B5P3;P01867-2;P01867;A0A0A6YVP0,A0A075B5P3;P01867-2;P01867,Ig gamma-2B chain C region,Ighg2b;Igh-3,,,Cytoplasm,Endosome,0.356795,0.872038,Cytoplasm,Endosome,0.508821,0.694109,Cytoplasm,Endosome,0.372327,0.555517,Cytoplasm,Endosome,0.388657,0.840168,,,,,,,,,,
A0A075B5P4;A0A0A6YWR2;P01868;P01869,A0A075B5P4;A0A0A6YWR2;P01868;P01869,"Ig gamma-1 chain C region secreted form;Ig gamma-1 chain C region, membrane-bound form",Ighg1,,,Cytoplasm,Endosome,0.202971,0.747298,Cytoplasm,Endosome,0.19688,0.718179,Cytoplasm,Endosome,0.182192,0.721584,Cytoplasm,Endosome,0.400427,0.451835,,,,,,,,,,
A0A075B5P5;P03987-2;P03987,A0A075B5P5;P03987-2;P03987,Ig gamma-3 chain C region,Ighg3,,,Cytoplasm,Endosome,0.47787,0.815585,Cytoplasm,Golgi,0.633318,0.641258,Endosome,Cytoplasm,0.332489,0.593041,Cytoplasm,Endosome,0.419587,0.753957,,,,,,,,,,
A0A0G2JG79;Q3TVF4;P53612;A0A0G2JDK3;A0A0G2JGU4;Q9JIF6;Q6PFA1;A0A0G2JF29,A0A0G2JG79;Q3TVF4;P53612;A0A0G2JDK3;A0A0G2JGU4;Q9JIF6;Q6PFA1;A0A0G2JF29,Geranylgeranyl transferase type-2 subunit beta,Rabggtb,,,Cytoplasm,Endosome,0,0.921097,Cytoplasm,Golgi,0,0.870136,Cytoplasm,Peroxisome,0.0585096,0.848015,Cytoplasm,Endosome,0,0.837593,,,,,,,,,,
A0JNU3,A0JNU3,60 kDa lysophospholipase;L-asparaginase;Platelet-activating factor acetylhydrolase,Aspg,,,Cytoplasm,PM,0,0.991127,Cytoplasm,Endosome,0,0.977346,Cytoplasm,PM,0,0.983973,Cytoplasm,Golgi-LD,0,0.976524,,,,,,,,,,
A2A432;E9PXY1;A2A432-2;J3QJX0,A2A432;E9PXY1;A2A432-2;J3QJX0,Cullin-4B,Cul4b,,,Cytoplasm,LD,0,0.969667,Cytoplasm,LD,0,0.92664,Cytoplasm,LD,0,0.945095,Cytoplasm,Golgi-LD,0,0.964352,,,,,,,,,,
A2A8Z1;F6UHR6;E9PXZ2;A0A0A6YXH3;E9Q6C1;F8VQE8,A2A8Z1;F6UHR6;E9PXZ2;A0A0A6YXH3;E9Q6C1,Oxysterol-binding protein-related protein 9;Oxysterol-binding protein,Osbpl9,,,Cytoplasm,Endosome,0.458694,0.931745,Cytoplasm,Endosome,0.454236,0.883321,Cytoplasm,Endosome,0.396158,0.873429,Cytoplasm,Endosome,0.519846,0.865837,,,,,,,,,,
A2ADY9;Q9DAF3,A2ADY9,Protein DDI1 homolog 2,Ddi2,,,Cytoplasm,Golgi,0,0.986789,Cytoplasm,Golgi,0,0.980727,Cytoplasm,LD,0.0219791,0.971955,Cytoplasm,Golgi-LD,0,0.974223,,,,,,,,,,
A2AJK8;Q91Z38,A2AJK8;Q91Z38,Tetratricopeptide repeat protein 1,Ttc1,,,Cytoplasm,Endosome,0.267751,0.870703,Cytoplasm,Endosome,0.393055,0.873472,Cytoplasm,Endosome,0.174889,0.854391,Cytoplasm,Endosome,0.236604,0.809769,,,,,,,,,,
A2AJL3;A2AJL3-2;A2AJL4;B1AY71;B7ZCH9;H3BJ80;D6RHR3;D6RG41;F7ANG8;F6V664,A2AJL3;A2AJL3-2;A2AJL4,FGGY carbohydrate kinase domain-containing protein,Fggy,,,Cytoplasm,ER,0,0.980159,Cytoplasm,Nucleus,0,0.976175,Cytoplasm,ER,0,0.968614,Cytoplasm,ER,0,0.966705,,,,,,,,,,
A2RSJ4,A2RSJ4,UHRF1-binding protein 1-like,Uhrf1bp1l,,,Cytoplasm,Endosome,0.523658,0.824258,Cytoplasm,Endosome,0.576992,0.651125,Cytoplasm,Endosome,0.527111,0.765521,Cytoplasm,Endosome,0.460087,0.620143,,,,,,,,,,
A2RSQ0,A2RSQ0,DENN domain-containing protein 5B,Dennd5b,,,Cytoplasm,LD,0,0.970599,Cytoplasm,Golgi,0.062879,0.916936,Cytoplasm,LD,0,0.958248,Cytoplasm,ER,0,0.921442,,,,,,,,,,
A3KGB4;A0A0A6YXU3,A3KGB4,TBC1 domain family member 8B,Tbc1d8b,,,Cytoplasm,Nucleus,0,0.97963,Cytoplasm,LD,0,0.962676,Cytoplasm,LD,0,0.967315,Cytoplasm,Nucleus,0,0.964522,,,,,,,,,,
A3KMP2;A3KMP2-2;D6RH59,A3KMP2;A3KMP2-2,Tetratricopeptide repeat protein 38,Ttc38,,,Cytoplasm,Golgi,0,0.991661,Cytoplasm,Endosome,0,0.981503,Cytoplasm,Golgi,0,0.981336,Cytoplasm,Golgi-LD,0,0.988497,,,,,,,,,,
A4UUI2,A4UUI2,,Gbp2b,,,Cytoplasm,LD,0.473751,0.838027,Cytoplasm,LD,0.780422,0.544644,Cytoplasm,Peroxisome,0.273792,0.585669,Cytoplasm,Golgi-LD,0.749465,0.575294,,,,,,,,,,
A6H630;A6H630-2;D6RG65,A6H630;A6H630-2,Protein-glutamate O-methyltransferase,Armt1,,,Cytoplasm,LD,0.165267,0.963043,Cytoplasm,LD,0.303623,0.887282,Cytoplasm,Golgi,0,0.971113,Cytoplasm,Endosome,0,0.947857,,,,,,,,,,
A6H6A9;A0A0A6YWY0;A0A0A6YW18,A6H6A9,Rab GTPase-activating protein 1-like,Rabgap1l,,,Cytoplasm,PM,0,0.873037,Cytoplasm,Golgi,0.0303494,0.882228,Cytoplasm,Golgi,0.167438,0.780524,Cytoplasm,Endosome,0.129668,0.751331,,,,,,,,,,
A6H6A9-3;A0A0A6YWT4;A0A0A6YY35,A6H6A9-3;A0A0A6YWT4,Rab GTPase-activating protein 1-like,Rabgap1l,,,Cytoplasm,Golgi,0.238096,0.787668,Cytoplasm,Endosome,0,0.880426,Cytoplasm,Golgi,0.772146,0.504423,Cytoplasm,Nucleus,0,0.917024,,,,,,,,,,
A7MCT6;H9KV13;A7MCT6-2,A7MCT6;H9KV13;A7MCT6-2,Ethanolamine kinase 2,Etnk2,,,Cytoplasm,Endosome,0,0.97977,Cytoplasm,LD,0.10922,0.963335,Cytoplasm,LD,0.0315613,0.961654,Cytoplasm,Endosome,0,0.951849,,,,,,,,,,
B0V2P5;Q8BPN8;Q8BPN8-2;F6RYL8;B0V2P6;Q8BPN8-3,B0V2P5;Q8BPN8;Q8BPN8-2;F6RYL8,DmX-like protein 2,Dmxl2,,,Cytoplasm,Golgi,0.641812,0.632122,Cytoplasm,Golgi,0.593978,0.493287,Endosome,Golgi,0.751214,0.648565,Golgi-LD,Cytoplasm,0.153765,0.0381736,,,,,,,,,,
B1AY13;E9PV45;B1AY13-2,B1AY13;E9PV45,Ubiquitin carboxyl-terminal hydrolase 24;Ubiquitin carboxyl-terminal hydrolase,Usp24,,,Cytoplasm,LD,0,0.957118,Cytoplasm,LD,0,0.918563,Cytoplasm,LD,0,0.934892,Cytoplasm,Golgi-LD,0,0.939982,,,,,,,,,,
B1AZ26,B1AZ26,,Cobll1,,,PM,Mitochondria,0,0.491741,Cytoplasm,Golgi,0.626027,0.284742,PM,Mitochondria,0,0.725097,Cytoplasm,Lysosome,0.630947,0.469541,,,,,,,,,,
